cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
131,-43m,0.9886867163194117,10607,10610
132,-43m,0.9976119402985074,10050,10051
133,mmm,0.5013355249640435,9734,9734
134,m,0.27898883782009193,15230,15442
135,-42m,0.62,14250,14254
136,2/m,0.5496597297563862,10139,10140
137,4/mmm,0.7706097282484585,8758,8760
138,mmm,0.30274986779481755,11346,11348
139,mmm,0.8023768794453948,11107,11110
140,-43m,0.8332039672272531,11595,11598
141,-43m,0.9993466898954704,13776,13777
142,4mm,0.7380794701986755,9060,9060
143,4mm,0.6705581904414447,10964,10967
144,m-3m,0.9399590629974983,8794,8794
145,2/m,0.5631631631631632,9990,9991
146,-43m,0.5701051970482023,6369,6370
147,m-3m,0.4493975903614458,9130,9138
148,-3m,0.9281516011349817,9868,9869
149,m-3m,0.45539409951563187,11355,11362
