cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,-43m,0.9982002617801047,12224,12226
1,mmm,0.7831791580139702,10594,10596
2,2/m,0.6258372119423317,8809,8811
3,4/mmm,0.4133820419150163,10402,10405
4,m-3m,0.954731687818527,10007,10007
5,4mm,0.7067386710495421,8518,8519
6,mm2,0.4669524830296534,8397,8397
7,-43m,0.984585926280517,10445,10445
8,m,0.9985717200571312,9802,9803
9,mmm,0.56355867541584,13106,13109
10,6/mmm,0.2995863565470943,14747,14777
11,mmm,0.9450182742730018,12586,12588
12,4/mmm,0.2657574152542373,7552,7554
13,m,0.9667886022333462,10388,10393
14,-3m,0.9742816453045153,11937,11937
15,4mm,0.7661730319563523,10264,10265
16,4/mmm,0.9625011377082006,10987,10989
17,mm2,0.9092863284608771,11630,11630
18,mm2,0.5428192497158014,10556,10556
19,mm2,0.96224022543149,14195,14198
20,4/mmm,0.5122832369942196,11072,11075
21,-3m,0.9252423881612519,11758,11758
22,2/m,0.6473404718377296,11487,11489
23,-43m,0.9862456747404844,11560,11561
24,-43m,0.9982722104559135,17942,17944
25,m,0.5718682114409848,11048,11048
26,mmm,0.8002217518395323,9921,9921
27,m-3m,0.39659661521294404,10754,10766
28,mmm,0.7955507431833841,10159,10161
29,m,0.9861989043404973,9492,9493
30,m,0.9909831613253667,9205,9205
31,4/mmm,0.675662603985297,10338,10341
32,-43m,0.9773210489014883,12699,12706
33,m,0.8804224039755668,9659,9659
34,-43m,0.37867380917909366,13814,13852
35,mmm,0.5840354767184035,11275,11275
36,4/mmm,0.9794425087108014,11480,11483
37,4mm,0.7125721398664705,8837,8839
38,-43m,0.9771906052393857,13284,13285
39,-42m,0.645152224824356,10675,10677
40,m-3m,0.9685424354243543,10840,10840
41,2/m,0.6288445552784705,12030,12031
42,4/mmm,0.6098025220080895,8406,8407
43,mm2,0.7746239483300756,11767,11768
44,2/m,0.6121252107616744,13641,13641
45,4/mmm,0.7846423485595355,9129,9130
46,4/mmm,0.8381665107577175,9621,9622
47,m,0.8172844480257857,9928,9931
48,mm2,0.9376023110255176,10385,10385
49,4mm,0.7861149327971214,9449,9452
50,-43m,1.0,11334,11337
51,-43m,0.985726125794272,10859,10862
52,mmm,0.4430659742258127,10398,10400
53,-3m,0.9320257368202574,9636,9637
54,6/mmm,0.38487438487438486,11583,11589
55,mm2,0.934777785994232,13523,13524
56,m,0.9747458183010823,9147,9148
57,mm2,0.9414694894146949,12848,12849
58,-43m,0.9968320133388912,11995,12002
59,mmm,0.6539832386089972,10381,10386
60,3m,0.8099043626359229,7633,7633
61,-43m,0.9935051475160644,14473,14475
62,-6m2,0.37899462980896204,11359,11360
63,mmm,0.6365174241569865,8867,8867
64,2/m,0.5144278606965174,13065,13067
65,2/m,0.6555950968762356,10116,10118
66,-42m,0.5443928623240969,13786,13788
67,mmm,0.5538263389503059,9317,9317
68,mm2,0.9176713459950454,12110,12113
69,6/mmm,0.36218905472636814,9045,9050
70,-43m,0.9333766233766234,15400,15402
71,mm2,0.896799002286427,9622,9625
72,4/mmm,0.5127048824906772,11531,11534
73,mm2,0.9000445434298441,11225,11225
74,3m,0.9716814159292035,7910,7910
75,4mm,0.7073294189107107,9878,9879
76,2/m,0.3981388559438008,10961,10966
77,4mm,0.659054558379243,11254,11255
78,mm2,0.9625672559569561,13010,13010
79,-43m,0.9989658738366081,10637,10639
80,m,0.8963757916959887,11368,11369
81,-42m,0.9140106483845087,13711,13714
82,4/mmm,0.8348145285935085,10352,10352
83,mm2,0.8664451230465242,11134,11134
84,m-3m,0.970709652054256,10174,10175
85,mmm,0.8475332322241056,11209,11211
86,mmm,0.8927628584433318,10985,10987
87,-43m,0.9860320744956027,9665,9666
88,mm2,0.6511244554338868,8493,8493
89,mmm,0.3729441532622447,11066,11117
90,3m,0.8615589606928714,7505,7506
91,mmm,0.47623318385650226,12265,12270
92,4/mmm,0.6534347778145331,9069,9070
93,4mm,0.7192597239648683,9564,9564
94,m-3m,0.9784327203986939,11638,11638
95,2/m,0.5114984015674952,9697,9697
96,mm2,0.9361353240700785,11587,11588
97,2/m,0.9063854715875805,8535,8536
98,-43m,0.9997766195085629,13430,13431
99,4/mmm,0.5488234733733448,10497,10498
100,2/m,0.764729259811227,10065,10067
101,4/mmm,0.9243897787948131,10488,10491
102,6/mmm,0.20193571513920422,8369,8370
103,4mm,0.8219527760051053,10969,10970
104,m,0.9660373589052043,10011,10013
105,4mm,0.6316360872869395,9211,9211
106,mmm,0.4841167829599706,10892,10895
107,m,0.9710817565155302,11204,11208
108,-3m,0.8526797272805731,11587,11589
109,mmm,0.545084214649432,12765,12776
110,mmm,0.4381643499591169,9784,9787
111,-43m,0.9890328220615116,12583,12584
112,m,0.7724030316540348,8972,8972
113,m,0.8365404727044551,9562,9564
114,-43m,0.99968747558403,12799,12802
115,-42m,0.9188685937222912,11278,11280
116,mmm,0.3846390168970814,9765,9769
117,3m,0.9245110278818144,12015,12018
118,3m,0.94375,6080,6081
119,mmm,0.6570610510760136,10827,10828
120,4/mmm,0.6961444308445532,9804,9812
121,-43m,0.9666051498374199,11379,11384
122,2/m,0.5785182839955675,12634,12637
123,-42m,0.7813102119460501,10380,10382
124,4/mmm,0.66312514229339,13177,13181
125,-3m,0.8523163753233519,12757,12761
126,-3m,0.8856785043384918,11179,11183
127,-3m,0.9788769582819926,11362,11368
128,-43m,0.9992698731404581,10957,10958
129,mmm,0.4979749797497975,11111,11119
130,m-3m,0.9680954883267022,13321,13321
