cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,Cmmm,0.469370371246717,42263,42273
1,Pmmm,0.9430314041007007,30824,30827
2,F-43m,0.9884785041806571,45567,45577
3,Cmm2,0.35431694595494395,36044,36048
4,R3m,0.9612888789438353,22345,22349
5,C2/m,0.811479316659559,39863,39879
6,I4mm,0.5175816350751077,29491,29498
7,P2/m,0.9752947206560738,29265,29268
8,P6_3/mmc,0.1547521339461589,24368,24417
9,F-43m,0.9970457217100785,64652,64660
10,R-3m,0.9793928344520869,36201,36213
11,P4mm,0.8872504537205081,39672,39673
12,Pm,0.9862815334197088,26242,26244
13,Cmmm,0.3978421296183541,41059,41085
14,Cm,0.9883157515851261,36117,36118
15,I4/mmm,0.5070544697582977,17294,17307
16,Imm2,0.48,29575,29584
17,Pm,0.9913591692935286,26965,26966
18,P3m1,0.6995233231188287,17622,17624
19,F-43m,0.9995588799386268,52140,52146
20,P6_3/mmc,0.3164744995402136,28274,28287
21,I4/mmm,0.9912581699346406,36720,36729
22,Cm,0.9921622732343098,34066,34074
23,P4/mmm,0.8730675536400262,42692,42699
24,F-43m,0.9921119149307068,45892,45908
25,Fm-3m,0.9492905326820191,34392,34392
26,I-4m2,0.8008298755186722,36150,36154
27,P2/m,0.9829770266539889,32603,32606
28,P4/mmm,0.897985202048947,43925,43934
29,P3m1,0.8055087127599775,16011,16021
30,P-6m2,0.3738294102758795,23706,23721
31,Immm,0.4974870091149161,46956,46964
32,Pmmm,0.9246114204970493,24062,24067
33,Pmmm,0.909881377404123,17366,17369
34,Cm,0.22724461150497216,21017,21267
35,R-3m,0.977038920398983,25565,25566
36,Pmm2,0.9546317879651213,23166,23170
37,Imm2,0.47092209609703,38586,38588
38,F-43m,0.9942874323511726,36586,36593
39,I4/mmm,0.9819220972852084,32194,32203
40,Cmmm,0.5253144147049339,31010,31017
41,Fm-3m,0.9481386460024085,38198,38200
42,F-43m,0.9882836508912108,26032,26037
43,Imm2,0.5946681324721727,36385,36387
44,P4mm,0.8509651124041937,39011,39018
45,Fm-3m,0.19361364754770627,18289,18308
46,I-4m2,0.9479371643931561,29983,29986
47,Pmm2,0.9610146734439436,20854,20855
48,C2/m,0.8964118486616421,39937,39943
49,R-3m,0.9235112142304718,25860,25870
