cluster_i,cluster_k,epsilon
0,1,7.45826197037649e-16
0,2,3.7707098883487034e-16
0,3,5.417577733349277e-16
0,4,1.0135132809624576e-15
0,5,4.88458622088558e-16
0,6,7.685601093956796e-16
0,7,1.198047173221631e-15
0,8,1.2217688400602449e-15
0,9,9.849350839512314e-16
0,10,6.858632437303039e-16
0,11,4.644396252757869e-16
0,12,2.8436255203125632e-30
0,13,2.271038609074533e-15
0,14,2.047618058826882e-15
0,15,6.168789879914444e-16
0,16,5.239783875643663e-16
0,17,8.245344690947331e-16
0,18,7.51941129924836e-16
0,19,1.1001807016970261e-15
0,20,1.183706596224196e-15
0,21,1.0195039384592965e-15
0,22,1.3939623086575856e-15
0,23,2.076207402466321e-15
0,24,1.0742423342761052e-15
0,25,1.035092075882566e-15
0,26,7.929052689233722e-16
0,27,1.1711098515672598e-15
0,28,1.023759130505367e-15
0,29,1.084184599285583e-15
0,30,8.553074173467483e-16
0,31,5.763930342421749e-16
0,32,1.1654066154713033e-15
0,33,1.2736845706874919e-15
0,34,1.050497861694675e-15
0,35,7.809228500276446e-16
0,36,2.302827037993453e-16
0,37,3.003407530843464e-15
0,38,7.346461074104518e-16
0,39,5.463360048482661e-16
0,40,1.26757687389806e-15
0,41,7.565272827866262e-16
0,42,8.161268244928921e-16
0,43,3.9426719447140764e-16
0,44,1.5646925340221818e-15
0,45,4.136215231009478e-16
0,46,6.590122926712826e-16
0,47,4.4153398353988307e-16
0,48,4.479350276755464e-16
0,49,9.008314786434998e-16
1,2,8.551873661388623e-30
1,3,4.819309141563599e-30
1,4,8.417896482202818e-16
1,5,4.0516105701822146e-16
1,6,1.0274362900806469e-29
1,7,9.617739498159501e-30
1,8,6.268196913517692e-30
1,9,6.545823592255354e-30
1,10,4.2601001231602315e-30
1,11,3.657919506269157e-30
1,12,2.6440586290111284e-30
1,13,1.1824339836173603e-29
1,14,2.723073857024776e-16
1,15,1.3193608840545528e-29
1,16,7.320418902009321e-30
1,17,4.7073317563028055e-30
1,18,1.397883496143651e-29
1,19,8.223498348781142e-30
1,20,1.2478872920245844e-15
1,21,4.7998235584873e-30
1,22,1.3983922924395385e-29
1,23,1.5147305011113764e-15
1,24,6.951722774430289e-30
1,25,2.2254157633663692e-29
1,26,9.891558559150733e-30
1,27,5.700276002159642e-16
1,28,2.371021526918972e-29
1,29,6.219122776417644e-16
1,30,6.239050610072844e-16
1,31,1.0277355475278316e-15
1,32,9.874174171355815e-30
1,33,8.093470382495993e-16
1,34,6.905136098324882e-30
1,35,8.304437360312165e-30
1,36,4.747060028012495e-30
1,37,3.434719189599953e-15
1,38,7.0210723568381805e-16
1,39,5.1769726776367076e-30
1,40,5.731443408122306e-16
1,41,3.1440158141408184e-16
1,42,5.027537734463048e-30
1,43,3.283958552883395e-30
1,44,7.1418391169624805e-16
1,45,3.6873337502349685e-30
1,46,8.886045829125898e-30
1,47,6.338957531518173e-30
1,48,5.519006182078774e-30
1,49,6.50134727324647e-30
2,3,3.633243491270829e-30
2,4,4.991051842797727e-16
2,5,2.5059402574443764e-16
2,6,7.473846197633214e-30
2,7,1.7897085117791813e-23
2,8,5.049806388786844e-30
2,9,1.2438148234554315e-16
2,10,4.076915093133962e-21
2,11,3.355543287790338e-30
2,12,2.0097503786680174e-30
2,13,1.0984707516327083e-15
2,14,4.2663008349339654e-16
2,15,9.357441006195466e-30
2,16,1.0877856542248955e-24
2,17,5.018819066740371e-30
2,18,1.9667529399901508e-22
2,19,4.953476625448004e-16
2,20,8.122433991803191e-16
2,21,1.5606296972072038e-22
2,22,1.010892287722582e-23
2,23,1.8646936641064968e-15
2,24,8.371296186542385e-16
2,25,1.7117998071281356e-16
2,26,7.176543274252734e-21
2,27,5.745997143192978e-16
2,28,2.043871338583597e-16
2,29,5.748148312378681e-16
2,30,6.628120810014423e-16
2,31,4.3729506739008523e-16
2,32,8.772223740126128e-30
2,33,1.1180383603912019e-15
2,34,4.3419730580991957e-16
2,35,8.568006041156774e-22
2,36,4.472461539693332e-30
2,37,2.4349052233344484e-15
2,38,4.477627601974648e-16
2,39,1.2339395992840916e-22
2,40,3.893208017012662e-16
2,41,6.747291171475235e-16
