cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
0,F-43m | 4a 4b 4c 4d,0.9937723492305838,24889,36678
1,Immm | 2a 2c 4j,0.1958629139788821,27749,37444
2,Cm | 2a 2a 2a 2a 2a 2a,0.11957618567103935,27748,37007
3,Pm | 1a 1a 1b 1b,0.5355842601366515,20051,28468
4,R-3m | 3a 3b 6c,0.7475759534583064,21658,29206
5,F-43m | 4a 4b 4c 4d,0.35274247350420135,23683,38965
6,P2/m | 1a 1g 2n,0.31479646780099074,23215,31696
7,F-43m | 4a 4c 16e,0.8784976938282452,22765,32441
8,Immm | 2a 2c 4j,0.265077192181915,26298,36416
9,Cmm2 | 2a 2a 2b 2b,0.19762298378088558,22381,30548
10,Pmm2 | 1a 1a 1d 1d,0.1954454169982191,26391,37075
11,Cm | 2a 2a 2a 2a,0.7728257758514945,24457,29905
12,I-4m2 | 2a 2b 2c 2d,0.4841466435471885,24222,33212
13,Imm2 | 2a 2a 2b 2b,0.2911943284315446,28493,38958
14,I-4m2 | 2a 2b 2c 2d,0.4532551810759891,23885,32550
15,R-3m | 3a 3b 6c,0.7191752406239629,24104,34210
16,P4mm | 1a 1a 1b 1b,0.43595070588790785,21179,28614
17,R-3m | 3a 3b 6c,0.46300704155509276,20166,26147
18,Immm | 2a 2c 4j,0.20773507179138503,25003,34187
19,F-43m | 4a 4b 4c 4d,0.9849659020458772,25808,35370
20,Imm2 | 2a 2a 2b 2b,0.19825374679328503,22219,30045
21,F-43m | 4a 4b 4c 4d,0.9903823413480489,25370,37677
22,F-43m | 4a 4c 16e,0.62576766436098,15469,45997
23,Cm | 2a 2a 2a 2a,0.747476836532098,24176,29575
24,C2/m | 2a 2d 4i,0.2715743891122796,22631,29010
25,Pm-3m | 1a 1b 3d,0.07505902820927053,16094,22441
26,F-43m | 4a 4b 4c 4d,0.4633341083468961,21505,31857
27,R-3m | 3a 3b 6c,0.6780964668519254,20152,27587
28,P4mm | 1a 1a 1b 1b,0.40801356794572824,23585,32816
29,Cmmm | 2a 2b 4f,0.34681449750115495,23811,31067
30,P4/mmm | 1a 1c 2e,0.3976840649844452,23144,31529
31,I-4m2 | 2a 2b 2c 2d,0.44369509273227437,22538,30579
32,P4mm | 1a 1a 1b 1b,0.4821877698111791,26639,36212
33,Pmmm | 1a 1d 1f 1g,0.3304150707418119,25586,35277
34,I4_1/amd | 4a 8e,0.059731576618651985,20341,27561
35,P3m1 | 1a 1b 1c,0.5410255149697655,20341,28388
36,F-43m | 4a 4c 16e,0.7984523390784383,22744,39835
37,I-4m2 | 2a 2b 2c 2d,0.5515352330461675,22635,30419
38,Pm | 1a 1a 1b 1b,0.4012422360248447,20930,28505
39,Imm2 | 2a 2a 2b 2b,0.18392712550607287,24700,32853
40,I4/mmm | 2a 8h 8i,0.0548645863997645,27176,34667
41,Pm | 1a 1a 1b 1b,0.1769374931099107,27213,36995
42,P4mm | 1a 1a 1b 1b,0.48302218928058555,21587,29518
43,C2/m | 2a 2d 4i,0.47470028208744713,22688,28911
44,P4/mmm | 1a 1c 2e,0.32203786843646304,25615,35368
45,I4/mcm | 4a 8h,0.03583835363440482,22741,31003
46,Cm | 2a 2a 2a 2a,0.5434760956175299,20080,24664
47,C2/m | 2a 2d 4i,0.3487394957983193,24276,31784
48,F-43m | 4a 4b 4c 4d,0.9733061675530078,28958,39724
49,I-43m | 2a 8c 24g 24g,0.10564282055659895,23428,32728
