cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,-43m,0.9983910114810876,36669,36678
1,mm2,0.43347490450623716,37437,37444
2,mmm,0.28222977566281443,36775,37007
3,m,0.5594083754918494,28464,28468
4,-3m,0.7844446727627659,29199,29206
5,-43m,0.6251283367556468,38960,38965
6,2/m,0.43358364359184703,31694,31696
7,-43m,0.8911669492831817,32435,32441
8,mm2,0.45922935376671886,36411,36416
9,mm2,0.5709140911471975,30544,30548
10,2/m,0.3003938707240747,37068,37075
11,m,0.794629121797873,29902,29905
12,-42m,0.4826381569040807,33205,33212
13,mm2,0.6664527391282025,38954,38958
14,4/mmm,0.4597160766961652,32544,32550
15,-3m,0.7521047708138447,34208,34210
16,4mm,0.512531021706456,28609,28614
17,-3m,0.5313719488866784,26138,26147
18,mm2,0.5891645214135268,34184,34187
19,-43m,0.9972000678771423,35358,35370
20,mm2,0.4967379002729512,30042,30045
21,-43m,0.9985666507405638,37674,37677
22,m-3m,0.6263480605322664,45992,45997
23,m,0.7433625325531843,29567,29575
24,2/m,0.48016694260485654,28992,29010
25,m-3m,0.22162258596851167,22421,22441
26,-43m,0.6136991461577097,31856,31857
27,-3m,0.7324413503027666,27579,27587
28,4mm,0.4162730458631723,32815,32816
29,mmm,0.5065512023951325,31063,31067
30,4/mmm,0.41086156579114325,31524,31529
31,-42m,0.4431216065938379,30574,30579
32,4mm,0.5194719107330277,36206,36212
33,mmm,0.4326094352460875,35272,35277
34,4/mmm,0.3352450090744102,27550,27561
35,3m,0.5456050731019905,28385,28388
36,-43m,0.7231526351470108,39827,39835
37,-42m,0.5509338419045113,30412,30419
38,m,0.43808989158275147,28501,28505
39,mm2,0.46333221711467626,32849,32853
40,6/mmm,0.2447960273695759,34637,34667
41,mmm,0.2227568868103052,36991,36995
42,4mm,0.5636265076568641,29516,29518
43,2/m,0.5928040131465144,28905,28911
44,4/mmm,0.38880248833592534,35365,35368
45,mmm,0.35427224894283227,30979,31003
46,m,0.5511759935117599,24660,24664
47,2/m,0.5465873690172756,31779,31784
48,-43m,0.997356495468278,39720,39724
49,m-3m,0.26496354836733443,32646,32728
