cluster_i,cluster_k,epsilon
0,1,5.864659617691654e-16
0,2,1.4772472585843161e-15
0,3,7.333326779287417e-16
0,4,8.066319601707125e-16
0,5,1.1245190618805237e-15
0,6,6.423005470430662e-16
0,7,8.008519596667809e-16
0,8,6.5505740273277985e-16
0,9,1.0656493658028052e-15
0,10,7.72378687779575e-16
0,11,9.272789427625003e-16
0,12,5.570704617474777e-16
0,13,1.3340012251170569e-15
0,14,6.673253714575362e-16
0,15,6.025950179830048e-15
0,16,5.498704853700449e-16
0,17,1.292634360436017e-15
0,18,5.079877532812352e-15
0,19,9.971752036432319e-16
0,20,7.928749064246127e-16
0,21,1.0577232875960207e-15
0,22,9.19899345754273e-16
0,23,4.92077790114148e-16
0,24,1.2065941294433156e-15
0,25,8.084522652300671e-16
0,26,4.776257969505708e-16
0,27,8.668219060477873e-16
0,28,6.787558663372799e-16
0,29,9.23831156582278e-16
0,30,1.9748974411735184e-15
0,31,1.0576522381167527e-15
0,32,8.273370674449224e-16
0,33,2.5261987676253904e-15
0,34,2.4764239319035247e-15
0,35,1.4491256839638611e-15
0,36,1.4314103588066537e-15
0,37,5.165779981780474e-16
0,38,1.6720305160202328e-15
0,39,5.313695088998012e-16
0,40,7.392140980371022e-16
0,41,7.308462507506431e-16
0,42,6.57311996859449e-16
0,43,6.166350268455418e-16
0,44,6.564132445872916e-16
0,45,6.721017562830296e-16
0,46,1.3769748252857892e-15
0,47,5.841683128463676e-16
0,48,5.388293722320349e-16
0,49,1.1436643125867691e-15
1,2,9.206859976863117e-16
1,3,5.48759865949824e-16
1,4,4.672882686051283e-16
1,5,9.002253899303253e-16
1,6,6.880535258645844e-16
1,7,8.704498165369234e-16
1,8,7.518886018901103e-16
1,9,9.695985447717623e-16
1,10,5.9956219431728765e-16
1,11,8.159500188759186e-16
1,12,6.460814532706876e-16
1,13,3.405010758457473e-16
1,14,4.873561969524342e-16
1,15,1.679701631559893e-15
1,16,6.040889729913566e-16
1,17,1.081513057417947e-15
1,18,1.3018017401231712e-15
1,19,7.290291795240202e-16
1,20,6.536202359569609e-16
1,21,1.4519727252483562e-15
1,22,6.241508342020469e-16
1,23,5.644975841571092e-16
1,24,7.565131427962314e-16
1,25,7.341540815423194e-16
1,26,3.932584068196061e-16
1,27,6.167476505834768e-16
1,28,4.1639235776580093e-16
1,29,7.403186489634667e-16
1,30,1.7337008864421032e-15
1,31,1.1387874990769923e-15
1,32,8.727572932981713e-16
1,33,1.0297191283057607e-15
1,34,6.238492894000388e-16
1,35,7.534762842276821e-16
1,36,7.354286472280102e-16
1,37,8.660980471595682e-16
1,38,8.185712329165654e-16
1,39,4.57395021573162e-16
1,40,5.38155849476679e-16
1,41,3.6381256499437534e-16
1,42,4.001161414229484e-16
1,43,6.017765489411847e-16
1,44,5.091110481300361e-16
1,45,6.16058901133495e-16
1,46,4.539078919030827e-16
1,47,6.659033907834341e-16
1,48,4.575462653709375e-16
1,49,5.763419471975743e-16
2,3,3.9539565142054525e-30
2,4,4.222360652256666e-30
2,5,6.673701825400269e-16
2,6,3.3191294390815277e-16
2,7,7.712135464786469e-16
2,8,4.1070446518844364e-30
2,9,9.248099585036771e-16
2,10,2.8426941566961816e-30
2,11,2.6553232472744235e-23
2,12,5.077747205318144e-30
2,13,2.802156545821295e-16
2,14,1.662197419760194e-30
2,15,1.6610138071995744e-15
2,16,8.154835597070111e-16
2,17,2.843124590601382e-16
2,18,1.2996670336550442e-15
2,19,2.508557013310244e-16
2,20,3.661235807003659e-30
2,21,8.929500693519995e-16
2,22,5.953443582664692e-16
2,23,2.6146725715256725e-30
2,24,7.846430392122076e-16
2,25,1.2702286231199551e-15
2,26,1.79142485782902e-16
2,27,2.753105090274536e-16
2,28,2.4328081261768907e-30
2,29,4.1195843826166255e-30
2,30,1.1475837145758722e-15
2,31,1.186258610629937e-15
2,32,3.297279717939795e-22
2,33,6.931633086766398e-16
2,34,5.452622785239829e-16
2,35,2.349957282835961e-16
2,36,6.432526901400159e-16
2,37,4.0401136364500135e-30
2,38,6.457669875683615e-16
2,39,3.4129158878074895e-30
2,40,2.8144430772199862e-30
2,41,7.279785659957658e-16
2,42,2.648770571685863e-30
2,43,2.7546698634430905e-30
2,44,3.0100181730598622e-30
2,45,4.572222256304923e-16
2,46,7.186237337852013e-16
2,47,2.1920627898457602e-23
2,48,8.3098419465388e-30
2,49,8.453801138261015e-16
3,4,3.1090166464062777e-30
3,5,3.861114140028273e-16
3,6,7.228471972023222e-30
3,7,1.181519892058665e-15
3,8,3.645006481499295e-30
3,9,4.0371590913363334e-16
3,10,3.147775429988623e-30
3,11,8.732179660771691e-30
3,12,4.214130369857297e-30
3,13,2.4160716434255004e-30
3,14,2.540351337155287e-30
3,15,6.153312610714973e-16
3,16,8.790841245274685e-30
3,17,4.0622803769320925e-30
3,18,2.7575744050204358e-15
3,19,4.968328028210954e-30
3,20,5.624756612780059e-30
3,21,4.153433487701174e-16
3,22,3.6895086140312616e-30
3,23,5.5263027520542314e-30
3,24,8.199101351311502e-16
3,25,6.051402056358835e-30
3,26,2.9824348033244244e-30
3,27,6.262529185492115e-30
3,28,2.980648455580953e-30
3,29,3.9317526747689226e-30
3,30,8.752753026479522e-16
3,31,2.3325143662441645e-30
3,32,4.256112462325426e-30
3,33,1.620771238138037e-29
3,34,3.3507032135465054e-30
3,35,6.997832432250514e-30
3,36,5.9885782502855475e-30
3,37,2.7765008929043893e-30
3,38,1.1329944950518025e-29
3,39,4.4836626574188e-30
3,40,4.4842556500611874e-30
3,41,2.2392132265099193e-16
3,42,4.098266885974564e-30
3,43,4.821137743123291e-30
3,44,5.323804889102071e-30
3,45,3.7437697539649234e-30
3,46,1.118863022827953e-16
3,47,3.325669174101113e-30
3,48,6.225486728437617e-30
3,49,5.055679256099123e-16
4,5,4.0515409474076013e-16
4,6,3.428838585294902e-30
4,7,5.770061623062004e-16
4,8,3.829404731277526e-30
4,9,3.543140537050442e-16
4,10,5.252228516019548e-30
4,11,3.743880848821237e-30
4,12,6.0348928851937634e-30
4,13,2.0561167517883347e-30
4,14,2.0944441817268382e-30
4,15,2.484440929666863e-15
4,16,4.566220143315089e-30
4,17,3.822027926342769e-30
4,18,1.1109724242489134e-15
4,19,4.975343225941056e-30
4,20,4.172261864482319e-30
4,21,1.9749438228865596e-16
4,22,7.515964898992271e-30
4,23,2.3420449180391792e-30
4,24,2.9990278544766554e-16
4,25,1.9479287723433672e-16
4,26,3.698160696427303e-30
4,27,1.5269353593111997e-29
4,28,3.637599127103627e-30
4,29,6.417148658243764e-30
4,30,5.627032094961881e-16
4,31,2.9471876090658094e-30
4,32,4.919273520669555e-30
4,33,9.4691325371248e-30
4,34,1.9676023241716635e-16
4,35,9.74053702487768e-30
4,36,5.480736570871969e-30
4,37,5.375048411177434e-30
4,38,2.7380793896449136e-16
4,39,5.179968176572891e-30
4,40,3.816301119104847e-30
4,41,3.946028839418024e-16
4,42,3.177021873350219e-30
4,43,3.540350966709435e-30
4,44,2.8986789254005618e-30
4,45,2.8890875191751525e-30
4,46,5.170232668696413e-16
4,47,2.6608115805448388e-30
4,48,1.2256334872910911e-29
4,49,1.0059100614757838e-15
5,6,2.8203130858040805e-16
5,7,8.897250889488336e-16
5,8,7.24611303489719e-16
5,9,4.1042252345719136e-16
5,10,3.002224531865046e-16
5,11,4.987322451151635e-16
5,12,3.594395600757718e-16
5,13,4.2931866567660475e-16
5,14,1.1548641428607813e-16
5,15,2.1451195674719096e-15
5,16,4.831236024543066e-16
5,17,1.0467615267071003e-15
5,18,1.7692622519812992e-15
5,19,7.58828507481927e-16
5,20,2.628091753165921e-16
5,21,1.859849226903835e-15
5,22,7.247878142846934e-16
5,23,2.3909646901138312e-30
5,24,5.384471948763733e-16
5,25,8.350770700242358e-16
5,26,3.6725370170750977e-16
5,27,7.372658002138172e-16
5,28,3.814498752109732e-16
5,29,3.503454334913317e-16
5,30,6.51545308776786e-16
5,31,5.120559569188369e-16
5,32,6.454313722483706e-16
5,33,8.837782018007715e-16
5,34,8.52911825247849e-16
5,35,6.233676373151647e-16
5,36,1.0441624146308783e-15
5,37,4.963643798510791e-16
5,38,7.790221895453997e-16
5,39,6.524273215345829e-16
5,40,4.780296436609842e-16
5,41,1.6939998869943836e-16
5,42,6.475998137974376e-16
5,43,2.9598806680328954e-16
5,44,4.801464206224294e-16
5,45,7.24205061514771e-16
5,46,6.184970392170838e-16
5,47,5.82619220108517e-16
5,48,2.0761676128823712e-16
5,49,9.78195003283639e-16
6,7,4.276928979995504e-16
6,8,3.191073975520959e-30
6,9,1.2104011299653563e-15
6,10,3.6375557408413645e-30
6,11,1.4771618075855778e-23
6,12,4.051831785351519e-30
6,13,3.4789936134897622e-25
6,14,2.5098941119518703e-30
6,15,9.060908417395899e-16
6,16,4.705071197147557e-25
6,17,8.749052539356593e-25
6,18,2.679004611646831e-15
6,19,1.8376825890437345e-19
6,20,5.2145590319421315e-30
6,21,4.692388925511419e-16
6,22,2.350346518092867e-16
6,23,4.946567655286251e-30
6,24,5.989796951898472e-16
6,25,1.4106452502523343e-16
6,26,2.5202567817103178e-30
6,27,3.9392411451660985e-22
6,28,3.279435752717138e-30
6,29,4.033821669496362e-30
6,30,8.200978889155053e-16
6,31,2.337245162279885e-26
6,32,5.1938896766083865e-23
6,33,1.5719876795083648e-29
6,34,2.320948381130294e-16
6,35,3.6877872668041876e-16
6,36,3.759501182851902e-24
6,37,1.9018127799503217e-30
6,38,2.278506261729982e-16
6,39,4.8950346837640386e-30
