cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
0,F-43m | 4a 4b 4c 4d,0.9886199284463728,26274,39283
1,Imm2 | 2a 2a 2b 2b,0.2574382101440787,34148,46578
2,Cm | 2a 2a 2a 2a,0.5531162464985995,28560,36538
3,Fm-3m | 4a 4b 8c,0.6528872789260601,4693,29431
4,Cmmm | 2a 2b 4f,0.32599239782123124,25519,33756
5,I4mm | 2a 2a 2a,0.16935636267432633,26459,35553
6,R-3m | 3a 3b 6c,0.26620656640204254,25067,32325
7,R-3m | 3a 3b 6c,0.483013412577303,24902,33485
8,P4mm | 1a 1a 1b 1b,0.3018438874882594,20229,27856
9,I-4m2 | 2a 2b 2c 2d,0.5148426323319027,22368,31037
10,F-43m | 4a 4b 4c 4d,0.4941016580592552,18395,26491
11,Immm | 2a 2c 4j,0.30110125178260183,25244,34766
12,F-43m | 4a 4b 4c 4d,0.9848224940334129,26816,36608
13,C2/m | 2a 2d 4i,0.4333574529667149,27640,35618
14,F-43m | 4a 4c 16e,0.9295410775517873,21289,29800
15,P4mm | 1a 1a 1b 1b,0.4066871749798579,27306,37151
16,R-3m | 3a 3b 6c,0.6052193676691424,24639,34991
17,Pm | 1a 1a 1b 1b,0.34101422333664777,23131,31646
18,Cm | 2a 2a 2a 2a 2a 2a,0.15898573450109,26147,34990
19,I4/mmm | 2a 2b 4d,0.40574598771547454,25235,34329
20,P3m1 | 1a 1b 1c,0.14271023231898283,21393,30092
21,Pmmm | 1a 1d 1f 1g,0.35837504653952756,24173,33268
22,P4/mmm | 1a 1c 2e,0.43699063037090424,18037,24798
23,I-43m | 2a 8c 24g 24g,0.08367181153533712,29544,40212
24,C2/m | 2a 2d 4i,0.3496031928070095,21799,28223
25,I4/mmm | 2a 8h 8i,0.05905121973174903,22218,28638
26,Pm | 1a 1a 1b 1b,0.2321172198294063,23682,31324
27,I4/mmm | 2a 8h 8i,0.06137873754152824,24080,33116
28,F-43m | 4a 4c 16e,0.9154887812592666,20234,28439
29,F-43m | 4a 4b 4c 4d,0.9930109254498715,24896,35797
30,R-3m | 3a 3b 6c,0.48079375199234936,25096,33885
31,Cmm2 | 2a 2a 2b 2b,0.24718768502072233,27024,35968
32,I-4m2 | 2a 2b 2c 2d,0.3856244209294387,20507,27774
33,Cm | 2a 2a 2a 2a,0.46364632809645595,21896,28053
34,I4/mmm | 2a 2b 4d,0.3533754408990239,24382,33504
35,I-4m2 | 2a 2b 2c 2d,0.4801464748963205,22666,30755
36,Cmmm | 2a 2b 4f,0.3213437115936092,24410,32518
37,P4/mmm | 1a 1c 2e,0.49511833563359403,19563,27034
38,F-43m | 4a 4b 4c 4d,0.9739820324349551,25713,35985
39,Cm | 2a 2a 2a 2a,0.36667201154493706,24946,32729
40,F-43m | 4a 4c 16e,0.8547470547470547,21645,30109
41,Imm2 | 2a 2a 2b 2b,0.19858856739590686,28340,37290
42,F-43m | 4a 4b 4c 4d,0.5055129882264997,16053,25106
43,Pm | 1a 1a 1b 1b,0.16910547277039423,22347,29860
44,Fm-3m | 4a 4b 8c,0.6048376989597694,7979,25767
45,P4mm | 1a 1a 1b 1b,0.52977503308337,22670,31427
46,R-3m | 3a 3b 6c,0.38977635782747605,27231,35965
47,P4mm | 1a 1a 1b 1b,0.46092776531738405,28089,38223
48,Pmmm | 1a 1c 2t,0.17635667642422878,22205,31090
49,Imm2 | 2a 2a 2b 2b,0.2726811763788127,25638,34508
