cluster_id,dominant_space_group_symbol,fraction
0,F-43m,0.9989562915255963
1,Imm2,0.3080424234617201
2,Cm,0.5108927691718211
3,Fm-3m,0.9281369984030444
4,Cmmm,0.36369830548643206
5,Imm2,0.2086743734705932
6,R-3m,0.2889713843774169
7,R-3m,0.535194863371659
8,P4mm,0.3015867317633544
9,I-4m2,0.5118084866449721
10,F-43m,0.6558831301196633
11,Immm,0.2959788298912731
12,F-43m,0.9976507867132867
13,C2/m,0.5556740973665001
14,F-43m,0.9647986577181208
15,P4mm,0.40992167101827676
16,R-3m,0.6467091537824012
17,Pm,0.35517916956329393
18,Cm,0.19274078308088025
19,I4/mmm,0.4351714294037112
20,P-6m2,0.19214409145287784
21,Pmmm,0.3858963568594445
22,P4/mmm,0.4353980159690298
23,I-43m,0.12260021884014723
24,C2/m,0.5729015342096871
25,P6_3/mmc,0.10311474264962638
26,Pm,0.2408696207380922
27,Cmmm,0.09656963401376978
28,F-43m,0.972010267590281
29,F-43m,0.9981283347766573
30,R-3m,0.5155083370222813
31,Cmm2,0.2508618772241993
32,I-4m2,0.38723266364225534
33,Cm,0.43913306954692904
34,I4/mmm,0.37765639923591215
35,I-4m2,0.4781986668834336
36,Cmmm,0.36053877852266436
37,P4/mmm,0.5034031219945254
38,F-43m,0.9977212727525357
39,Cm,0.33163249717376025
40,F-43m,0.9870802750008303
41,Imm2,0.23204612496647894
42,F-43m,0.5533736955309487
43,P2/m,0.23379102478231747
44,Fm-3m,0.8477509993402413
45,P4mm,0.5274445540458841
46,R-3m,0.4093980258584735
47,P4mm,0.4619208330063051
48,P2/m,0.2636217433258282
49,Imm2,0.3433986322012287
