cluster_id,dominant_point_group,fraction
0,-3m,0.8878716540238905
1,4mm,0.7475956820412168
2,-43m,0.9951160868585168
3,mm2,0.9669318014435115
4,m-3m,0.9731305977921266
5,4mm,0.2970180100383821
6,mmm,0.48370739036529253
7,m-3m,0.5718366861087966
8,4/mmm,0.7931191408027669
9,-43m,0.9862062982562679
10,2/m,0.5875535399344923
11,-43m,0.9997476499905369
12,mmm,0.5705805972917826
13,2/m,0.762532609462032
14,-3m,0.9714796457300723
15,-43m,0.999645704162976
16,4/mmm,0.5657492354740061
17,m,0.9320119588085484
18,2/m,0.6901033748859836
19,-42m,0.7060883620689655
20,4/mmm,0.8704387990762125
21,mmm,0.5334872979214781
22,m,0.9626191057903738
23,3m,0.6826865671641791
24,-43m,0.990382274166058
25,4mm,0.3913422175768661
26,2/m,0.5172128890112917
27,mmm,0.9564802443214354
28,4mm,0.6828286364431997
29,-3m,0.9856049700734905
30,mmm,0.5625465376023827
31,mm2,0.9645710596400613
32,2/m,0.41492826335709887
33,mmm,0.851240486310171
34,2/m,0.4899063073505264
35,-3m,0.9192794547224927
36,4mm,0.5902385902385903
37,-43m,0.9924467224170488
38,2/m,0.4868398117483005
39,-43m,0.9262585268975045
40,mmm,0.5834117868574656
41,6/mmm,0.29833088774761557
42,m-3m,0.9771802982376864
43,4/mmm,0.780590107029216
44,-43m,0.9996750292473677
45,-43m,0.9997857984363285
46,mmm,0.8090498571560225
47,m-3m,0.8566525569156848
48,4/mmm,0.8696245113192108
49,4/mmm,0.27544325003490155
50,4mm,0.6295863022439647
51,mm2,0.4709332235826731
52,2/m,0.40843924758515504
53,m,0.8830487668786966
54,mm2,0.6841816758026625
55,m-3m,0.3519281853989191
56,mmm,0.33024527968943
57,mmm,0.30127155004290507
58,mm2,0.9640181611804768
59,2/m,0.5151727903892659
60,4/mmm,0.8370249949197318
61,m,0.9760571871501162
62,mmm,0.5050677190779442
63,4mm,0.7377065302911093
64,m,0.8621547648668824
65,4/mmm,0.5127176442269117
66,4mm,0.6601372178582082
67,m,0.9245634853364977
68,-42m,0.6418004690600758
69,4/mmm,0.8617001828153565
70,4mm,0.6310795873249816
71,m,0.9218091222690686
72,m,0.329190460194827
73,-3m,0.9496596352634675
74,mm2,0.7596128694742349
75,4mm,0.6232473993668024
76,-43m,0.974957397940283
77,mmm,0.7130932282873758
78,3m,0.4707644038790645
79,4/mmm,0.900763999664176
80,m-3m,0.925720511042884
81,m,0.6961749885478699
82,mmm,0.6794153125665224
83,4mm,0.5284401967152269
84,6/mmm,0.24785585018490833
85,mm2,0.7124613003095975
86,-43m,0.983019220003732
87,-3m,0.7134098762679746
88,4/mmm,0.663818021867538
89,-42m,0.6211023091184898
90,-43m,0.9985508201040775
91,mm2,0.6573885703717404
92,m,0.8022763615840467
93,mmm,0.4116147824503914
94,m-3m,0.9738397289417697
95,mm2,0.7730288097043214
96,2/m,0.45090510148107515
97,mmm,0.7829700775766532
98,2/m,0.6636910732196589
99,mmm,0.23456194519490545
100,m,0.62801741195093
101,m,0.8895358649789029
102,mm2,0.6666192373363689
103,4/mmm,0.7787844853914283
104,-3m,0.5865269461077844
105,-42m,0.643044091000604
106,4/mmm,0.6596596596596597
107,4/mmm,0.5337301587301587
108,-42m,0.7575270258197088
109,4/mmm,0.5482951170250683
110,mmm,0.6388832896593428
111,-3m,0.858235106721886
112,4/mmm,0.6420230121930276
113,mm2,0.8283582089552238
114,4mm,0.7681622863995203
115,-43m,0.9999270924467775
116,3m,0.9468250876509544
117,mm2,0.9002665686184392
118,mmm,0.7845291726183936
119,m-3m,0.5775772953669768
120,6/mmm,0.3108313436075537
121,-43m,0.9937436591139669
122,mmm,0.557467620686532
123,4mm,0.5580357142857143
124,-6m2,0.4976908448791089
125,4/mmm,0.4947122229001424
126,2/m,0.42831700801424755
127,3m,0.972764174414037
128,m,0.9919431279620853
129,-43m,0.9769914312916534
130,-43m,0.9769519892206227
131,-3m,0.9421243567029444
132,4/mmm,0.26710843373493975
133,2/m,0.5168648172611184
134,m,0.9376742333731581
135,mm2,0.958975698980925
136,3m,0.9644648829431438
137,m-3m,0.274449466294836
138,3m,0.9155768332554881
139,-42m,0.7763020444709745
140,-43m,0.9986865671641791
141,mmm,0.6711711711711712
142,mm2,0.3459322890348661
143,-43m,0.9910210899979118
144,mm2,0.6057268722466961
145,4/mmm,0.331030721686966
146,4/mmm,0.8248396501457725
147,mmm,0.5096834409271214
148,-43m,0.9988802488335925
149,m-3m,0.9777366675172238
