cluster_id,dominant_space_group_symbol,fraction
0,R-3m,0.8869997384253204
1,P4mm,0.7454367026496566
2,F-43m,0.9951160868585168
3,Imm2,0.5415377817057004
4,Fm-3m,0.9726098729431368
5,P4mm,0.29691959452809763
6,Cmmm,0.21570100478918208
7,Pm-3m,0.5718366861087966
8,I4/mmm,0.7931191408027669
9,F-43m,0.9860327925739568
10,P2/m,0.5800789451583103
11,F-43m,0.9997476499905369
12,Cmmm,0.5487850120571323
13,C2/m,0.7618980469576253
14,R-3m,0.9714796457300723
15,F-43m,0.999645704162976
16,I4/mmm,0.5542118432026689
17,Pm,0.9065441257889492
18,C2/m,0.6900273639404074
19,I-4m2,0.7059536637931034
20,P4/mmm,0.8702078521939954
21,Cmcm,0.1473039461793353
22,Cm,0.8932323479110676
23,P3m1,0.6801492537313433
24,F-43m,0.9900779157535914
25,P4mm,0.39116801672328194
26,P2/m,0.516111264114569
27,Pmmm,0.956098492078641
28,P4mm,0.6817784001400315
29,R-3m,0.9856049700734905
30,Cmmm,0.24692851824274015
31,Imm2,0.5349850698087322
32,C2/m,0.4090308951676789
33,Immm,0.677671246416922
34,P2/m,0.48179271708683474
35,R-3m,0.9192794547224927
36,P4mm,0.5524205524205524
37,F-43m,0.9924467224170488
38,C2/m,0.4792574516297717
39,F-43m,0.9261721785683447
40,Cmmm,0.5707023159480323
41,P6/mmm,0.19772560528246516
42,Fm-3m,0.9712306070191293
43,P4/mmm,0.7753832803008389
44,F-43m,0.9996750292473677
45,F-43m,0.9997857984363285
46,Immm,0.5866740392590545
47,Fm-3m,0.855851733211303
48,P4/mmm,0.8696245113192108
49,P-6m2,0.26957978500628227
50,I4mm,0.5442943741359141
51,Imm2,0.24755633295606544
52,P2/m,0.40406710726995426
53,Pm,0.8461109251199643
54,Imm2,0.2688332028191073
55,Fd-3m,0.26335073738206466
56,C2/m,0.11372860419975296
57,Cm,0.1803572821592948
58,Cmm2,0.6553916004540296
59,P2/m,0.5104922380840939
60,I4/mmm,0.8300142247510669
61,Cm,0.9597795194212385
62,Cmmm,0.501749035787963
63,P4mm,0.7354445318646735
64,Pm,0.8508335406817616
65,I4/mmm,0.5087057690764664
66,P4mm,0.6597394849358655
67,Pm,0.8876928292931006
68,I-4m2,0.6418004690600758
69,P4/mmm,0.8617001828153565
70,P4mm,0.6261974944731025
71,Cm,0.9098313530088157
72,Cm,0.32370395252491324
73,R-3m,0.9496596352634675
74,Imm2,0.3209521318336385
75,I4mm,0.5827679782903663
76,F-43m,0.9747351263243684
77,Immm,0.5242918776964922
78,P3m1,0.4707644038790645
79,P4/mmm,0.900763999664176
80,Fm-3m,0.9119540457561652
81,Pm,0.6926248282180486
82,Cmmm,0.676151280777691
83,P4mm,0.4905817945624942
84,P6_3/mmc,0.1637422299158077
85,Imm2,0.37074303405572756
86,F-43m,0.9822728120918082
87,R-3m,0.7037119607624568
88,P4/mmm,0.662435591303255
89,I-4m2,0.6211023091184898
90,F-43m,0.9985508201040775
91,Imm2,0.3025707416312188
92,Pm,0.7872260370614241
93,Pmmm,0.4107955579828873
94,Fm-3m,0.9736821369474431
95,Imm2,0.32590978013646704
96,P2/m,0.450246845858475
97,Pmmm,0.7813077207240487
98,P2/m,0.662888665997994
99,P6_3/mmc,0.14772288691624855
100,Cm,0.5878116343490305
101,Cm,0.8864978902953586
102,Imm2,0.28244166192373366
103,P4/mmm,0.7777664664562761
104,R-3m,0.5775449101796407
105,I-4m2,0.643044091000604
106,I4/mmm,0.5136247358469581
107,P4/mmm,0.5337301587301587
108,I-4m2,0.7575270258197088
109,I4/mmm,0.5442556730426518
110,Immm,0.4506147954041524
111,R-3m,0.8557927153021132
112,I4/mmm,0.6412502146659798
113,Imm2,0.34355331774860637
114,P4mm,0.7644648745877886
115,F-43m,0.9999270924467775
116,P3m1,0.9448772886638099
117,Imm2,0.4795477525507859
118,Pmmm,0.7837600263707285
119,Fm-3m,0.3232778874165962
120,P6/mmm,0.2729542001302366
121,F-43m,0.9937436591139669
122,C2/m,0.2939045376324608
123,I4mm,0.5334365889212828
124,P-6m2,0.48071176310785113
125,I4/mmm,0.4947122229001424
126,P2/m,0.4255466508360542
127,R3m,0.9715857011915674
128,Cm,0.9773459715639811
129,F-43m,0.9767534116153602
130,F-43m,0.9768810722643784
131,R-3m,0.9417025225681263
132,I4/mmm,0.1946987951807229
133,C2/m,0.5149273447820344
134,Cm,0.9178614097968937
135,Imm2,0.5854890688964376
136,P3m1,0.9634197324414716
137,P6_3/mmc,0.1292431964611982
138,R3m,0.9140588510042037
139,I-4m2,0.7763020444709745
140,F-43m,0.9986865671641791
141,Immm,0.46506710792425077
142,Pmm2,0.32915613946437594
143,F-43m,0.9906730702303891
144,Pmm2,0.6052679882525698
145,I4/mmm,0.18714779131067077
146,P4/mmm,0.8236734693877551
147,Immm,0.2554250602784475
148,F-43m,0.9988802488335925
149,Fm-3m,0.9748022454707833
