cluster_i,cluster_k,epsilon
0,1,1.377936865005542e-30
0,2,5.975618805345015e-16
0,3,1.3761036109320947e-30
0,4,2.258715398071825e-31
0,5,3.8365244167057546e-16
0,6,8.301257050955838e-31
0,7,3.431246200913339e-16
0,8,5.315509362002902e-16
0,9,5.637241116649712e-31
0,10,1.5886180972366627e-30
0,11,2.1212752033809513e-30
0,12,2.0635468710800877e-30
0,13,1.3565696602265592e-30
0,14,5.551115123125789e-17
0,15,1.3336856274534348e-30
0,16,9.553322335805795e-31
0,17,3.0893666957248675e-16
0,18,4.0725127533928407e-16
0,19,5.097874342861588e-16
0,20,5.630639437032991e-31
0,21,1.4548909259143054e-30
0,22,1.719061819533549e-30
0,23,8.822351824098034e-31
0,24,3.011535138806507e-30
0,25,2.204912566966016e-30
0,26,2.6694786525825e-30
0,27,8.829146937114148e-31
0,28,1.2923199593772357e-30
0,29,2.2858348626116596e-30
0,30,2.652336508450706e-30
0,31,2.020710867159062e-16
0,32,7.668989002239818e-31
0,33,1.269052964861875e-30
0,34,1.091437579953762e-30
0,35,1.8954631007999904e-30
0,36,2.77010041016065e-30
0,37,1.1464934308770783e-16
0,38,2.1058142598414485e-16
0,39,8.374415987542829e-31
0,40,2.388160164273976e-30
0,41,3.41581985340192e-16
0,42,8.697731210811862e-16
0,43,5.918253213443757e-32
0,44,2.7117616378879095e-30
0,45,1.8262346192905696e-15
0,46,2.8625529523946863e-30
0,47,1.1211602407251434e-30
0,48,5.062066447408781e-16
0,49,2.145172500763833e-30
0,50,2.334833070316284e-30
0,51,2.0630986102165626e-30
0,52,1.1975538155227075e-30
0,53,1.1298507323540156e-30
0,54,1.3877787807814256e-17
0,55,2.5489712958190456e-30
0,56,1.820773105719134e-30
0,57,1.3099954808138958e-30
0,58,1.064211797368641e-30
0,59,2.6707206179093712e-30
0,60,2.1733468541863726e-30
0,61,1.9532294322334097e-30
0,62,2.3793315468906363e-30
0,63,2.38865265365127e-16
0,64,3.071979285004606e-16
0,65,8.963802527576331e-31
0,66,2.8605526951734668e-30
0,67,1.473899835493553e-30
0,68,3.018674774595225e-30
0,69,2.5476471829099996e-16
0,70,2.1567473157379237e-30
0,71,1.264113539093474e-30
0,72,2.891891352590047e-30
0,73,1.618867890208844e-15
0,74,1.967392672448643e-30
0,75,6.167774397133167e-16
0,76,1.7390953941996078e-30
0,77,1.406204234107827e-30
0,78,5.777228222619448e-16
0,79,6.5555273777119266e-31
0,80,2.3097242142629586e-16
0,81,2.281384169497441e-30
0,82,4.159838630802895e-30
0,83,5.078689989743042e-16
0,84,1.900976547868938e-30
0,85,1.2701021594285264e-30
0,86,6.300541277545344e-16
0,87,5.297727348543322e-16
0,88,1.5517214225979272e-30
0,89,1.069710217069111e-30
0,90,9.011729298378022e-31
0,91,1.6295999832221798e-30
0,92,1.2477980921612321e-30
0,93,1.3388989220295039e-30
0,94,7.850462293418878e-17
0,95,1.1722862680939058e-15
0,96,2.7514681481130378e-30
0,97,1.3168993910918078e-30
0,98,1.5734937078937733e-30
0,99,2.4037043360486505e-16
0,100,1.9627447795643844e-30
0,101,2.7097302099983474e-30
0,102,1.3480294093074162e-30
0,103,4.0469776707289285e-30
0,104,1.5781455544322238e-16
0,105,2.7358277940800207e-30
0,106,5.270122564371568e-31
0,107,8.419112394593412e-16
0,108,1.302803394633436e-30
0,109,2.111526007412458e-30
0,110,1.4675588656351196e-30
0,111,2.0275277227039483e-31
0,112,6.383147453583583e-16
0,113,7.522303159283645e-31
0,114,1.903768423448225e-30
0,115,3.021552578942059e-30
0,116,4.456754240480819e-16
0,117,2.2278316364898926e-30
0,118,2.7400817257878128e-30
0,119,2.213619363524333e-30
0,120,1.5906475439160816e-30
0,121,1.6475682238081944e-30
0,122,1.3895124214083877e-16
0,123,1.6871968595494665e-30
0,124,1.254878927944326e-30
0,125,3.0507654575381005e-30
0,126,2.7999346373823013e-30
0,127,1.6193453514104762e-30
0,128,3.0497685480283066e-30
0,129,6.717222487131422e-16
0,130,5.920602288738877e-32
0,131,1.030580037376202e-30
0,132,1.4244724814578443e-30
0,133,1.4703252574089396e-16
0,134,2.9717180849761386e-30
0,135,4.351252231988235e-16
