cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,mm2,0.40705100667296734,34917,34920
1,mmm,0.49378910992808445,32121,32125
2,-43m,0.7339574155653451,54480,54491
3,6/mmm,0.2437330785156872,31395,31439
4,m,0.3854470205667469,23679,23680
5,m,0.4207481464839362,35608,35610
6,mmm,0.41394137216747223,31862,31873
7,-3m,0.5333744792470297,32405,32417
8,-3m,0.7931246163290362,30951,30954
9,-43m,0.9974125323433457,26667,26670
10,mm2,0.49962591650456384,33415,33416
11,4mm,0.30084321475625825,37950,37953
12,mm2,0.2947257621893914,26601,26603
13,m-3m,0.1891124123137573,34498,34716
14,2/m,0.2604770145211045,26582,26623
15,-43m,0.9927622111233387,23626,23626
16,4/mmm,0.445402118723751,31906,31916
17,4mm,0.2233685388543051,28594,28598
18,4/mmm,0.35486273315053657,29541,29548
19,mm2,0.4274827850038255,32675,32678
20,mmm,0.18324022346368715,25060,25070
21,-43m,0.5470902799622522,47685,47686
22,-43m,0.5071278250526123,54645,54652
23,-3m,0.756019387116948,25584,25589
24,mmm,0.3042455352368731,28053,28073
25,-43m,0.9981567108222944,32008,32018
26,4mm,0.27974358380967806,43211,43215
27,4/mmm,0.4608840502111964,33618,33622
28,mmm,0.49515246934040436,24136,24140
29,m,0.29810204726218165,34827,34828
30,-43m,0.9989674593241552,31960,31972
31,mmm,0.3218652346712782,32961,32971
32,mm2,0.3718868575370817,28990,28991
33,-43m,0.9981801950281555,29124,29128
34,mm2,0.4598340435075129,44590,44594
35,mm2,0.4286707959325627,30191,30196
36,4mm,0.3239501733658662,38935,38943
37,-42m,0.4181402956516372,32403,32407
38,-43m,0.7437454295654486,45127,45139
39,-3m,0.85490579887448,24522,24527
40,m,0.4482978165611775,26701,26703
41,6/mmm,0.22019253767041377,33448,33524
42,m,0.4204540264011328,21893,21898
43,2/m,0.348983321909984,26262,26266
44,-42m,0.3337855805497517,36853,36860
45,4/mmm,0.43926463039014374,31168,31172
46,mm2,0.4213626800453148,30895,30903
47,4mm,0.23994965193043746,38929,38932
48,4/mmm,0.3174272508300241,30722,30728
49,4mm,0.22576763057456245,29083,29086
