layer,variant,label_col,n_structures,same_sg_pairs,diff_sg_pairs,mean_cos_same_sg,mean_cos_diff_sg,ratio,delta,macro_mean_cos_same_sg,null_ratio,cc_n_structures,cc_same_sg_pairs,cc_diff_sg_pairs,cc_mean_cos_same_sg,cc_mean_cos_diff_sg,cc_ratio,cc_delta,cc_null_ratio
5,raw,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.9966991522636459,0.995628991012582,1.001074859471474,0.0010701612510639613,0.9949738149504675,1.0000024550864772,1163971,3285.0,2480185.0,0.9992140253286299,0.9990979179240744,1.000116212237532,0.00011610740455547663,0.9999863989281675
5,centered,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.21971852222018498,0.006536371464215431,33.614754519854706,0.21318215075596955,0.5590021117374845,1.0018329701555633,1163971,3285.0,2480185.0,0.7572258273165527,0.7019220718346377,1.0787890247379823,0.05530375548191502,0.9669867282915189
6,raw,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.9955256222049208,0.9940273015467589,1.00150732344658,0.0014983206581619113,0.9938592643718227,0.9999984677922348,1163971,3285.0,2480185.0,0.9984235689313837,0.9985042040634035,0.9999192440735937,-8.063513201972405e-05,0.9999220915983099
6,centered,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.22525542664869003,-0.0005440983417363012,-413.99763493096754,0.22579952499042633,0.5484900455043209,0.9996890560963497,1163971,3285.0,2480185.0,0.6769791347247334,0.6733180437435271,1.0054373873019224,0.003661090981206261,0.9501674590253477
7,raw,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.9941930511379954,0.9922527071840199,1.0019554937365525,0.0019403439539754652,0.9925904871329059,1.0000023543791596,1163971,3285.0,2480185.0,0.9979070085932389,0.99802250441724,0.999884275330977,-0.00011549582400116609,0.9999061119059791
7,centered,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.22782291447231878,-0.0046235143292244095,-49.27483689891275,0.2324464288015432,0.5416473529082304,0.9962101838386239,1163971,3285.0,2480185.0,0.6701317055663779,0.677406628607513,0.9892606261381152,-0.007274923041135084,0.952507076593888
8,raw,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.99272349434617,0.990386597590378,1.0023595803512262,0.002336896755792073,0.9913682925549222,0.9999983834641265,1163971,3285.0,2480185.0,0.9974923509767625,0.9976016526795242,0.9998904355235698,-0.00010930170276168827,0.9998634777852238
8,centered,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.2202326400179776,-0.006393493257041451,-34.44637089050265,0.22662613327501904,0.534929564074973,0.9980741927802296,1163971,3285.0,2480185.0,0.6859867197891477,0.6925485680796467,0.9905250713192661,-0.006561848290498995,0.9514717990088852
9,raw,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.9914213695044751,0.988890560717528,1.002559240514047,0.002530808786947114,0.9902770622465309,0.999988723025053,1163971,3285.0,2480185.0,0.9969976370357931,0.9972084475297829,0.9997885993700596,-0.00021081049398974372,0.9998435013135619
9,centered,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.2090048397931961,-0.01031375434425584,-20.26467111945512,0.21931859413745192,0.5248296821873629,0.9927453395603737,1163971,3285.0,2480185.0,0.6818354889387084,0.6950664091757869,0.980964523587368,-0.013230920237078503,0.9540958714488232
10,raw,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.9902838089044571,0.9875808435448638,1.0027369560449262,0.0027029653595933567,0.989334913757326,1.0000054627119326,1163971,3285.0,2480185.0,0.9965287278337998,0.996783723762328,0.9997441812878266,-0.0002549959285282899,0.9997870807458821
10,centered,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.20594632573028215,-0.008307078987105924,-24.79166576481911,0.21425340471738807,0.5167107094212838,1.0020586949603476,1163971,3285.0,2480185.0,0.676714413713926,0.6909920991018459,0.9793374115181953,-0.014277685387919847,0.9495430612341274
11,raw,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.9897811023560725,0.9870737172709417,1.0027428398079692,0.002707385085130798,0.9890024093255133,1.0000086205203433,1163971,3285.0,2480185.0,0.9964309226252914,0.9966799593509886,0.9997501337080568,-0.0002490367256972048,0.9998162150864264
11,centered,space_group_symbol,1633057,77959743497.0,1255477022599.0,0.20317731861488075,-0.007429855520853616,-27.34606588844378,0.21060717413573438,0.503155057863339,1.0005383412865776,1163971,3285.0,2480185.0,0.6835809598579461,0.696769460439657,0.9810719307740768,-0.013188500581710949,0.9602412209751856
