cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,R-3m,0.8872318158032444,11466,11469
1,P4mm,0.7454367026496566,10190,10190
2,F-43m,0.9951908626390141,13308,13309
3,Imm2,0.5416175604007071,13576,13578
4,Fm-3m,0.9727111759191751,9601,9602
5,P4mm,0.29691959452809763,10161,10161
6,Cmmm,0.2162085843373494,10624,10649
7,Pm-3m,0.5723817466936733,8393,8401
8,I4/mmm,0.7933357611070648,10984,10987
9,F-43m,0.9861183411417664,11526,11527
10,P2/m,0.5801276667226608,11906,11907
11,F-43m,0.9998107255520505,15850,15851
12,Cmmm,0.5488359150357109,10781,10782
13,C2/m,0.7618980469576253,14183,14183
14,R-3m,0.9715585893060296,12306,12307
15,F-43m,0.9997637748774583,16933,16935
16,I4/mmm,0.5543659621802002,7192,7194
17,Pm,0.9065441257889492,9031,9031
18,C2/m,0.6900798175598631,13155,13156
19,I-4m2,0.706143896523848,7422,7424
20,P4/mmm,0.8704088704088704,8658,8660
21,Cmcm,0.14742236961109437,9951,9959
22,Cm,0.8934506353861192,8184,8186
23,P3m1,0.6803523439832786,6698,6700
24,F-43m,0.9901381871309429,16427,16428
25,P4mm,0.3912020905923345,11480,11481
26,P2/m,0.5162534435261708,10890,10893
27,Pmmm,0.9561897489739429,10477,10478
28,P4mm,0.6819574542589513,11423,11426
29,R-3m,0.9856796484315805,13198,13199
30,Cmmm,0.2471355379599441,10735,10744
31,Imm2,0.5350714343369117,12389,12391
32,C2/m,0.40910291398890747,11359,11361
33,Immm,0.677872256278426,10114,10117
34,P2/m,0.48183925811437406,10352,10353
35,R-3m,0.9194585118815738,10268,10270
36,P4mm,0.5524752475247525,10100,10101
37,F-43m,0.9928038139785913,11117,11121
38,C2/m,0.4794245858761988,11470,11474
39,F-43m,0.9261721785683447,11581,11581
40,Cmmm,0.5707023159480323,10622,10622
41,P6/mmm,0.1977618785543937,10902,10904
42,Fm-3m,0.971303758379152,13277,13278
43,P4/mmm,0.7753832803008389,6914,6914
44,F-43m,0.9999349889481212,15382,15386
45,F-43m,1.0,18670,18674
46,Immm,0.5867281105990784,10850,10851
47,Fm-3m,0.855851733211303,8741,8741
48,P4/mmm,0.8697035824695399,10998,10999
49,P-6m2,0.2696174253001955,7162,7163
50,I4mm,0.544468085106383,9400,9403
51,Imm2,0.24758180695616383,9718,9719
52,P2/m,0.40414929319637954,9833,9835
53,Pm,0.8461109251199643,8961,8961
54,Imm2,0.26885425640222416,12769,12770
55,Fd-3m,0.2637856684099459,10899,10917
56,C2/m,0.11380893519336041,11326,11334
57,Cm,0.1825359229433128,12666,12819
58,Cmm2,0.6554660006811216,8809,8810
59,P2/m,0.5105320642845997,12818,12819
60,I4/mmm,0.830267303587763,9839,9842
61,Cm,0.9599448703592041,11609,11611
62,Cmmm,0.5019291161956034,11145,11149
63,P4mm,0.7356615838662076,10165,10168
64,Pm,0.8508335406817616,8038,8038
65,I4/mmm,0.5088282504012841,12460,12463
66,P4mm,0.6598707110890104,10055,10057
67,Pm,0.8876928292931006,11798,11798
68,I-4m2,0.6419162757127391,11084,11086
69,P4/mmm,0.8617789560288874,10939,10940
70,P4mm,0.6262551819438047,10855,10856
71,Cm,0.9099185433636799,10435,10436
72,Cm,0.32395786642761093,8924,8931
73,R-3m,0.9501387370722274,11893,11899
74,Imm2,0.3209801185908615,11468,11469
75,I4mm,0.5827679782903663,8844,8844
76,F-43m,0.9750240865634032,13493,13497
77,Immm,0.5243410561860988,10661,10662
78,P3m1,0.47083155042076735,7011,7012
79,P4/mmm,0.901142281202755,11906,11911
80,Fm-3m,0.9120443740095087,10096,10097
81,Pm,0.6928628708901363,8729,8732
82,Cmmm,0.6763432465043651,14089,14093
83,P4mm,0.4905817945624942,10777,10777
84,P6_3/mmc,0.16415555730851147,12677,12709
85,Imm2,0.370850672602342,10333,10336
86,F-43m,0.9824561403508771,10716,10718
87,R-3m,0.7039473684210527,8968,8971
88,P4/mmm,0.6625188536953243,7956,7957
89,I-4m2,0.621259377897665,11863,11866
90,F-43m,0.9990773083767218,15173,15181
91,Imm2,0.30259872375843894,10813,10814
92,Pm,0.7872260370614241,10631,10631
93,Pmmm,0.4107955579828873,10986,10986
94,Fm-3m,0.9736821369474431,12691,12691
95,Imm2,0.32590978013646704,10552,10552
96,P2/m,0.450246845858475,9115,9115
97,Pmmm,0.7815242494226328,10825,10828
98,P2/m,0.6630216693418941,9968,9970
99,P6_3/mmc,0.1478655592041723,10354,10364
100,Cm,0.5920758928571429,12544,12635
101,Cm,0.8864978902953586,11850,11850
102,Imm2,0.28244166192373366,14056,14056
103,P4/mmm,0.777845652616575,9822,9823
104,R-3m,0.577717879604672,6678,6680
105,I-4m2,0.6431088291553407,9933,9934
106,I4/mmm,0.5138533437187048,8987,8991
107,P4/mmm,0.5337859007832898,9575,9576
108,I-4m2,0.7577978371614978,11189,11193
109,I4/mmm,0.5442556730426518,8417,8417
110,Immm,0.45075108377860673,9919,9922
111,R-3m,0.8558836023789295,9416,9417
112,I4/mmm,0.6412502146659798,11646,11646
113,Imm2,0.3435842100530528,11121,11122
114,P4mm,0.7644648745877886,10007,10007
115,F-43m,1.0,13715,13716
116,P3m1,0.9450613676212741,5133,5134
117,Imm2,0.4796359290245472,10877,10879
118,Pmmm,0.7838461538461539,9100,9101
119,Fm-3m,0.3235211135145302,10633,10641
120,P6/mmm,0.2730134607034303,9212,9214
121,F-43m,0.9937436591139669,11828,11828
122,C2/m,0.29417097271326265,11031,11041
123,I4mm,0.5334851936218679,10975,10976
124,P-6m2,0.4807770683331069,7361,7362
125,I4/mmm,0.4948128559804719,9832,9834
126,P2/m,0.4256730007917656,10104,10107
127,R3m,0.9715857011915674,7637,7637
128,Cm,0.9773459715639811,10550,10550
129,F-43m,0.9769859534957543,12601,12604
130,F-43m,0.977088948787062,14098,14101
131,R-3m,0.9417819777252784,11852,11853
132,I4/mmm,0.1948396431155052,8294,8300
133,C2/m,0.5150634249471459,11352,11355
134,Cm,0.9185930649661219,10036,10044
135,Imm2,0.5854890688964376,11481,11481
136,P3m1,0.9634197324414716,4784,4784
137,P6_3/mmc,0.12934270041381965,10391,10399
138,R3m,0.9143791613129307,8561,8564
139,I-4m2,0.7764758564071945,13399,13402
140,F-43m,0.998865468442109,16747,16750
141,Immm,0.4651526296432512,10876,10878
142,Pmm2,0.32915613946437594,9895,9895
143,F-43m,0.9909489660934345,14363,14367
144,Pmm2,0.6053235429095916,10895,10896
145,I4/mmm,0.18719883625784162,10999,11002
146,P4/mmm,0.8237695358059249,8574,8575
147,Immm,0.2555045514665837,12853,12857
148,F-43m,0.999066699850672,16072,16075
149,Fm-3m,0.9748022454707833,15676,15676
