cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,-3m,0.888103959532531,11466,11469
1,4mm,0.7475956820412168,10190,10190
2,-43m,0.9951908626390141,13308,13309
3,mm2,0.9670742486741308,13576,13578
4,m-3m,0.9732319550046871,9601,9602
5,4mm,0.2970180100383821,10161,10161
6,mmm,0.4848456325301205,10624,10649
7,m-3m,0.5723817466936733,8393,8401
8,4/mmm,0.7933357611070648,10984,10987
9,-43m,0.9862918618774944,11526,11527
10,2/m,0.5876028892995129,11906,11907
11,-43m,0.9998107255520505,15850,15851
12,mmm,0.5706335219367406,10781,10782
13,2/m,0.762532609462032,14183,14183
14,-3m,0.9715585893060296,12306,12307
15,-43m,0.9997637748774583,16933,16935
16,4/mmm,0.5659065628476084,7192,7194
17,m,0.9320119588085484,9031,9031
18,2/m,0.6901558342835423,13155,13156
19,-42m,0.7062786310967394,7422,7424
20,4/mmm,0.8706398706398707,8658,8660
21,mmm,0.5339161893277058,9951,9959
22,m,0.9628543499511242,8184,8186
23,3m,0.6828904150492684,6698,6700
24,-43m,0.990442564071346,16427,16428
25,4mm,0.39137630662020906,11480,11481
26,2/m,0.5173553719008265,10890,10893
27,mmm,0.9565715376539086,10477,10478
28,4mm,0.683007966383612,11423,11426
29,-3m,0.9856796484315805,13198,13199
30,mmm,0.5630181648812296,10735,10744
31,mm2,0.9647267737509081,12389,12391
32,2/m,0.4150013205387798,11359,11361
33,mmm,0.8514929800276844,10114,10117
34,2/m,0.4899536321483771,10352,10353
35,-3m,0.9194585118815738,10268,10270
36,4mm,0.5902970297029703,10100,10101
37,-43m,0.9928038139785913,11117,11121
38,2/m,0.4870095902353967,11470,11474
39,-43m,0.9262585268975045,11581,11581
40,mmm,0.5834117868574656,10622,10622
41,6/mmm,0.2983856173179233,10902,10904
42,m-3m,0.977253897717858,13277,13278
43,4/mmm,0.780590107029216,6914,6914
44,-43m,0.9999349889481212,15382,15386
45,-43m,1.0,18670,18674
46,mmm,0.8091244239631337,10850,10851
47,m-3m,0.8566525569156848,8741,8741
48,4/mmm,0.8697035824695399,10998,10999
49,4/mmm,0.2754817090198269,7162,7163
50,4mm,0.6297872340425532,9400,9403
51,mm2,0.47098168347396585,9718,9719
52,2/m,0.4085223227906031,9833,9835
53,m,0.8830487668786966,8961,8961
54,mm2,0.6842352572636855,12769,12770
55,m-3m,0.35250940453252594,10899,10917
56,mmm,0.33047854494084405,11326,11334
57,mmm,0.3049107847781462,12666,12819
58,mm2,0.9641275967760246,8809,8810
59,2/m,0.5152129817444219,12818,12819
60,4/mmm,0.8372802114035979,9839,9842
61,m,0.9762253424067534,11609,11611
62,mmm,0.5052489905787348,11145,11149
63,4mm,0.737924249877029,10165,10168
64,m,0.8621547648668824,8038,8038
65,4/mmm,0.5128410914927769,12460,12463
66,4mm,0.6602685231228245,10055,10057
67,m,0.9245634853364977,11798,11798
68,-42m,0.6419162757127391,11084,11086
69,4/mmm,0.8617789560288874,10939,10940
70,4mm,0.6311377245508982,10855,10856
71,m,0.9218974604695735,10435,10436
72,m,0.3294486777229942,8924,8931
73,-3m,0.9501387370722274,11893,11899
74,mm2,0.7596791070805721,11468,11469
75,4mm,0.6232473993668024,8844,8844
76,-43m,0.9752464240717409,13493,13497
77,mmm,0.7131601163117907,10661,10662
78,3m,0.47083155042076735,7011,7012
79,4/mmm,0.901142281202755,11906,11911
80,m-3m,0.9258122028526149,10096,10097
81,m,0.6964142513460877,8729,8732
82,mmm,0.6796082049826105,14089,14093
83,4mm,0.5284401967152269,10777,10777
84,6/mmm,0.2484815019326339,12677,12709
85,mm2,0.7126681505855028,10333,10336
86,-43m,0.9832026875699889,10716,10718
87,-3m,0.7136485280999108,8968,8971
88,4/mmm,0.663901458019105,7956,7957
89,-42m,0.621259377897665,11863,11866
90,-43m,0.9990773083767218,15173,15181
91,mm2,0.6574493665032831,10813,10814
92,m,0.8022763615840467,10631,10631
93,mmm,0.4116147824503914,10986,10986
94,m-3m,0.9738397289417697,12691,12691
95,mm2,0.7730288097043214,10552,10552
96,2/m,0.45090510148107515,9115,9115
97,mmm,0.7831870669745958,10825,10828
98,2/m,0.6638242375601926,9968,9970
99,mmm,0.23478848754104695,10354,10364
100,m,0.6325733418367347,12544,12635
101,m,0.8895358649789029,11850,11850
102,mm2,0.6666192373363689,14056,14056
103,4/mmm,0.7788637751985339,9822,9823
104,-3m,0.5867026055705301,6678,6680
105,-42m,0.6431088291553407,9933,9934
106,4/mmm,0.6599532658284188,8987,8991
107,4/mmm,0.5337859007832898,9575,9576
108,-42m,0.7577978371614978,11189,11193
109,4/mmm,0.5482951170250683,8417,8417
110,mmm,0.6390765198104648,9919,9922
111,-3m,0.8583262531860663,9416,9417
112,4/mmm,0.6420230121930276,11646,11646
113,mm2,0.8284326949015376,11121,11122
114,4mm,0.7681622863995203,10007,10007
115,-43m,1.0,13715,13716
116,3m,0.9470095460744204,5133,5134
117,mm2,0.9004321044405627,10877,10879
118,mmm,0.7846153846153846,9100,9101
119,m-3m,0.5780118499012509,10633,10641
120,6/mmm,0.31089882761615284,9212,9214
121,-43m,0.9937436591139669,11828,11828
122,mmm,0.5579729852234612,11031,11041
123,4mm,0.5580865603644647,10975,10976
124,-6m2,0.4977584567314224,7361,7362
125,4/mmm,0.4948128559804719,9832,9834
126,2/m,0.42844418052256533,10104,10107
127,3m,0.972764174414037,7637,7637
128,m,0.9919431279620853,10550,10550
129,-43m,0.9772240298389017,12601,12604
130,-43m,0.9771598808341608,14098,14101
131,-3m,0.9422038474519069,11852,11853
132,4/mmm,0.267301663853388,8294,8300
133,2/m,0.5170014094432699,11352,11355
134,m,0.938421681944998,10036,10044
135,mm2,0.958975698980925,11481,11481
136,3m,0.9644648829431438,4784,4784
137,m-3m,0.27466076412279855,10391,10399
138,3m,0.915897675505198,8561,8564
139,-42m,0.7764758564071945,13399,13402
140,-43m,0.998865468442109,16747,16750
141,mmm,0.6712945936005884,10876,10878
142,mm2,0.3459322890348661,9895,9895
143,-43m,0.9912970827821486,14363,14367
144,mm2,0.6057824690224873,10895,10896
145,4/mmm,0.3311210110010001,10999,11002
146,4/mmm,0.8249358525775601,8574,8575
147,mmm,0.509842060219404,12853,12857
148,-43m,0.999066699850672,16072,16075
149,m-3m,0.9777366675172238,15676,15676
