bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
0,0.5,4999,22.7742,-8.30608,-1.27111,-0.185138,0.718661,-2.64481,-0.321152,-1.32113,0.426743,-1.24587,-0.470506,0.510241
0.5,1,5000,32.6432,-9.19075,-0.611568,-0.76753,0.647999,-2.19418,-0.357347,-0.597049,0.32524,-1.0837,-0.0800098,0.145181
1,1.5,5000,33.2494,-9.1906,-0.68134,-0.803179,0.565172,-2.06531,-0.432744,-0.551981,0.317146,-1.09322,-0.079329,0.0665241
1.5,2,5000,33.3853,-9.18795,-0.966128,-0.795526,0.562694,-2.13783,-0.474541,-0.589819,0.396728,-1.11216,-0.0631829,0.194002
2,2.5,5000,34.424,-9.58767,-1.03792,-0.960493,0.429374,-2.27928,-0.34847,-0.635415,0.406969,-1.11442,0.089919,0.281119
2.5,3,5000,34.8744,-9.49887,-1.05472,-1.0658,0.414066,-2.14254,-0.407651,-0.51099,0.463174,-1.16268,-0.0376794,0.26955
3,3.5,5000,35.1082,-9.45792,-1.01734,-0.996323,0.373368,-2.10121,-0.413632,-0.453404,0.519245,-1.22489,-0.0637424,0.28824
3.5,4,4809,34.6908,-8.93191,-1.06724,-0.891392,0.286675,-2.06541,-0.313798,-0.461515,0.578584,-1.18771,-0.0586561,0.303808
4,4.5,3432,34.6241,-8.45901,-1.07029,-0.868457,0.394851,-2.11404,-0.236475,-0.408971,0.532712,-1.1575,-0.161426,0.177803
4.5,5,2492,34.2812,-7.53889,-1.32941,-0.795352,0.356206,-1.80438,-0.140697,-0.158908,0.628903,-1.2096,-0.297312,0.234034
5,5.5,1800,34.1727,-6.48838,-1.34039,-0.746182,0.58558,-1.62359,0.100375,0.0478066,0.731644,-1.09305,-0.242959,0.0863174
5.5,6,1160,33.2473,-5.28722,-1.62152,-1.01043,0.610233,-1.67736,0.228859,0.272888,0.536071,-1.17013,-0.147905,0.0403722
6,6.5,395,27.5822,-4.54234,-2.09763,-0.308809,0.940562,-2.06386,0.306296,-0.183558,0.67626,-0.889233,-0.536088,0.613924
6.5,7,285,26.134,-5.58204,-2.29401,-0.116898,1.01154,-2.18605,-0.114775,-0.25813,0.495502,-1.19851,-0.9638,0.847092
7,7.5,164,25.8111,-3.79298,-2.07405,-0.131651,1.14545,-1.98789,-0.112856,0.0383037,0.580908,-1.00989,-0.646665,0.647082
7.5,8,49,21.4729,-0.935649,-2.31359,0.122783,1.57799,-1.66047,0.026349,-0.0245072,0.533812,-0.955547,-0.458524,-0.0475751
