bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
0,0.1,2103,32.2739,-9.3222,-0.642163,-0.756347,0.482113,-2.13876,-0.416188,-0.603501,0.127986,-1.20532,-0.149191,0.394391
0.1,0.2,3341,31.6984,-8.94711,-0.687734,-0.618453,0.523012,-2.0352,-0.414303,-0.567083,0.253258,-1.21152,-0.211165,0.337837
0.2,0.3,2716,32.0961,-9.05716,-0.717715,-0.745132,0.599711,-2.01772,-0.39329,-0.522797,0.311685,-1.19755,-0.311648,0.25123
0.3,0.4,2434,32.5807,-9.23375,-0.639315,-0.738954,0.67572,-2.10821,-0.378791,-0.598409,0.266626,-1.16932,-0.211148,0.19312
0.4,0.5,2286,32.5705,-9.19308,-0.622001,-0.731072,0.670966,-2.17867,-0.354564,-0.569683,0.338797,-1.12595,-0.195924,0.139003
0.5,0.6,2358,32.8747,-9.38362,-0.564028,-0.792471,0.596597,-2.25772,-0.304319,-0.64445,0.314842,-1.03692,0.0443899,0.169201
0.6,0.7,2197,32.2188,-9.28841,-0.619892,-0.695067,0.669142,-2.17343,-0.272682,-0.607718,0.302821,-1.06043,-0.0844934,0.133136
0.7,0.8,2022,32.8082,-9.07213,-0.585554,-0.780771,0.642471,-2.13206,-0.366004,-0.601589,0.285394,-1.09349,-0.156367,0.105731
0.8,0.9,1974,32.647,-9.18087,-0.67989,-0.733599,0.680373,-2.1519,-0.383622,-0.58932,0.344249,-1.06114,-0.172843,0.0852652
0.9,1,2073,33.28,-9.23564,-0.631289,-0.794051,0.638143,-2.16529,-0.437931,-0.514326,0.287435,-1.12033,-0.0724603,0.0683853
1,1.1,1995,33.5394,-9.38643,-0.589891,-0.832934,0.598203,-2.14717,-0.438469,-0.549262,0.2616,-1.18646,-0.0661909,0.0221236
1.1,1.2,1938,33.2037,-9.2702,-0.739938,-0.89808,0.554577,-2.12563,-0.478557,-0.574538,0.324519,-1.10429,-0.0768781,0.0272674
