cluster_id,dominant_space_group_symbol,fraction
0,Cm,0.20097543020152756
1,I-4m2,0.4564825930372149
2,P4mm,0.5312110320545734
3,F-43m,0.9992874673422532
4,Fm-3m,0.9098050458715596
5,R-3m,0.47765415802376016
6,Pmmm,0.6908445846062876
7,Cm,0.8389461383193456
8,C2/m,0.7172593235039029
9,P4mm,0.4597862547780638
10,Pm,0.4949691658552418
11,F-43m,0.8691189919723605
12,C2/m,0.2008949599623175
13,I4/mmm,0.4361385003439578
14,Fmm2,0.18888507129359217
15,C2/m,0.4078771099401625
16,P3m1,0.42814493146967025
17,P6_3/mmc,0.16031212959304622
18,Cm,0.7873015873015873
19,F-43m,0.9486269539501478
20,C2/m,0.4997733967822343
21,R-3m,0.8181818181818182
22,Pm,0.7808355768272012
23,P4mm,0.4335181762168823
24,P4mm,0.5032093362509118
25,Cm,0.7145995606151389
26,Imm2,0.3521105603124531
27,P4/mmm,0.6697414995173228
28,P-6m2,0.33322314049586776
29,Cm,0.8038299431922301
30,F-43m,0.8887449625791595
31,F-43m,0.99945085118067
32,Fd-3m,0.32363087537731783
33,F-43m,0.9959829274416269
34,P4/mmm,0.6881684860513838
35,F-43m,0.9633426830447819
36,P2/m,0.5237648530331457
37,Pmmm,0.3582201405152225
38,Imm2,0.33168690402689166
39,Cmm2,0.38021353406559644
40,Pmm2,0.3753056234718826
41,R-3m,0.8177694085423265
42,Immm,0.3718792437062572
43,C2/m,0.631127217242037
44,C2/m,0.09190424636112114
45,I4/mmm,0.4568915522907404
46,I4mm,0.5820879590093937
47,Pm,0.7406114461017667
48,Cmmm,0.5645728091368328
49,I4/mmm,0.2134395028160808
50,F-43m,0.9068347710683478
51,F-43m,0.9965648854961832
52,R-3m,0.6180629827688652
53,P4mm,0.35142812056178
54,C2/m,0.23691540829790353
55,P-6m2,0.28002168609379235
56,P4mm,0.3467293305198542
57,Cmmm,0.6440146366962886
58,P2/m,0.489047831917747
59,F-43m,0.9566697332106716
60,Cm,0.7725076855511638
61,P4/mmm,0.6776842745614925
62,P4/mmm,0.3660895637876003
63,R-3m,0.8237559541907368
64,P6/mmm,0.1663357084452751
65,Cmmm,0.1283500455788514
66,F-43m,0.7343417825020442
67,I4/mmm,0.4562917385758235
68,I-4m2,0.7328458067527618
69,F-43m,0.5434782608695652
70,Immm,0.28342150094145074
71,Fm-3m,0.8717504332755632
72,Immm,0.2770570968658271
73,P4/mmm,0.5317049808429118
74,Fm-3m,0.6130417415618135
75,Immm,0.2202297562342393
76,F-43m,0.9985705687631659
77,I-4m2,0.44570748793866893
78,R-3m,0.8099041533546326
79,R-3m,0.7941273235729561
80,Imm2,0.3790338948650294
81,P4mm,0.2637729549248748
82,F-43m,0.9708567415730337
83,Pm-3m,0.489683785602153
84,Cmmm,0.26279735957155315
85,P3m1,0.607725321888412
86,P6/mmm,0.12819480780841216
87,P4mm,0.44698367636621716
88,I4/mmm,0.528044220451959
89,P4/mmm,0.7807826086956522
90,I4mm,0.5850674373795761
91,P2/m,0.36225500990971155
92,Cmmm,0.558927904370564
93,C2/m,0.1601745423584504
94,P4mm,0.25156316916488225
95,Cmmm,0.27947719688542827
96,I4mm,0.21341362811417258
97,Cm,0.3317492936039044
98,R-3m,0.7606950609122675
99,P2/m,0.5731981981981982
100,Pm,0.7522171172133775
101,Pm,0.3194497033951786
102,F-43m,0.9973810563072893
103,F-43m,0.9991814632917768
104,Cm,0.8206102725594527
105,I4/mmm,0.1838774150566289
106,Cm,0.14004591669399805
107,Imm2,0.18697130207921575
108,I4mm,0.3803090778835329
109,P-6m2,0.45608815426997246
110,F-43m,0.9973669623059866
111,Cmm2,0.21494582536647547
112,I-4m2,0.7148166101147196
113,Fm-3m,0.7265056510295711
114,Imm2,0.33072672296945055
115,R-3m,0.839790869199888
116,I4/mmm,0.6504999122960884
117,F-43m,0.7447480944413459
118,F-43m,0.8883087215468711
119,P6_3/mmc,0.1515324576432515
120,F-43m,0.999194847020934
121,P4mm,0.29538756262894195
122,P4mm,0.26921765808760867
123,R-3m,0.777842420212766
124,Fm-3m,0.8961944610480176
125,I-4m2,0.41735890070646686
126,P4mm,0.4986270920502092
127,P4/mmm,0.44738495366734726
128,Pmmm,0.6223686462433682
129,P6_3/mmc,0.21228266965787998
130,Pmmm,0.24949624473346768
131,F-43m,0.949364555188632
132,F-43m,0.9995747093847462
133,Pmmm,0.487979937737807
134,Cmmm,0.6403051955916192
135,F-43m,0.9990657843518879
136,C2/m,0.30632437491643266
137,Imm2,0.4578713132684619
138,Pm,0.699073581088276
139,Cm,0.8024621746076497
140,I4/mmm,0.3528624301126073
141,I-4m2,0.43543669034684496
142,Cm,0.7874518304431599
143,R-3m,0.3399319517476028
144,Cmm2,0.32177327008015705
145,Cmmm,0.6703834931221342
146,P6_3/mcm,0.12903554333435177
147,P2/m,0.5699224189377362
148,Imm2,0.3499808282208589
149,Pm,0.6249413970932959
