cluster_id,dominant_space_group_symbol,fraction
0,Imm2,0.42105263157894735
1,Fm-3m,0.5292831174733015
2,P4mm,0.4281401925582282
3,Pmm2,0.28621434876571394
4,F-43m,0.9962228293146455
5,C2/m,0.16178147181052555
6,I4/mmm,0.5575282135975778
7,Cm,0.9468347035012311
8,R-3m,0.7826739609046635
9,P4mm,0.36535135984908035
10,P2/m,0.41035160515396374
11,C2/m,0.6879132836695405
12,I4/mmm,0.4650728427344042
13,F-43m,0.7811173668254656
14,F-43m,0.99583945732052
15,P4/mmm,0.2394217801753203
16,R3m,0.2625600047705656
17,Cm,0.14647226411932293
18,Cm,0.7571051128249072
19,I4/mmm,0.4688828759180518
20,P4/mmm,0.869104592116319
21,Cmmm,0.256868380848805
22,P4/mmm,0.7762046400951814
23,F-43m,0.9916333725029377
24,I-4m2,0.5248230668414154
25,P4/mmm,0.8682586259233026
26,Pm,0.3478557114228457
27,Fm-3m,0.7268094019083081
28,Imm2,0.38993255171789415
29,Pm,0.9482594388638725
30,P6_3/mmc,0.1573092406502566
31,C2/m,0.5567488067488068
32,I4/mmm,0.3191556395715186
33,Fm-3m,0.19668670387863174
34,P2/m,0.478110389216103
35,I-4m2,0.5360139042080283
36,Pm,0.6759250421558334
37,Imm2,0.37299169802305443
38,Cm,0.9200619674670798
39,C2/m,0.39894534359246486
40,F-43m,0.7964039648592578
41,P4mm,0.6064252966558792
42,Immm,0.3467009087317266
43,P3m1,0.39451203727672796
44,P4mm,0.700874564246835
45,P6_3/mmc,0.15099885689401774
46,R-3m,0.875
47,Cmmm,0.39959103689188036
48,F-43m,0.9994739841318546
49,R-3m,0.82216049591816
