cluster_id,n_samples,largest_sv,top_sv_fraction
0,33820,626.7503305013706,0.26043750870967375
1,35208,952.8629864796778,0.1885900191480919
2,31471,510.9392079532566,0.206202006728326
3,32853,736.9007831347348,0.21508523881323435
4,42095,1181.8313796409661,0.29899687727648283
5,27191,684.5331548163293,0.18046194780964855
6,29064,714.0549929366493,0.2366848427017373
7,23963,694.4893758981535,0.2648022036262863
8,29978,1271.751548437984,0.28115547511646866
9,31805,629.5686268310928,0.22411801110159815
10,41211,492.0473160776586,0.1670791735774884
11,23894,692.7123640813354,0.20432624795130827
12,26770,657.1990987208383,0.30169982694847003
13,46180,1069.9117636960057,0.21220639510875708
14,44225,1100.441564000254,0.3265970485822663
15,23728,958.1849672275564,0.162669508352417
16,33539,461.7847370107661,0.17698140389419836
17,23868,559.6157546176732,0.08832130361733771
18,28008,720.9472171851336,0.2375043361700303
19,31044,746.1577578192754,0.27634733442590287
20,27373,806.2715236177091,0.30495377909776966
21,38619,868.234875919652,0.2208167423034712
22,25215,912.5131418501234,0.2570784987988454
23,42550,1405.003709744829,0.24019583394859884
24,38150,635.4208735719928,0.2686508697599318
25,29649,805.7375761767823,0.24785313389382854
26,24950,608.149200117862,0.25122693652430644
27,42970,1052.5246061598511,0.21239607009840092
28,44182,449.91169130078464,0.2518715921266847
29,23096,701.1067110112643,0.32209908227376777
30,32541,697.8524981145208,0.18987218902324243
31,36036,491.24474703984316,0.11666770180808245
32,25392,692.7799021728964,0.2229830191139475
33,27948,931.3357648844652,0.20831960013481662
34,32938,741.9315987893837,0.2496911167264001
35,29919,841.0644273556593,0.23848906378939908
36,31431,577.7450480253658,0.2974202138372953
37,33486,699.1345757693254,0.21975188498034123
38,25820,850.9065591629446,0.28408098168846274
39,30152,658.4288097892262,0.1933007030952339
40,39043,1003.9033644120497,0.21626394660617812
41,29664,509.8085065258643,0.3236106581718185
42,40496,613.8611248071605,0.21843913581098878
43,30904,869.2294192780327,0.21052770013315103
44,32702,637.9345964108292,0.2856970499172828
45,36742,652.2321466048151,0.15767526005800372
46,31448,1071.4426422521294,0.25225269085636226
47,35211,626.699537401623,0.16378315402422258
48,45626,1466.4801875506814,0.33827260003535453
49,29521,828.0428958847747,0.22345421503485702
