cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
69,-43m,0.9008400840084009,6666,6673
70,mmm,0.3604525862068966,7424,7503
71,-43m,0.9979166666666667,5280,5281
72,2/m,0.6544600938967137,6390,6391
73,mm2,0.8921973094170403,5575,5575
74,mm2,0.9637112593173793,5098,5098
75,4/mmm,0.9250413374977035,5443,5445
76,4mm,0.79440329218107,6075,6076
77,m-3m,0.5270740975300824,6316,6322
78,m,0.5794640488193155,3769,3774
79,m,0.8949701291192909,5189,5189
80,m-3m,0.9653599188915174,5918,5918
81,m-3m,0.4757457065381139,6638,6643
82,4/mmm,0.9899497487437185,4776,4777
83,mmm,0.5799749238760523,5583,5586
84,-3m,0.9163004394726328,5006,5008
85,mmm,0.9236285406955899,5578,5578
86,mmm,0.5487889273356401,5780,5780
87,3m,0.9314483862363296,3749,3750
88,2/m,0.45149638802889575,5814,5817
89,m,0.8813387423935092,4930,4930
90,mm2,0.9742754244554965,5831,5831
91,4/mmm,0.8231757310740639,3659,3659
92,m,0.6633605600933489,5142,5142
93,mm2,0.9775857751064363,7986,7987
94,-43m,1.0,9189,9190
95,-3m,0.9920634920634921,5796,5798
96,2/m,0.5388282025819265,5035,5035
97,2/m,0.5747549019607843,4896,4897
98,2/m,0.715688024272711,5603,5605
99,mm2,0.9784590987181181,7567,7567
100,2/m,0.7287721441661577,4911,4911
101,mmm,0.48778103616813295,5115,5115
102,m,0.7000847816871556,4718,4718
103,m-3m,0.7102242627582553,5663,5670
104,mm2,0.9576604962583695,5078,5079
105,-43m,0.9913921044820422,6738,6738
106,2/m,0.787827352085354,4124,4124
107,-43m,0.9802641126106516,6891,6892
108,-43m,0.9993749023284888,6399,6400
109,m,0.9709739840894431,4651,4652
110,mmm,0.6180287618379516,5702,5706
111,-43m,0.999594430174395,7397,7397
112,mmm,0.49442435201928875,6636,6638
113,4/mmm,0.9019057171514544,4985,4985
114,3m,0.7663210983468759,3569,3569
115,4/mmm,0.8473971452560873,4764,4764
116,3m,0.9701700585447449,3587,3587
117,mmm,0.5020460908895111,4643,4643
118,-43m,0.9754537340077358,6722,6723
119,-43m,0.43826358201195736,7694,7723
120,4/mmm,0.4817239498090562,5499,5511
121,-43m,0.9863655730720068,7041,7041
122,mm2,0.8864628820960698,6412,6412
123,2/m,0.5348280365694384,4594,4596
124,-43m,0.9686800894854586,7152,7152
125,-43m,0.52935303514377,5008,5009
126,mmm,0.9550045913682277,5445,5446
127,4mm,0.7910901626881557,6577,6578
128,-43m,1.0,6682,6682
129,4/mmm,0.6996805111821086,4069,4070
130,-3m,0.9996214988644966,5284,5284
131,mmm,0.9548927779147153,4057,4057
132,-43m,1.0,7906,7908
133,mm2,0.9772766396970218,5809,5809
134,4mm,0.738005840634126,4794,4795
135,4mm,0.573538337042282,4943,4946
136,mmm,0.5514795297932712,4934,4934
137,m-3m,0.29924745462594066,4518,4521
138,-42m,0.7590900615327242,5363,5364
139,4/mmm,0.9912140575079872,5008,5010
140,-3m,0.994581707845687,4614,4615
141,m,0.9929337869667626,3821,3823
142,m-3m,0.9292982456140351,5700,5700
143,mm2,0.8896746817538896,6363,6363
144,mm2,0.7227032734952481,4735,4735
145,m-3m,0.9841875681570338,7336,7336
146,-43m,0.9201508959446715,6362,6365
147,m,0.8545103545103545,5698,5699
148,m,0.972396486825596,4782,4782
149,3m,0.7958780350084698,3542,3542
150,m,0.9907780979827089,5205,5206
151,-3m,1.0,5619,5619
152,4mm,0.6375163154950587,5363,5364
153,mmm,0.9370762711864407,4720,4721
154,-42m,0.9313296556971656,5257,5257
155,-43m,0.997949699289229,7316,7318
156,-42m,0.9199835863766926,4874,4874
157,mmm,0.48782793665800045,4231,4231
158,mmm,0.9278846153846154,4784,4787
159,mmm,0.906512185377547,5006,5007
160,-3m,0.9905390539053905,4545,4547
161,-42m,0.9005802707930367,5170,5170
162,mmm,0.6803529012555141,5894,5894
163,4/mmm,0.9057828481510621,5084,5086
164,mm2,0.6479276895943563,4536,4536
165,mmm,0.48789208516170973,6153,6181
166,mmm,0.845892526250772,6476,6476
167,4/mmm,0.7765328987573844,4909,4911
168,4mm,0.4546634927504869,4621,4621
169,m,0.2959014451551765,4221,4233
170,6/mmm,0.3332553788587465,4276,4276
171,m-3m,0.9650740067514931,7702,7702
172,4/mmm,0.9,4750,4750
173,m,0.5653170359052712,5236,5237
174,2/m,0.7308881104471461,4853,4853
175,mmm,0.7507258399004563,4822,4823
176,mm2,0.9100850546780073,5761,5763
177,m,0.9941685099537503,4973,4974
178,-3m,0.6388563393484884,4267,4268
179,mmm,0.9201773835920177,4961,4961
180,m,0.9185199386503068,5216,5224
181,4mm,0.8072669826224329,5697,5697
182,2/m,0.5232383808095952,6003,6004
183,4/mmm,0.9637046307884856,4794,4795
184,mm2,0.93446519524618,5890,5892
185,m,0.9981880410710691,4967,4967
186,-3m,0.9974651457541192,5523,5524
187,4mm,0.8272459754197681,5777,5778
188,m-3m,0.9456484348125215,5814,5815
189,2/m,0.8692438010164792,6493,6493
190,mm2,0.969511156532107,5871,5871
191,mm2,0.9749253731343284,5025,5026
192,m,0.9766487041313832,3897,3897
193,4/mmm,0.8183034519668183,3737,3738
194,m,0.8390628421283118,4567,4568
195,4/mmm,0.6070918610185626,4202,4203
196,-6m2,0.35175202156334234,2968,2968
197,mmm,0.5917346182357301,5396,5400
198,4mm,0.7253250320454129,5461,5461
199,mmm,0.4783132530120482,4980,4980
200,-3m,0.8725961538461539,2912,2913
201,m,0.999625468164794,5340,5340
202,4/mmm,0.5984682713347921,4570,4570
203,4/mmm,0.9229475100942126,5944,5944
204,mm2,0.8873195716281236,6443,6444
205,4/mmm,0.9084014002333722,5142,5143
206,mmm,0.7257184430702074,5498,5498
207,6/mmm,0.4410679782188653,5693,5695
208,mm2,0.504885993485342,5219,5219
209,-42m,0.9532235459004905,5708,5709
210,4mm,0.7352219074598678,5295,5295
211,4mm,0.6488956587966489,5252,5253
212,-43m,0.986081822016027,9484,9485
213,-43m,0.994921875,5120,5120
214,4/mmm,0.5926296815541758,4993,4993
215,2/m,0.6402362627528191,5587,5588
216,mmm,0.7223790322580645,4960,4962
217,4/mmm,0.6342788171394086,4971,4972
218,-3m,0.9784802894686726,5251,5252
219,-42m,0.5010544074230282,4742,4743
220,6/mmm,0.38116100766703176,5478,5479
221,-43m,0.9813358013265463,6483,6484
222,2/m,0.5685286935286935,6552,6553
223,-3m,0.9915635545556806,5334,5334
224,4/mmm,0.6896460644479662,3786,3786
225,mmm,0.8805507745266782,5810,5813
226,mmm,0.6010692987867572,4863,4863
227,-42m,0.9248023533737819,5439,5439
228,mmm,0.9607662127855989,4333,4334
229,-43m,0.9981171154208247,5311,5312
230,2/m,0.4355212355212355,5180,5180
231,mmm,0.38500727802037843,5496,5497
232,2/m,0.9304511278195489,4788,4788
233,m,0.981921379020391,4757,4760
234,-43m,0.9642683912691997,6185,6186
235,4/mmm,0.7492730932677253,4471,4472
236,mmm,0.5742322369616573,5503,5505
237,4/mmm,0.9890171258376769,5372,5373
238,4/mmm,0.8447678447678447,4329,4329
239,4mm,0.8124083308888237,6818,6820
240,3m,0.9368968077208611,2694,2695
241,mm2,0.9597378277153558,6408,6408
242,m,0.32686701054047995,8918,9072
243,4/mmm,0.8736305251227805,5294,5295
244,3m,0.9961024498886414,3592,3592
245,-6m2,0.4216913889424003,5191,5191
246,mm2,0.9769151846785226,5848,5848
247,mm2,0.9114457831325301,6640,6640
248,2/m,0.9716883653647448,4839,4841
249,mm2,0.9378945225005091,4911,4912
250,m,0.9993914807302231,4930,4930
251,2/m,0.5524259198957994,6142,6148
252,3m,0.9829302987197724,2812,2812
253,2/m,0.9500671742051052,4466,4466
254,mmm,0.44606782106782106,5544,5544
255,-43m,0.998570293884035,6295,6295
256,mm2,0.9715928895085396,5738,5738
257,mmm,0.5584944048830112,6881,6885
258,-42m,0.9385901162790697,5504,5505
259,mmm,0.5844057532172596,5284,5284
260,-3m,1.0,6126,6126
261,2/m,0.4880402010050251,4975,4975
262,m,0.669449081803005,3594,3594
263,-43m,0.9740945365254757,8145,8146
264,mmm,0.920853796751039,5294,5295
265,mm2,0.6420347498429977,4777,4777
266,m-3m,0.9719101123595506,6586,6586
267,4/mmm,0.5156702025072324,4148,4148
268,mmm,0.5937697326878552,4751,4753
269,mmm,0.4420318725099602,5020,5023
270,m-3m,0.4441901408450704,5680,5684
271,-43m,0.9884180790960452,7080,7082
272,4/mmm,0.7241379310344828,4437,4438
273,-43m,1.0,7202,7203
274,3m,0.9737226277372263,3425,3425
275,2/m,0.5286903860711583,6605,6606
276,m,0.9295426452410384,4854,4854
277,3m,0.9667800156944808,3823,3824
278,-43m,1.0,6937,6941
279,m,0.9883320581484315,5228,5228
280,-3m,0.9940104166666667,3840,3841
281,4mm,0.840530861596798,4747,4747
282,4mm,0.6709923664122137,5240,5240
283,4/mmm,0.6723095525997581,4962,4963
284,-42m,0.7797222750618223,5257,5259
285,3m,0.9675495108565975,4191,4193
286,-43m,0.9985898113872731,5673,5675
287,2/m,0.7229132864611502,5547,5547
288,-43m,1.0,8241,8242
289,m-3m,0.953862806115546,7391,7392
290,4/mmm,0.8324625566004876,5742,5747
291,mmm,0.9367433930093777,5865,5865
292,-43m,0.98562949078413,6402,6403
293,m-3m,0.36379501824528004,6303,6308
294,-6m2,0.28655352480417756,4596,4597
295,-42m,0.7256358316452847,4443,4447
296,mmm,0.7038470293648987,4393,4393
297,-43m,1.0,6327,6329
298,-43m,1.0,6685,6687
299,2/m,0.47652417659425367,5708,5708
