cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,-43m,0.9995954692556634,7416,7418
1,mmm,0.7369330453563715,4630,4631
2,6/mmm,0.358950328022493,5335,5336
3,4/mmm,0.960673058109959,5111,5112
4,mm2,0.9176767676767676,5940,5941
5,-43m,0.99306079348318,6629,6629
6,2/m,0.7455197132616488,5859,5859
7,-43m,0.9990657479855191,8563,8567
8,m,0.6828396322778345,3916,3918
9,-3m,0.9669117647058824,4624,4625
10,4mm,0.7536811779769527,6248,6248
11,mm2,0.9710929046220436,6469,6470
12,-43m,0.9566320367238463,8278,8280
13,mmm,0.9378542114520226,5117,5117
14,4/mmm,0.6423841059602649,4983,4984
15,m,0.9920886075949367,4424,4425
16,-43m,0.9994813950473227,7713,7713
17,m,0.9596943362301469,6674,6676
18,-3m,0.993001399720056,5001,5001
19,6/mmm,0.46124823141015564,6361,6370
20,-42m,0.9600855310049893,5612,5613
21,mm2,0.8664206642066421,5420,5420
22,2/m,0.46975296634895936,5141,5144
23,2/m,0.9397288842544317,4795,4796
24,mmm,0.8664964435527995,5483,5483
25,mmm,0.7022024801036462,5403,5406
26,mmm,0.844834232845027,5188,5189
27,m-3m,0.9692886242557192,6382,6382
28,-3m,0.9954679802955665,5075,5078
29,2/m,0.7310859988507948,5221,5221
30,mmm,0.424512099921936,6405,6407
31,m-3m,0.9482692307692308,5200,5200
32,m,0.8518213624202511,4859,4860
33,m,0.9687866697958226,4261,4262
34,4mm,0.7934350825841522,4783,4784
35,m-3m,0.9683875079668579,7845,7845
36,-3m,0.3403284671532847,4384,4387
37,2/m,0.5668670172802405,5324,5324
38,mmm,0.9548855633802817,4544,4546
39,4/mmm,0.7481356747654558,4157,4158
40,m-3m,0.452536570183629,6426,6430
41,4mm,0.8244691213715176,5133,5133
42,mm2,0.988794505693114,5533,5534
43,6/mmm,0.3531830642704843,6566,6572
44,4/mmm,0.8071901608325449,5285,5285
45,-43m,0.9820925219698226,6031,6032
46,-43m,0.9804747857845203,7119,7120
47,3m,0.9849688031764039,3526,3526
48,4/mmm,0.7751134154244977,4629,4630
49,mm2,0.945281124497992,5976,5977
50,-6m2,0.3245841035120148,5410,5412
51,mmm,0.7444679622859341,5197,5197
52,-42m,0.8317092976045473,4926,4926
53,-43m,0.9753733714648872,6294,6296
54,2/m,0.49150965340776925,4299,4301
55,4mm,0.792220744680851,6016,6016
56,4/mmm,0.8490609253321117,4366,4366
57,mmm,0.4900519806416921,5579,5583
58,mmm,0.6526466967583094,4874,4874
59,m,0.7710169855944958,4651,4652
60,4mm,0.8144329896907216,5917,5918
61,-3m,0.9320297951582868,4296,4297
62,-42m,0.8583158630328441,5724,5725
63,4mm,0.754626951995373,6916,6916
64,-3m,0.9116457743631217,4946,4948
65,3m,0.8000977517106549,4092,4093
66,-43m,0.9975468722621342,5707,5709
67,4/mmm,0.5108981585869974,5322,5322
68,-43m,0.9973812196034418,5346,5346
