cluster_id,dominant_space_group_symbol,fraction
0,P2/m,0.26353119187970875
1,Cmm2,0.2147382920110193
2,F-43m,0.9415909967394734
3,P6_3/mmc,0.12543535337298398
4,R-3m,0.8263700914048095
5,Pm,0.3535111281657713
6,Cmmm,0.20690859209377727
7,F-43m,0.9907775480998569
8,Cm,0.3386396526772793
9,F-43m,0.9907697717349899
10,I-4m2,0.42596049916478335
11,P4/mmm,0.12445957950843944
12,Cmmm,0.27323793384798845
13,F-43m,0.5009688999015216
14,P4/mmm,0.439347792647285
15,I4/mmm,0.1439120188531029
16,Imm2,0.22019823198499866
17,F-43m,0.9970579494799405
18,P4mm,0.3849361629202251
19,C2/m,0.22778380052656033
20,I4/mmm,0.4479559667166262
21,P4/mmm,0.3018171344784248
22,I-4m2,0.3783553472518108
23,R-3m,0.8337926648293407
24,Cm,0.33905462881964343
25,C2/m,0.13813445126515944
26,P4mm,0.24502036049117712
27,Pm-3m,0.11241142989894297
28,P4mm,0.33494415807560135
29,C2/m,0.3536302822646435
30,Fm-3m,0.7141695917236283
31,Imm2,0.30285255928209753
32,F-43m,0.8044459301353836
33,Cm,0.2653600670491909
34,Immm,0.1672077513527117
35,Immm,0.19834425664022076
36,Pm,0.27426443657673055
37,P4/mmm,0.5004350095702106
38,P2/m,0.2328660724192773
39,P2/m,0.20779178154128922
40,Fm-3m,0.7584002794271743
41,Cm,0.3579069419509276
42,R-3m,0.6756129887342611
43,I-4m2,0.3783272246590158
44,P3m1,0.25754972702630474
45,P4mm,0.2689860262846545
46,F-43m,0.9958659512710001
47,F-43m,0.9080232623793123
48,R-3m,0.8179909485373023
49,F-43m,0.608381234934174
