cluster_id,dominant_point_group,fraction
0,2/m,0.5069192699303344
1,mm2,0.5211891643709825
2,-43m,0.9437296217087964
3,m-3m,0.21127364303702512
4,-3m,0.8266054685967597
5,m,0.5741877718086467
6,mmm,0.3037286444693852
7,-43m,0.9907775480998569
8,m,0.46261456825856245
9,-43m,0.9907697717349899
10,-42m,0.42596049916478335
11,mmm,0.26319218241042347
12,mmm,0.4582941065712672
13,-43m,0.5011912703707233
14,mmm,0.4946623596369789
15,4/mmm,0.31390416339355853
16,mm2,0.43465615552409015
17,-43m,0.9970579494799405
18,mm2,0.4692810830881723
19,mmm,0.28304166021372157
20,4/mmm,0.4542870432580495
21,mmm,0.3914432341851697
22,-42m,0.37883468257349806
23,-3m,0.8338986644053423
24,m,0.5806461343549214
25,mmm,0.25743374756700105
26,mm2,0.38113576817450046
27,m-3m,0.20583110698106633
28,mm2,0.4965367268041237
29,2/m,0.5582313591124164
30,m-3m,0.7190097912433031
31,mm2,0.6257331929613476
32,-43m,0.8263413003509945
33,m,0.3983624524530978
34,mmm,0.27205234679753365
35,mmm,0.33390824422214554
36,m,0.46212306189720426
37,4/mmm,0.5066643466156255
38,2/m,0.29108259052409663
39,2/m,0.3023828278849941
40,m-3m,0.7615787635347537
41,m,0.5855774985038898
42,-3m,0.6775679257786613
43,-42m,0.3783272246590158
44,3m,0.2742717519948078
45,m,0.3246890288747482
46,-43m,0.9958659512710001
47,-43m,0.9111004460504771
48,-3m,0.8181309196099473
49,-43m,0.608381234934174
