cluster_id,dominant_space_group_symbol,fraction
0,P3m1,0.9373689727463312
1,Cmmm,0.2473964103700421
2,F-43m,0.9991728212703102
3,Imm2,0.5046900345581494
4,P2/m,0.9822246655671615
5,I4mm,0.8044938016528925
6,Cmmm,0.5218075539568345
7,R-3m,0.9904588823262154
8,P4/mmm,0.8885552407932011
9,I4/mmm,0.9981087139254693
10,Fm-3m,0.9770630335431577
11,Pmm2,0.9671146697169002
12,Fmm2,0.45925470925470924
13,F-43m,0.9972089314194578
14,C2/m,0.9547537705191234
15,Cm,0.990298239310097
16,P6_3/mmc,0.574653860546339
17,Fm-3m,0.9493534482758621
18,Pmmm,0.9255232177894048
19,P4mm,0.899411094224924
20,F-43m,0.9925795053003533
21,P4mm,0.8553916874162037
22,R-3m,0.9993932038834952
23,Cmmm,0.6044959606603442
24,I-4m2,0.9818743735382559
25,Cmcm,0.1787460705553615
26,Pmm2,0.8622477114811955
27,P6_3/mmc,0.4659159704564717
28,Immm,0.553099730458221
29,I-4m2,0.9364239684524382
30,P2/m,0.9890038105606968
31,Pmm2,0.9247913805851906
32,Imm2,0.3233444684613873
33,R3m,0.9876445846477392
34,I4/mmm,0.9989436281571114
35,Fm-3m,0.171575502571295
36,Pmmm,0.9663246514075243
37,F-43m,0.9891543539767369
38,F-43m,0.9996159754224271
39,Pm-3m,0.7552089679541855
40,F-43m,0.9976311572493556
41,Imm2,0.5566778084580729
42,P3m1,0.9490455212922173
43,Pmmm,0.9327130908749177
44,I4mm,0.7786399836634674
45,Fd-3m,0.32117713320191493
46,P4/mmm,0.8620446533490012
47,I-4m2,0.9922219098491238
48,Pm,0.8262874711760184
49,Cm,0.9972004479283315
50,F-43m,0.9978855641699238
51,P4/mmm,0.895327731092437
52,Cm,0.9996168582375479
53,R-3m,0.9906680323204734
54,Cmcm,0.1624910522548318
55,Imm2,0.6113397672438263
56,Cm,0.9970184218933021
57,Imm2,0.5629634578128131
58,F-43m,0.9919487826171307
59,P4mm,0.9082493874217261
60,Fm-3m,0.9806891025641026
61,I4mm,0.7540377505351236
62,C2/m,0.2769138155914518
63,Pmm2,0.9449018366054465
64,Immm,0.4805245492155179
65,F-43m,0.9963749352667012
66,R-3m,0.6584664536741214
67,F-43m,0.9991167638226461
68,Pmmm,0.9455329985145363
69,F-43m,0.9922063666300769
70,P4mm,0.8612827743445131
71,C2/m,0.7351164797238999
72,Cm,0.9951068955133996
73,C2/m,0.9941536008503853
74,I4/mmm,0.8607399071599381
75,Pm,0.9896129189320783
76,I4/mmm,0.5383139828369511
77,I4/mmm,0.5115107913669065
78,Pmmm,0.9479193928291023
79,Fm-3m,0.9726858877086495
80,C2/m,0.8636751407609623
81,P4/mmm,0.8996575342465754
82,F-43m,0.9773570545143183
83,I-43m,0.3945409429280397
84,C2/m,0.9933314809669352
85,P4mm,0.819056486654252
86,P3m1,0.783844956853869
87,P-6m2,0.9759865005192108
88,R-3m,0.9787234042553191
89,P2/m,0.7807866683004534
90,Imm2,0.4689744817678046
91,P2/m,0.9518533944189921
92,Cmmm,0.7587730061349693
93,Fm-3m,0.30166787527193617
94,I-4m2,0.975609756097561
95,P4/mmm,0.9099105868209483
96,P3m1,0.951829550717925
97,Pm,0.8319574804930453
98,I-4m2,0.964928281237045
99,Cm,0.5418205518140343
100,C2/m,0.2610987228866815
101,P-3m1,0.26022304832713755
102,P1,0.24803387779794314
103,Pm,0.888937587657784
104,R-3m,0.9717094703049759
105,P4mm,0.8261843790012804
106,I4/mmm,0.9905910735826297
107,Imm2,0.6612722170252573
108,R3m,0.9476486246672582
109,R-3m,0.9968882895965149
110,Imm2,0.4780074774576644
111,F-43m,0.9933563199058111
112,I4/mmm,0.9988334791484398
113,P6/mmm,0.36286522148916117
114,R-3m,0.9869658693899489
115,Immm,0.5168155734727973
116,Imm2,0.350802731131205
117,F-43m,0.97192394837947
118,Cmmm,0.5759226713532514
119,F-43m,0.9973155286343612
120,F-43m,0.9940900981266726
121,F-43m,1.0
122,F-43m,0.9973020155530868
123,Cmmm,0.594712060847519
124,I-4m2,0.9933323455326715
125,Cm,0.12101551480959097
126,P2/m,0.9966159052453468
127,I4/mmm,0.9980773580637865
128,P6_3/mmc,0.517183394640042
129,F-43m,0.9972291493488501
130,Fm-3m,0.978273834881145
131,P4mm,0.8982960121331073
132,Immm,0.5879034374180006
133,F-43m,0.9894022891055532
134,Pmmm,0.9155569007263923
135,Pm,0.5576699029126213
136,R-3m,0.9940035273368607
137,I4/mmm,0.9821958456973294
138,Fm-3m,0.9505537974683544
139,F-43m,0.9921425833652741
140,Cm,0.9803023850085179
141,P4/mmm,0.8335104209235799
142,C2/m,0.9825709843711644
143,Pm,0.9537903379797594
144,F-43m,0.9993815360395817
145,P6/mmm,0.33023670145075085
146,Imm2,0.3694152431011827
147,Fm-3m,0.30692037012902385
148,R3m,0.9680353758686039
149,P2/m,0.9758195978989314
