cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
61,4mm,0.7542818217205138,10276,10278
62,mmm,0.6421686746987951,9960,9967
63,mm2,0.9449018366054465,9474,9474
64,mmm,0.9618266978922717,12810,12811
65,-43m,0.9967190467967536,11582,11586
66,-3m,0.6683738796414853,6248,6260
67,-43m,0.9992344384900771,16981,16983
68,mmm,0.9455998868138087,14136,14137
69,-43m,0.9925340360122968,9108,9110
70,4mm,0.8613861386138614,16665,16667
71,2/m,0.7357875563225003,10431,10431
72,m,0.9951818113378001,13283,13284
73,2/m,0.9942416725726435,11288,11289
74,4/mmm,0.8700239133492755,7109,7109
75,m,0.9897735573411249,12321,12323
76,4/mmm,0.8749368623093242,9899,9905
77,4/mmm,0.8857907192097952,9719,9730
78,mmm,0.9482502836198621,11459,11463
79,m-3m,0.97503604218833,13179,13180
80,2/m,0.8667349202286494,11721,11722
81,4/mmm,0.8998424333767212,14597,14600
82,-43m,0.9775430583309545,10509,10511
83,-43m,0.44159325928762927,5222,5239
84,2/m,0.9937473947478116,14394,14396
85,4mm,0.819263397475688,9666,9666
86,3m,0.7843803056027164,7068,7069
87,-6m2,0.9867566865749156,7702,7704
88,-3m,0.9788098181176055,11326,11327
89,2/m,0.7809780610368918,8159,8161
90,mm2,0.9924745159745502,14617,14617
91,2/m,0.9520159946684439,12004,12005
92,mmm,0.9304703476482618,12225,12225
93,m-3m,0.6461557059961315,8272,8274
94,-42m,0.975609756097561,8610,8610
95,4/mmm,0.910184141300263,13305,13309
96,3m,0.9541312741312741,6475,6477
97,m,0.8319574804930453,8843,8843
98,-42m,0.9650883157807447,12059,12061
99,m,0.5532563711609672,4591,4603
100,mmm,0.6478701825557809,9860,9866
101,-6m2,0.4228937183685621,6718,6725
102,1,0.25300833076211043,6482,6612
103,m,0.888937587657784,11408,11408
104,-3m,0.9718069629778269,9967,9968
105,4mm,0.8263607257203842,9370,9372
106,4/mmm,0.9960178592976952,8287,8290
107,mm2,0.9927970065481758,10690,10690
108,3m,0.9492678597840556,6761,6762
109,-3m,0.9970951343500363,9639,9641
110,mm2,0.9650241970963485,9092,9094
111,-43m,0.9935234250147195,11889,11891
112,4/mmm,0.9992222438265603,10286,10287
113,6/mmm,0.3854584020740042,8486,8488
114,-3m,0.9870985082650181,7441,7442
115,mmm,0.977188521612786,13765,13767
116,mm2,0.9854813903414334,16255,16257
117,-43m,0.9722167487684729,10150,10151
118,mmm,0.9457725435050097,11378,11380
119,-43m,0.9976595305293591,14527,14528
120,-43m,0.9948689347462354,8965,8968
121,-43m,1.0,11716,11716
122,-43m,0.9974603174603175,12600,12602
123,mmm,0.955945221360771,13801,13805
124,-42m,0.993479549496147,13496,13498
125,mmm,0.3057497503210158,7009,7090
126,2/m,0.9966159052453468,13002,13002
127,4/mmm,0.9984166478172359,8842,8842
128,6/mmm,0.6339717954114923,9502,9515
129,-43m,0.9973212636246074,10826,10827
130,m-3m,0.9784423994546694,11736,11737
131,4mm,0.8983761598857959,11208,11209
132,mmm,0.9738845144356956,15240,15244
133,-43m,0.9899268370268264,9431,9436
134,mmm,0.9155569007263923,9912,9912
135,m,0.5576699029126213,7725,7725
136,-3m,0.9942665608185587,11337,11340
137,4/mmm,0.9937193102660729,8757,8762
138,m-3m,0.9537183544303798,10112,10112
139,-43m,0.9923327582902051,10434,10436
140,m,0.9816787388155092,9388,9392
141,4/mmm,0.8337830103834519,12231,12235
142,2/m,0.9833046894181193,12219,12221
143,m,0.9538814093382985,10473,10474
144,-43m,0.9996063434934203,17782,17786
145,6/mmm,0.35196028513238287,7856,7858
146,mm2,0.9902266754270697,12176,12176
147,m-3m,0.7101657314367741,7663,7673
148,3m,0.9685288169868554,7912,7915
149,2/m,0.9759079793496965,11041,11042
