cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,3m,0.9373689727463312,7632,7632
1,mmm,0.5898206927274752,8979,9026
2,-43m,0.9993499586337312,16922,16925
3,mm2,0.9890675694738327,14178,14179
4,2/m,0.9824963343108505,10912,10914
5,4mm,0.8049347629505232,7741,7744
6,mmm,0.9628185907046477,13340,13344
7,-3m,0.990909090909091,15400,15407
8,4/mmm,0.8887062956876522,17647,17650
9,4/mmm,0.9987386124737211,14270,14276
10,m-3m,0.9778390963180132,11597,11597
11,mm2,0.9672990752216608,10489,10491
12,mm2,0.9111589302182601,9759,9768
13,-43m,0.9978065802592223,10030,10032
14,2/m,0.955731554814506,11995,12001
15,m,0.9903872068996497,11131,11132
16,6/mmm,0.7152127792337452,8013,8017
17,m-3m,0.9507490031253368,9279,9280
18,mmm,0.9256745707277187,12230,12232
19,4mm,0.899667458432304,10525,10528
20,-43m,0.9926671967488294,11319,11320
21,4mm,0.8553916874162037,10442,10442
22,-3m,0.9993932038834952,9888,9888
23,mmm,0.9473055575072016,14233,14235
24,-42m,0.9819563946203325,11971,11972
25,mmm,0.8605626419709942,11446,11452
26,mm2,0.8623580015440608,9067,9067
27,6/mmm,0.6467094897588171,8251,8259
28,mmm,0.9713573257851462,14838,14840
29,-42m,0.9366041366041366,10395,10397
30,2/m,0.98921920940869,9183,9185
31,mm2,0.924889076695542,9466,9467
32,mm2,0.9663915094339622,10176,10178
33,3m,0.9876445846477392,7608,7608
34,4/mmm,0.9992316557817903,10412,10413
35,m-3m,0.3592263297457495,6411,6417
36,mmm,0.9664094018593229,11402,11403
37,-43m,0.9891543539767369,12724,12724
38,-43m,0.9997695498540482,13018,13020
39,m-3m,0.7560380580629422,8198,8207
40,-43m,0.997770190230646,14351,14353
41,mm2,0.9849563953488372,13760,13762
42,3m,0.950352526439483,6808,6810
43,mmm,0.9327130908749177,10641,10641
44,4mm,0.7790258347799448,9793,9794
45,m-3m,0.4295377677564825,7096,7102
46,4/mmm,0.8623472265747415,12764,12765
47,-42m,0.9923149015932521,10670,10671
48,m,0.8263782121678015,9106,9107
49,m,0.997410051798964,14286,14288
50,-43m,0.9983333333333333,15600,15607
51,4/mmm,0.8953879252386715,14874,14875
52,m,0.9996168582375479,13050,13050
53,-3m,0.9908935685828116,8785,8787
54,mmm,0.773038357472545,12566,12573
55,mm2,0.989213738291229,14092,14092
56,m,0.9972308020023432,9389,9391
57,mm2,0.9816250167045303,14966,14969
58,-43m,0.9920450135816842,10308,10309
59,4mm,0.9082493874217261,11019,11019
60,m-3m,0.9831730769230769,12480,12480
