cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,I4mm,0.22078070853738865,34917,34920
1,Cmmm,0.4635596650166558,32121,32125
2,F-43m,0.7299743024963289,54480,54491
3,P6_3/mmc,0.18741837872272654,31395,31439
4,Cm,0.30905021326914145,23679,23680
5,Cm,0.23020107840934623,35608,35610
6,Cmmm,0.2670893227041617,31862,31873
7,R-3m,0.5252275883351335,32405,32417
8,R-3m,0.7928984523924913,30951,30954
9,F-43m,0.9974125323433457,26667,26670
10,I-4m2,0.3127038755050127,33415,33416
11,P4mm,0.2994729907773386,37950,37953
12,C2/m,0.2048795158076764,26601,26603
13,Pm-3m,0.10803524842019827,34498,34716
14,C2/m,0.20062448273267625,26582,26623
15,F-43m,0.9927622111233387,23626,23626
16,I4/mmm,0.4324578449194509,31906,31916
17,P4mm,0.2223893124431699,28594,28598
18,P4/mmm,0.3538810466808842,29541,29548
19,Imm2,0.1837796480489671,32675,32678
20,P-6m2,0.10526735833998403,25060,25070
21,F-43m,0.5461465869770368,47685,47686
22,F-43m,0.5057919297282459,54645,54652
23,R-3m,0.7544559099437148,25584,25589
24,C2/m,0.25020496916550816,28053,28073
25,F-43m,0.9981567108222944,32008,32018
26,P4mm,0.27689708639003957,43211,43215
27,P4/mmm,0.460586590516985,33618,33622
28,Cmmm,0.47373218428902886,24136,24140
29,P2/m,0.23605248801217446,34827,34828
30,F-43m,0.9989674593241552,31960,31972
31,C2/m,0.17277995206456115,32961,32971
32,I4mm,0.20955501897205933,28990,28991
33,F-43m,0.9981801950281555,29124,29128
34,Imm2,0.19385512446736936,44590,44594
35,Immm,0.21509721440164287,30191,30196
36,P4mm,0.3191986644407346,38935,38943
37,I-4m2,0.4181402956516372,32403,32407
38,F-43m,0.7380282314357258,45127,45139
39,R-3m,0.8548650191664627,24522,24527
40,Cm,0.3014119321373731,26701,26703
41,R-3m,0.12568763453719206,33448,33524
42,Pm,0.23363632211209062,21893,21898
43,P2/m,0.32480389916990327,26262,26266
44,I-4m2,0.3337855805497517,36853,36860
45,P4/mmm,0.4391042094455852,31168,31172
46,I-4m2,0.27664670658682633,30895,30903
47,P4mm,0.23771481414883505,38929,38932
48,I4/mmm,0.31700410129548856,30722,30728
49,P4mm,0.21796238352302033,29083,29086
