cluster_i,cluster_k,epsilon
0,1,2.9274410481528647e-30
0,2,8.540597282018368e-16
0,3,1.5449307370913518e-30
0,4,1.7180407633207598e-30
0,5,2.7569638713693216e-30
0,6,5.0717778835806835e-30
0,7,7.364842269707917e-16
0,8,5.4158618652989385e-30
0,9,2.7596143551463627e-30
0,10,5.164263349815792e-17
0,11,6.647975840408532e-16
0,12,4.917665322376261e-30
0,13,6.300393517905803e-16
0,14,5.150757773857757e-16
0,15,5.030075314667372e-30
0,16,3.333915521892312e-30
0,17,3.0391697054459077e-30
0,18,1.7001539155068555e-30
0,19,5.715249555823328e-16
0,20,3.589057200261458e-30
0,21,2.375304408770436e-30
0,22,1.6115792476268973e-30
0,23,1.7353322999217291e-15
0,24,9.159833015732308e-16
0,25,4.172616856071866e-16
0,26,3.9801414684708515e-16
0,27,2.0331829850368428e-30
0,28,7.709464309326428e-16
0,29,8.806096951308032e-16
0,30,9.01220198986206e-16
0,31,5.138010235514753e-30
0,32,1.1870575969643489e-15
0,33,1.6805473485716167e-30
0,34,5.1264527499481395e-16
0,35,4.1402991098892426e-30
0,36,3.429721369795686e-30
0,37,1.0476335177166291e-30
0,38,0.0
0,39,2.856461451819901e-30
0,40,2.0808898144707743e-30
0,41,3.2601902193519e-30
0,42,4.2168689688441084e-30
0,43,3.4526242445293553e-16
0,44,7.481888696471243e-16
0,45,1.535669350111362e-30
0,46,1.1146863866951865e-16
0,47,1.9083840703688785e-30
0,48,7.23671316870928e-16
0,49,2.1283414230661088e-30
1,2,8.180191509865349e-16
1,3,1.265193906598088e-30
1,4,1.6794421347683712e-30
1,5,1.3107505376558284e-26
1,6,1.1688407663257426e-23
1,7,7.3310130393331e-16
1,8,1.4168313160142685e-25
1,9,2.389717726665522e-30
1,10,1.3572849921606955e-30
1,11,5.430654286515095e-16
1,12,4.592423898443686e-30
1,13,2.6618479406176084e-30
1,14,1.1086988441277473e-15
1,15,4.76959499590702e-30
1,16,3.2047988219452816e-16
1,17,2.8078133251471045e-30
1,18,9.890646540606704e-31
1,19,5.97506482565842e-16
1,20,6.212975650486823e-26
1,21,1.5423640646886016e-30
1,22,1.3562670830718818e-30
1,23,1.6363637727819473e-15
1,24,5.709006322479273e-16
1,25,2.2804213732327006e-30
1,26,3.249185887867379e-30
1,27,1.821866596386877e-30
1,28,6.945708720966566e-16
1,29,5.866546522972428e-16
1,30,6.7268803370172965e-16
1,31,8.276235357432534e-16
1,32,6.365396880336072e-16
1,33,1.5764831731702246e-30
1,34,3.800640678605829e-16
1,35,3.8719824583714925e-30
1,36,5.014313035531192e-16
1,37,6.667106773303095e-31
1,38,0.0
1,39,1.5313084457024488e-30
1,40,1.9490447860916874e-30
1,41,3.0770672172640714e-30
1,42,3.9009854762066105e-30
1,43,1.728369429472301e-30
1,44,7.886641315818078e-16
1,45,1.3204079543046674e-30
1,46,1.2699166941440916e-27
1,47,1.8434874733874573e-30
1,48,1.3315320052793885e-15
1,49,1.9910585928786746e-30
2,3,3.4943376838197854e-16
2,4,3.7046805889562987e-16
2,5,5.427741040264723e-16
2,6,9.820484627622997e-16
2,7,1.031438788186924e-15
2,8,4.763387676571377e-16
2,9,6.168985362898902e-16
2,10,2.3451511033280583e-16
2,11,1.4773438642687257e-15
2,12,4.3277874186244926e-16
2,13,3.827739801180564e-16
2,14,1.1699576589314073e-15
2,15,5.843212027244936e-16
2,16,5.377843057134948e-16
2,17,4.474785493767048e-16
2,18,2.1015004614307623e-30
2,19,9.210516434834468e-16
2,20,1.3867547832128822e-15
2,21,9.973668128260799e-16
2,22,1.4753310691879924e-16
2,23,2.921551806643272e-15
2,24,9.918804941559048e-16
2,25,1.4244410094821804e-15
2,26,1.1884337197274844e-15
2,27,4.135089663112081e-16
2,28,1.3578002091155227e-15
2,29,9.4528302472257e-16
2,30,1.3855414802913482e-15
2,31,1.0402628094344281e-15
2,32,1.5981252658427348e-15
2,33,6.1462727869256125e-16
2,34,6.860137284177289e-16
2,35,5.317719764449023e-16
2,36,6.499927838101894e-16
2,37,1.5748798693121856e-30
2,38,0.0
2,39,1.422155887433023e-16
2,40,4.315523984894773e-16
2,41,1.2743135077365942e-16
2,42,9.427716383337876e-16
2,43,5.146518482113828e-16
2,44,8.078459037031501e-16
2,45,6.922300678461004e-16
2,46,6.351362587912714e-16
2,47,7.236063744185807e-16
2,48,1.4879599146048395e-15
2,49,5.181482833254582e-16
3,4,1.291755798692598e-30
3,5,2.2518217547357706e-30
3,6,2.3915581334523187e-30
3,7,6.842819079035269e-16
3,8,2.94922637251579e-30
3,9,1.5539138798183155e-30
3,10,1.7547763844130972e-30
3,11,2.4555259493641806e-30
3,12,2.501544697061539e-30
3,13,2.1669265813457057e-30
3,14,7.296832322990542e-30
3,15,2.2666689908326698e-30
3,16,1.729273813959144e-30
3,17,1.6739432013806446e-30
3,18,1.2438775160743174e-30
3,19,7.70935782564217e-16
3,20,1.862730267360276e-30
3,21,2.1637911161261267e-30
3,22,9.58021186305966e-31
3,23,7.736788912175082e-16
3,24,5.588459282932723e-16
3,25,1.7312791094690377e-30
3,26,1.6283513204554237e-30
3,27,1.2571070647284267e-30
3,28,5.585217059040674e-16
3,29,3.6407709535370065e-16
3,30,2.8247776020139063e-16
3,31,3.4874062119485986e-30
3,32,8.675837541788926e-16
3,33,9.452375007875515e-31
3,34,2.1387875655124943e-30
3,35,1.8797879829871213e-30
3,36,1.3405399040602397e-30
