cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,mmm,0.9457918273667274,42263,42273
1,mmm,0.9430314041007007,30824,30827
2,-43m,0.9888076897754954,45567,45577
3,mm2,0.9660969925646432,36044,36048
4,3m,0.9616469008726785,22345,22349
5,2/m,0.8304693575496074,39863,39879
6,4mm,0.5176833610253976,29491,29498
7,2/m,0.9758756193405091,29265,29268
8,6/mmm,0.24056139198949442,24368,24417
9,-43m,0.9970457217100785,64652,64660
10,-3m,0.9795585757299522,36201,36213
11,4mm,0.8872504537205081,39672,39673
12,m,0.9862815334197088,26242,26244
13,mmm,0.7664093134270197,41059,41085
14,m,0.9883157515851261,36117,36118
15,4/mmm,0.8525500173470568,17294,17307
16,mm2,0.9763313609467456,29575,29584
17,m,0.9913591692935286,26965,26966
18,3m,0.6995800703665872,17622,17624
19,-43m,0.9995588799386268,52140,52146
20,6/mmm,0.4903091179175214,28274,28287
21,4/mmm,0.9985021786492375,36720,36729
22,m,0.9923677567075677,34066,34074
23,4/mmm,0.8738639557762579,42692,42699
24,-43m,0.9921119149307068,45892,45908
25,m-3m,0.9522563386834147,34392,34392
26,-42m,0.8008298755186722,36150,36154
27,2/m,0.9831610587982701,32603,32606
28,4/mmm,0.8981217985202049,43925,43934
29,3m,0.8076947098869527,16011,16021
30,-6m2,0.4108242638994347,23706,23721
31,mmm,0.9446077178635318,46956,46964
32,mmm,0.9246529798021778,24062,24067
33,mmm,0.9103420476793734,17366,17369
34,mmm,0.2809154493981063,21017,21267
35,-3m,0.977038920398983,25565,25566
36,mm2,0.9546317879651213,23166,23170
37,mm2,0.9909293526149381,38586,38588
38,-43m,0.9943420980703002,36586,36593
39,4/mmm,0.9909299869540908,32194,32203
40,mmm,0.9104482425024186,31010,31017
41,m-3m,0.9568825592962983,38198,38200
42,-43m,0.9899354640442533,26032,26037
43,mm2,0.9850487838394943,36385,36387
44,4mm,0.8510163799953859,39011,39018
45,m-3m,0.598064410301274,18289,18308
46,-42m,0.9479371643931561,29983,29986
47,mm2,0.9610146734439436,20854,20855
48,2/m,0.9072288854946541,39937,39943
49,-3m,0.9267981438515082,25860,25870
