cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,Immm,0.2295567583382095,27344,27347
1,C2/m,0.25673400673400676,33264,33283
2,C2/m,0.12757897585063924,29566,29574
3,F-43m,0.999686216339571,35056,35068
4,I-4m2,0.34086505662436895,36645,36651
5,F-43m,0.5011988076723691,30864,30867
6,Pm,0.3886167400881057,28375,28382
7,Pmmm,0.19952820329063276,33489,33493
8,R-3m,0.9069033886085076,22192,22194
9,P4/mmm,0.4870879120879121,29120,29123
10,Pm,0.26785427700208636,31155,31157
11,F-43m,0.9997438670385338,35138,35144
12,Cmmm,0.47373540856031127,30840,30844
13,Cm,0.3300024774960773,36327,36356
14,I4/mmm,0.3800271125169453,37621,37629
15,F-43m,0.8834672414919329,30618,30629
16,I-4m2,0.3551693925233645,34240,34244
17,R-3m,0.6642954589748588,30786,30798
18,P4mm,0.1589551573504502,33651,33656
19,R-3m,0.11580547112462006,32900,32950
20,F-43m,0.9986093991972441,31641,31643
21,P2/m,0.3550021105951878,26059,26064
22,Imm2,0.25220643231114437,40110,40115
23,P4mm,0.19248509792790236,28184,28186
24,P4/mmm,0.40975107075000805,31053,31061
25,P2/m,0.3053458169737239,29799,29802
26,F-43m,0.9998568565702834,34930,34938
27,C2/m,0.26929736626264467,32919,32935
28,Imm2,0.23545393599378991,28341,28342
29,Imm2,0.3184820762278544,36181,36182
30,I-4m2,0.33338238323670505,33979,33985
31,P4/mmm,0.4712973257651121,34178,34184
32,P4mm,0.3897380188464745,39583,39588
33,Cm,0.3266664737040146,34549,34553
34,R-3m,0.7724137931034483,26245,26251
35,I4/mmm,0.42901663833513626,38826,38833
36,P4mm,0.22308055593037376,29644,29647
37,I4/mmm,0.20186282231277608,29203,29221
38,Cm,0.25036324010170724,33036,33041
39,Cmmm,0.14349922366593118,36711,36719
40,Cm,0.15007709978915568,31777,32020
41,F-43m,0.5194157074165817,27452,27453
42,P6_3/mmc,0.1452641432165214,34186,34219
43,F-43m,0.6230371936635585,28849,28853
44,Cmmm,0.426810423544286,28474,28477
45,F-43m,0.8562851624821564,47636,47649
46,R-3m,0.7901248453492296,26673,26675
47,Cm,0.2934615272896273,34427,34433
48,Fm-3m,0.5900344431687715,43550,43553
49,P4mm,0.3867006812256455,35671,35678
