cluster_id,dominant_space_group_symbol,fraction
0,Pm,0.61121946688957
1,P-3m1,0.15416666666666667
2,Fm-3m,0.9740661892781111
3,Cmmm,0.5114810562571757
4,Imm2,0.42819173311337183
5,Cm,0.8966697502312674
6,F-43m,0.9984865682936057
7,R-3m,0.9327871129009859
8,Immm,0.35074480595844765
9,C2/m,0.5006269894858686
10,Pmm2,0.2763625291789303
11,Pmmm,0.5589141891220045
12,I-4m2,0.5064432989690721
13,F-43m,0.9719377576805426
14,P4mm,0.49855829879257524
15,C2/m,0.6561225614460487
16,Imm2,0.3786407766990291
17,I4/mmm,0.33585313174946
18,R-3m,0.6895413276736234
19,P2/m,0.4963832039520113
20,I4mm,0.5872795296632817
21,C2/m,0.20070987915152538
22,P4/mmm,0.4592960904747977
23,P2/m,0.5456815637647464
24,F-43m,0.998681550496616
25,F-43m,0.9978706414692574
26,I4/mmm,0.45713710083610354
27,Cm,0.8918542336548767
28,I-4m2,0.6359362374201132
29,F-43m,0.9987381235154394
30,I4mm,0.35801376597836776
31,C2/m,0.45143256464011183
32,Pm,0.8161923454367026
33,Fm-3m,0.9318286081291861
34,Pmmm,0.3825072121688959
35,F-43m,0.9814924197676708
36,Cmm2,0.23140559172730754
37,Fm-3m,0.9074244869725617
38,P2/m,0.40687877886807416
39,I-4m2,0.47787108488424873
40,Pm,0.5172131147540984
41,P4mm,0.44102096627164994
42,P2/m,0.44747642817526345
43,Imm2,0.4410499139414802
44,C2/m,0.6802397488345543
45,P4/mmm,0.5857718120805369
46,F-43m,0.9839957604663487
47,I4/mmm,0.1172509867657302
48,R3m,0.29733269826149084
49,P4mm,0.7310182936700663
50,I4/mmm,0.44697597348798673
51,Imm2,0.29699104932393827
52,I4/mmm,0.4589668137976132
53,R-3m,0.7778601433160366
54,Pm,0.7773046380481068
55,F-43m,0.998537892941272
56,Imm2,0.35215348472983554
57,P4/mmm,0.5816062176165803
58,Cm,0.1600205023065095
59,R-3m,0.9440168687401159
60,P2/m,0.4056032306915699
61,C2/m,0.3808745050783267
62,Pm-3m,0.45907572383073497
63,Cmcm,0.12371646240476979
64,P6/mmm,0.18748827612080285
65,Pmm2,0.47004152659679654
66,F-43m,0.9766835626357712
67,R-3m,0.9613714492491405
68,Pmmm,0.344180225281602
69,Cmmm,0.6482032317710427
70,P4/mmm,0.5899506975768384
71,Pmm2,0.2719017555997578
72,F-43m,0.9989696032972695
73,F-43m,0.9983348943698616
74,I4/mmm,0.16334379905808477
75,Cm,0.9406587166382737
76,C2/m,0.2388989667954886
77,Imm2,0.2769477504853549
78,I-4m2,0.5578307830783078
79,P4mm,0.4418933794621796
80,P4mm,0.49156425744636534
81,Cmmm,0.4968689046299148
82,Cm,0.8713692946058091
83,R-3m,0.9019224128007367
84,Cmm2,0.37607944732297066
85,P6_3/mmc,0.16968190002572237
86,Fm-3m,0.8633112582781457
87,Imm2,0.2988636363636364
88,I4mm,0.6025953751585521
89,F-43m,0.71187524990004
90,R-3m,0.747847967156668
91,Pm,0.6582860810955387
92,P4mm,0.6347649346058678
93,P3m1,0.9460947688740762
94,Fm-3m,0.9314687744289064
95,Cmmm,0.28323117738541764
96,I-4m2,0.565684029765312
97,F-43m,0.9988717866064953
98,F-43m,0.9749297094657919
99,Pm,0.5484389348025712
100,P4/mmm,0.5411272267107953
101,F-43m,0.9949540821475427
102,P4mm,0.4295925661186562
103,I4/mmm,0.46756282875511396
104,P4/mmm,0.47869225764476253
105,P6_3/mmc,0.15397330721195054
106,Imm2,0.31842539159109645
107,P4mm,0.3117005267118134
108,P4/mmm,0.5695189306011367
109,C2/m,0.4873856669011961
110,R3m,0.9694958116010748
111,P3m1,0.9467239527389903
112,P2/m,0.5129068462401796
113,P2/m,0.4554069612966079
114,I4/mmm,0.3524054180289584
115,R-3m,0.6027667984189723
116,F-43m,0.9746230866612959
117,I4/mmm,0.5128567862195224
118,F-43m,0.9948937722257682
119,Fm-3m,0.9347095535285646
120,Cmm2,0.3279569892473118
121,P4mm,0.6407766990291263
122,F-43m,0.9596943782419739
123,Cm,0.7355641885926187
124,F-43m,0.9994337943864757
125,Fd-3m,0.30163737419257924
126,Pm,0.3383893404843711
127,R-3m,0.9788434414668548
128,Imm2,0.3602985273539015
129,F-43m,0.9904296477295866
130,F-43m,0.9879720467679075
131,P-6m2,0.5191982884810269
132,R-3m,0.5927248677248678
133,R-3m,0.8929985155863434
134,Immm,0.3261420129443767
135,I-4m2,0.4279472575485683
136,P4/mmm,0.24476744186046512
137,P4/mmm,0.3546003202364823
138,P4mm,0.3289315726290516
139,I4/mmm,0.37821869488536153
140,Cmmm,0.4611170889171476
141,Cm,0.24508510357566962
142,Cmm2,0.3152288546720101
143,R-3m,0.8720835869344694
144,Cm,0.6877317676143387
145,C2/m,0.34230729859760467
146,Immm,0.27232341181697023
147,Cm,0.7241118669690099
148,F-43m,0.8024061246810062
149,P4/mmm,0.733984086621278
