cluster_id,dominant_space_group_symbol,fraction
0,I4/mmm,0.5028354764259809
1,Fm-3m,0.4934053251999011
2,P2/m,0.29770612338681884
3,R-3m,0.8808158584534731
4,P4mm,0.4585807968324672
5,P4/mmm,0.649988105622076
6,P6_3/mmc,0.16331564897104045
7,Cm,0.13956761625943023
8,F-43m,0.9981110475100172
9,I4mm,0.23368268446645926
10,P3m1,0.14634146341463414
11,P3m1,0.15773457917158917
12,Cm,0.28202360030128043
13,F-43m,0.9971849488599043
14,I-4m2,0.3458905098945544
15,Cmmm,0.2777425840746963
16,F-43m,0.9992163009404389
17,Imm2,0.33367044008743024
18,Pmmm,0.49059740643588134
19,R-3m,0.7970924724914378
20,R-3m,0.49156667421326694
21,Immm,0.20230993780936668
22,P3m1,0.14507489167150023
23,Fm-3m,0.5715760682522144
24,Cm,0.2501391035548686
25,Cm,0.2393730705295654
26,I-4m2,0.4853600717580728
27,P4/mmm,0.4471977068718413
28,F-43m,0.9042616238349227
29,R-3m,0.7619413407821229
30,I4/mmm,0.34756176016469376
31,F-43m,0.8309257931222894
32,Pmmm,0.3951911651639058
33,Imm2,0.15884191242501527
34,F-43m,0.999002272601297
35,P2/m,0.2456
36,Cmmm,0.49246786926509284
37,Cm,0.35858189429618004
38,Pm,0.2634082169601295
39,P4mm,0.4002186702764617
40,Cmm2,0.23121071330964743
41,P6_3/mmc,0.11192207202090197
42,Pm,0.29880909418982315
43,Imm2,0.18357254577238016
44,Imm2,0.21116976938038343
45,R-3m,0.11835642317380353
46,Cmmm,0.5160438167024761
47,I4/mmm,0.3744511668107174
48,Pm,0.22798902149443365
49,Pm-3m,0.13697583341293343
