cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,P2/m,0.19625531914893618,29375,29380
1,Cmmm,0.3116718594857397,29207,29210
2,Immm,0.15246004024889548,43231,43241
3,Fm-3m,0.7312123493975904,26560,26561
4,R-3m,0.8087939964062996,28383,28384
5,Cm,0.32052506811025017,28263,28269
6,F-43m,0.9244268915548165,33676,33685
7,I4/mmm,0.39558757554165674,37893,37899
8,Pmmm,0.23884490271895906,32586,32592
9,P4mm,0.4869638069705094,29840,29841
10,Immm,0.17451930592465217,31985,31990
11,F-43m,0.996835902348399,34449,34451
12,Imm2,0.23290835390294165,44159,44168
13,R-3m,0.7651592607156902,25430,25439
14,F-43m,0.9950033603132397,34223,34233
15,I-4m2,0.2179334916864608,33680,33687
16,P4/mmm,0.43021039132092476,28851,28857
17,P6_3/mmc,0.12559283775900987,39429,39482
18,C2/m,0.12166335759982351,36264,36493
19,Cm,0.30371947756956275,35220,35223
20,I-4m2,0.4724576271186441,37288,37296
21,Cmmm,0.30147431208148107,35542,35549
22,P4mm,0.2989428347689898,40864,40875
23,Fm-3m,0.7939906173207238,26858,26860
24,C2/m,0.12850504303743993,37874,37884
25,F-43m,0.5900493421052632,29184,29184
26,I4/mmm,0.21556240369799692,25960,25968
27,F-43m,0.9358130348913759,30380,30388
28,Immm,0.17166354681314636,32587,32589
29,C2/m,0.2284513649097661,30698,30718
30,F-43m,0.9959978812312401,33982,33994
31,C2/m,0.46410470454952,33542,33546
32,Imm2,0.3605356593698454,35769,35772
33,P2/m,0.2937107684807118,32818,32820
34,I-4m2,0.4016396067505684,31227,31233
35,P3m1,0.2225514610850172,31723,31728
36,R-3m,0.8088517708007682,22391,22399
37,P2/m,0.2873029901310944,27156,27157
38,Cm,0.35280548425874786,30779,30783
39,Pmmm,0.44620792213059346,36985,36991
40,F-43m,0.8965007237711624,31778,31793
41,F-43m,0.9904384328358209,38592,38596
42,Cm,0.2593450215018194,33253,33259
43,I4/mmm,0.33749821300929234,34975,34981
44,Pm,0.30109534136766686,36427,36487
45,P4mm,0.14919852034525277,34062,34064
46,Imm2,0.20285626535626536,32560,32564
47,Fm-3m,0.47347105469148826,29383,29387
48,R-3m,0.8410433070866141,22352,22356
49,P6_3/mmc,0.1159333413259801,33364,33383
