cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,2/m,0.23322553191489362,29375,29380
1,mmm,0.422535693498134,29207,29210
2,mmm,0.32039508685896695,43231,43241
3,m-3m,0.7342620481927711,26560,26561
4,-3m,0.8088996934784907,28383,28384
5,m,0.4956303294059371,28263,28269
6,-43m,0.9259710179356218,33676,33685
7,4/mmm,0.40139339719737155,37893,37899
8,2/m,0.3090897931627079,32586,32592
9,4mm,0.4907171581769437,29840,29841
10,mmm,0.28110051586681256,31985,31990
11,-43m,0.996835902348399,34449,34451
12,mm2,0.5453474942820263,44159,44168
13,-3m,0.7657097915847424,25430,25439
14,-43m,0.9950033603132397,34223,34233
15,mm2,0.3620249406175772,33680,33687
16,4/mmm,0.4426882950331011,28851,28857
17,m-3m,0.2283344746252758,39429,39482
18,mmm,0.2536951246415178,36264,36493
19,m,0.4179443498012493,35220,35223
20,-42m,0.4724576271186441,37288,37296
21,mmm,0.38973608688312417,35542,35549
22,4mm,0.30408183241973374,40864,40875
23,m-3m,0.7956288629086306,26858,26860
24,mmm,0.22986745524634314,37874,37884
25,-43m,0.5900836074561403,29184,29184
26,4/mmm,0.326271186440678,25960,25968
27,-43m,0.9363396971691903,30380,30388
28,mm2,0.38714824930186886,32587,32589
29,mmm,0.2892370838491107,30698,30718
30,-43m,0.9959978812312401,33982,33994
31,2/m,0.5022360026235764,33542,33546
32,mm2,0.6874668008610808,35769,35772
33,2/m,0.3307026631726492,32818,32820
34,-42m,0.4016396067505684,31227,31233
35,3m,0.23172461620905968,31723,31728
36,-3m,0.8091197356080568,22391,22399
37,2/m,0.47937840624539696,27156,27157
38,m,0.6359855745800709,30779,30783
39,mmm,0.4974719480870623,36985,36991
40,-43m,0.9055635974573605,31778,31793
41,-43m,0.9904384328358209,38592,38596
42,m,0.47282951914113014,33253,33259
43,4/mmm,0.3394710507505361,34975,34981
44,m,0.4779970900705521,36427,36487
45,mm2,0.35185837590276553,34062,34064
46,mm2,0.43596437346437344,32560,32564
47,m-3m,0.4751727189191029,29383,29387
48,-3m,0.8410880458124552,22352,22356
49,6/mmm,0.21271430284138593,33364,33383
