cluster_id,n_samples,largest_sv,top_sv_fraction
0,10591,207.13560754184118,0.6287991930386053
1,6438,231.10819434751076,0.5240401148560202
2,9052,305.0456780779108,0.3060653450181823
3,23152,495.6991261424883,0.5678293116255917
4,19748,537.6228275586118,0.5140941433499476
5,13441,571.2120551555923,0.5443785741466924
6,13425,284.9482586220917,0.7072217932896998
7,12169,178.69973108036262,0.5077400137697833
8,19008,383.7993436965008,0.5571426248855896
9,18209,380.7416535633602,0.7189275434666882
10,8561,365.41384071375785,0.5181006845293624
11,12541,334.68981910251694,0.7270538745990498
12,9903,520.4041339042996,0.45593922801128034
13,9733,544.4215080398817,0.5210352711115684
14,21726,530.88021458542,0.4625324679427641
15,3139,238.1276900103871,0.6048444901669559
16,12594,315.0541157779615,0.5518296658824297
17,14012,361.25223544414973,0.6328949557448534
18,15953,385.84575605008325,0.49867578556850256
19,6314,267.3949565644705,0.5483878837139264
20,14309,385.8153217624573,0.37353169551830934
21,3906,286.7773326944506,0.48217367553025375
22,11842,396.8618365119164,0.3843475206025466
23,6064,236.32024081183053,0.3307214515894131
24,11067,435.08043727843534,0.5616990746988421
25,7533,217.62814894603665,0.5325415605659831
26,14426,361.6501775090636,0.5779836209308624
27,13486,694.1201550164308,0.5093638899924325
28,6168,262.8255473511328,0.685687557792523
29,10693,453.1946869132203,0.3923908881227056
30,14317,328.84612230651237,0.4366573724655081
31,10709,423.9637610273458,0.5270912501084505
32,17135,400.72903384270717,0.5720026455839228
33,9931,520.3246905583709,0.48395070722831923
34,10827,363.7688029694024,0.5328377330319687
35,11496,283.8824369788298,0.3871922141369616
36,15383,498.52910860570165,0.5117611659398351
37,8181,372.05593010077763,0.5593995323813239
38,6630,205.49447966703946,0.34832602038528365
39,6332,284.6150608073132,0.6219507023757536
40,15610,243.39999812707055,0.7108523327778534
41,9912,628.8038224065893,0.3597285730302866
42,8955,396.2995862831678,0.6370612025933318
43,9044,475.7301538529211,0.5850135006558307
44,10828,738.4382834068714,0.4520876867937065
45,1906,153.03938672301513,0.2145696270758505
46,8834,361.4012562578027,0.5546883350586513
47,11623,257.3604547193693,0.5691000608476517
48,19721,429.8442766141443,0.5038961082000782
49,15179,472.78171759360237,0.5368356571378247
50,7939,332.0877206119631,0.5046757158789584
51,6040,264.9250675821955,0.48002994387795744
52,5367,224.8610270543919,0.4618963737742724
53,11979,191.00318066007017,0.7485370116394313
54,13776,143.91840993461258,0.9999999999998894
55,9842,368.63357220466844,0.278982603184995
56,11331,380.9410200882335,0.5582512083261439
57,12239,394.788932334015,0.42970786687679624
58,7207,401.2829474725721,0.3990877570735057
59,9348,413.3184830198405,0.3923110781469375
60,6492,339.69339978452916,0.44631787675644313
61,8872,411.30255807410333,0.5709024821173515
62,13880,225.23125538558455,0.999999999999893
63,8796,499.06673872378167,0.5161547510219135
64,5823,192.92013958303542,0.42286819113441587
65,8026,341.70197354659143,0.5679908961699937
66,6029,315.97709361750714,0.5584364861851128
67,8452,481.79485922231095,0.4763313265841182
68,21897,334.13988526722477,0.5464150418129955
69,15648,73.97558202214834,0.999999999999883
70,8894,356.03062034462374,0.3677523092732466
71,8405,540.3924163713598,0.3781967754458783
72,10997,255.26349161447985,0.3817381650751047
73,13900,521.376372996165,0.45907847407593916
74,18253,405.9573893866272,0.5134438254828388
75,6140,313.37474222809254,0.4138529544883288
76,8999,255.08446292546378,0.4457330169414886
77,5252,325.67878828974136,0.5266235817690958
78,11411,323.6355560776097,0.5590706427757804
79,15803,419.70322583921086,0.583062092698568
80,10192,356.76206819686365,0.6084629725773127
81,14891,420.0071438043513,0.44592399898710067
82,6128,193.2584376678752,0.3456585288001119
83,12335,439.5628587109451,0.40403135646585003
84,9943,345.0075884324003,0.5909526316878614
85,5565,368.5516373959107,0.5641957025225756
86,25049,657.875749270603,0.5581213485754405
87,6404,215.7311557358543,0.47932673703167566
88,5919,320.6717094391561,0.5017507174253284
89,11960,502.7591966715696,0.5359115474232079
90,7858,371.7145347578548,0.5230013928576931
91,13488,599.1216343713248,0.5548610188693442
92,9122,158.6730735676915,0.5896222182296205
93,9378,493.3970715546401,0.5003297768380007
94,13055,341.93709063994976,0.6004783922757754
95,16965,559.0264932765111,0.5093158040166811
96,5736,231.96714064675996,0.5551796880849642
97,8146,301.7288732594669,0.3881948617200941
98,4702,221.9045374599067,0.2595694837865456
99,7460,391.22088521381784,0.39287845201792565
100,10426,216.48668510116366,0.8073136532270284
101,9938,357.57366725781276,0.6242168548044214
102,19026,404.74782158946476,0.6268443808214986
103,12444,443.25355387741166,0.6295349083369683
104,11187,388.4076524586405,0.5161325420474383
105,12273,618.8788454282708,0.5627253093441049
106,13409,347.99232702021385,0.47717900875042857
107,11635,143.09858696637667,0.7330186152664545
108,12161,320.5161960790889,0.5182847633625185
109,6282,300.88732198142054,0.22483088884803556
110,7919,401.26900502659794,0.30654034830584953
111,13717,423.4019804838894,0.6437178857645309
112,10805,262.643912172965,0.6649226981243601
113,16075,331.01039769525096,0.6906084790974646
114,10937,193.2946292410619,0.7528319385501394
115,13831,476.6299586895737,0.5194247312857135
116,13000,653.6000678121213,0.46035037242411286
117,18746,350.71580834586797,0.5997871016005569
118,6823,142.3004026076033,0.9999999999998893
119,7696,234.5522989991619,0.5402706591537753
120,6371,377.46389689351616,0.5877364675556157
121,13881,281.35289409396796,0.5777616034183009
122,6906,251.975674003076,0.39864331234032463
123,21675,476.8314774424508,0.5073148921720948
124,4441,335.3205530923533,0.5647498768846162
125,12357,440.4606588335798,0.5852516584432709
126,11996,333.5859161576772,0.5566199047820207
127,9757,278.00312912341445,0.6079356565106808
128,5690,263.0826977677355,0.3498117191766055
129,12434,476.0582175918293,0.5232196300215031
130,14431,596.8009449711827,0.554777296848731
131,13354,221.82413815378598,0.5975006054036525
132,11458,649.671859364282,0.46472516574146017
133,15108,142.02948688558146,0.9999999999998901
134,3507,233.78162904881813,0.4479801021371063
135,5198,198.4862309615052,0.2717870181290472
136,5258,209.43537383041152,0.37421892481577873
137,11239,184.18270049269586,0.7472540471654883
138,5788,298.15913446102604,0.4722877200362351
139,6356,479.55462160361765,0.478652240630769
140,11536,203.77580721852834,0.7622582184455988
141,16973,261.68125118999257,0.5254126925592446
142,8845,475.4192480629463,0.5776692094954508
143,10775,269.8692080595238,0.6762746582913435
144,8989,338.9874326919317,0.4845570668862296
145,10616,382.6173118712782,0.46755503624900563
