bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
-4.4,-4.3,38,25.4101,-6.20441,-2.09973,-1.62066,1.35377,-2.41075,1.5545,-1.0187,-0.172036,0.752747,-1.16518,1.15626
-4.3,-4.2,130,24.536,-5.42313,-1.51405,-1.27979,0.608274,-2.41809,1.14327,-0.681751,0.201124,0.719947,-0.75173,1.56718
-4.2,-4.1,92,19.4481,-4.93555,-1.79728,-1.50015,1.18264,-2.24194,0.845118,-0.944982,0.314275,0.832776,-0.903874,1.60243
-4.1,-4,141,23.6038,-5.69099,-1.59414,-1.25771,1.05244,-2.59552,1.37725,-0.877693,-0.0618725,0.686655,-0.685099,1.1586
-4,-3.9,232,23.6059,-6.12221,-1.5121,-1.46276,0.542637,-2.39942,1.59696,-1.06209,0.182143,0.582615,-0.699775,1.11476
-3.9,-3.8,326,22.8766,-5.77463,-1.80797,-1.33797,0.520284,-2.47958,1.25975,-1.03518,0.0902796,0.682968,-0.71158,1.04664
-3.8,-3.7,431,25.1779,-6.52958,-1.86588,-1.09266,0.686571,-2.51818,1.48591,-1.18021,0.0438025,0.746246,-0.80873,0.76802
-3.7,-3.6,589,24.7255,-6.99545,-1.77099,-1.21669,0.792166,-2.42437,1.17717,-1.22794,0.114934,0.579223,-0.70024,0.859349
-3.6,-3.5,843,23.422,-7.22153,-1.9059,-1.46939,1.04978,-2.47443,0.869799,-1.32146,-0.24293,0.493596,-0.721024,0.970023
-3.5,-3.4,1007,24.4108,-7.0159,-1.94482,-1.22766,1.1945,-2.36533,0.865571,-1.16971,-0.336674,0.402266,-0.664892,0.838801
-3.4,-3.3,1200,25.9437,-7.35387,-1.78009,-1.01404,1.15842,-2.23986,0.895449,-1.15322,-0.342504,0.377029,-0.615483,0.756241
-3.3,-3.2,1707,27.2066,-7.05373,-1.83379,-0.749785,1.25393,-2.23448,1.02837,-0.973544,-0.340248,0.290219,-0.521792,0.542246
-3.2,-3.1,2016,27.2913,-7.53542,-1.63702,-0.647181,1.30506,-2.23772,1.02586,-1.07462,-0.311329,0.284236,-0.555069,0.545929
-3.1,-3,2683,28.8109,-8.36579,-1.59957,-0.578965,1.42337,-2.45041,0.986643,-1.16462,-0.250672,0.122462,-0.493826,0.514998
-3,-2.9,3502,29.4482,-9.14142,-1.62036,-0.463283,1.61263,-2.70236,0.732892,-1.38816,-0.294883,-0.237469,-0.419398,0.29137
-2.9,-2.8,4003,30.4722,-9.32066,-1.44586,-0.38689,1.66557,-2.66707,0.844333,-1.31543,-0.173953,-0.185128,-0.415562,0.264764
-2.8,-2.7,4125,30.1528,-8.9319,-1.33947,-0.312025,1.66566,-2.46837,0.84906,-1.14775,-0.180928,-0.123534,-0.373913,0.314723
-2.7,-2.6,4736,31.6022,-9.06554,-1.33461,-0.0452419,1.82104,-2.3559,0.918185,-1.10852,-0.256498,-0.0618158,-0.32058,0.224277
-2.6,-2.5,5000,30.9746,-8.5292,-1.27331,-0.0827113,1.77946,-2.13565,0.920802,-0.946148,-0.297502,-0.0253183,-0.332912,0.281465
-2.5,-2.4,5000,30.56,-8.31691,-1.18559,-0.0745792,1.77194,-2.05958,0.962816,-0.916844,-0.346461,0.00736265,-0.325208,0.278293
-2.4,-2.3,5000,29.7129,-7.94396,-1.10528,-0.178513,1.76259,-1.9719,0.956787,-0.836549,-0.375592,-0.0217705,-0.340964,0.391072
-2.3,-2.2,4681,29.4834,-7.90025,-1.05899,-0.215617,1.83852,-2.04013,0.95406,-0.835674,-0.39063,-0.0681964,-0.336926,0.472308
-2.2,-2.1,4331,27.6818,-7.37318,-1.04926,-0.42135,1.80248,-1.95852,0.979192,-0.84394,-0.525038,-0.124964,-0.420851,0.542945
-2.1,-2,4341,27.8313,-7.41088,-0.928301,-0.409359,1.86378,-2.03985,1.02296,-0.802511,-0.573659,-0.139485,-0.404623,0.551881
-2,-1.9,3806,26.9477,-6.89977,-1.08748,-0.632247,1.73792,-1.85548,1.02272,-0.625936,-0.562509,-0.1138,-0.468493,0.52423
-1.9,-1.8,4401,27.8,-7.18086,-0.846148,-0.464024,1.63646,-1.93231,1.16344,-0.783449,-0.658882,-0.229429,-0.334609,0.461705
-1.8,-1.7,3823,26.9701,-6.8478,-0.986728,-0.640757,1.79126,-1.92608,1.07552,-0.581204,-0.667595,-0.194988,-0.498008,0.606388
-1.7,-1.6,3438,25.7771,-6.55157,-1.05827,-0.842884,1.91936,-1.89613,0.980222,-0.503254,-0.700135,-0.156909,-0.547211,0.606953
-1.6,-1.5,3198,25.2905,-6.39826,-1.18161,-1.03178,1.94442,-1.80538,0.938959,-0.375764,-0.715173,-0.14841,-0.583155,0.75653
-1.5,-1.4,3108,25.0131,-6.16977,-1.18946,-1.08038,2.01272,-1.74142,0.927902,-0.314364,-0.710134,-0.109602,-0.609838,0.757033
-1.4,-1.3,2757,24.45,-6.27626,-1.22834,-1.19276,2.05508,-1.78989,0.895714,-0.252603,-0.761104,-0.0702521,-0.660623,0.793485
