cluster_id,n_samples,largest_sv,top_sv_fraction
0,42273,889.6479865198146,0.2648772956500466
1,30827,691.2770743727006,0.28530082603158896
2,45577,750.9623419948869,0.22987457940457912
3,36048,522.7954251660814,0.1503984809504607
4,22349,1076.560426544314,0.3036701481475798
5,39879,799.9073543617862,0.23937952400251297
6,29498,613.440301756314,0.23042482850575577
7,29268,943.8119491278895,0.30250345632048425
8,24417,678.4535998327736,0.16427599545778288
9,64660,1503.7550621458006,0.30324820072816827
10,36213,1046.5922037855623,0.32221506062671146
11,39673,883.8424923244737,0.3176613096160085
12,26244,551.7087995083217,0.4478418566120271
13,41085,755.7627708377003,0.12917832884656372
14,36118,986.1355740159753,0.27458768015327306
15,17307,555.7928102677765,0.21985556064714723
16,29584,849.8926071336118,0.2737330093898653
17,26966,756.718587547865,0.3592319607879368
18,17624,721.744854088846,0.2729823803695249
19,52146,1721.593192485986,0.3388616032482064
20,28287,593.9576308214024,0.18255709521286717
21,36729,1040.8533037628417,0.33666955103977525
22,34074,1033.1797707399598,0.3023813430464756
23,42699,1271.4892570746922,0.25457555404874443
24,45908,1401.5013721439584,0.2677987497976531
25,34392,1127.4751009274983,0.23996683096233073
26,36154,975.0525715856724,0.31255929234362806
27,32606,926.3847145174972,0.2959373001335149
28,43934,1247.3791943179328,0.27079595954197283
29,16021,689.6004893812964,0.26389954347304534
30,23721,719.8392252534122,0.21087632258168618
31,46964,710.0885681896971,0.2527631469041398
32,24067,824.3747372023621,0.3587088758277393
33,17369,567.5721343597625,0.2682317149295476
34,21267,562.9546777518566,0.0903821275747506
35,25566,1011.7893989189499,0.36116282879715894
36,23170,558.8042082962218,0.36862508378954106
37,38588,912.604417780831,0.21633284992871127
38,36593,1110.9643216904344,0.27883415239276554
39,32203,901.7139618836479,0.28677571061459595
40,31017,636.0797441205466,0.17899163476347177
41,38200,1211.2396393785723,0.2951076491588833
42,26037,984.7967569129194,0.28020415489313977
43,36387,671.0989754540359,0.32669975099843673
44,39018,1113.9700005606628,0.2542118768783389
45,18308,772.0222934152615,0.26376669955116133
46,29986,857.8925240733604,0.36913217513786256
47,20855,434.2608653336361,0.28904677647361016
48,39943,846.1584146280809,0.23983546303530173
49,25870,769.2047841098205,0.25520569637901624
