cluster_i,cluster_k,epsilon
0,1,2.1775480732903026e-15
0,2,8.666290075095101e-16
0,3,5.466340487012717e-16
0,4,4.683881881410022e-16
0,5,1.4908416722676746e-15
0,6,4.5069415104631804e-30
0,7,2.244558402715623e-16
0,8,3.517170563683582e-16
0,9,1.225061699564834e-15
0,10,5.922480979640941e-30
0,11,8.410283875751492e-16
0,12,3.55717996619248e-16
0,13,4.983454604642152e-16
0,14,1.2484464389284067e-15
0,15,3.733760615402884e-16
0,16,8.521803866568517e-16
0,17,1.90472287630232e-15
0,18,2.1312487512040036e-30
0,19,2.8102950992602796e-30
0,20,3.820041820926237e-30
0,21,3.4195874028494373e-16
0,22,2.664403401089411e-16
0,23,2.846295262247983e-30
0,24,5.749790724738305e-16
0,25,4.630051322907696e-30
0,26,1.000178840765218e-15
0,27,1.7442868882666502e-16
0,28,8.002474316487015e-16
0,29,8.167678874001263e-16
0,30,5.236985962984895e-30
0,31,6.633492042666505e-16
0,32,3.8935025980106454e-30
0,33,2.684568884213002e-16
0,34,4.192927609437325e-24
0,35,4.0240869414309735e-30
0,36,6.397545425812342e-16
0,37,4.444598381837193e-30
0,38,4.122470086611208e-30
0,39,9.946193471416699e-16
0,40,5.78752550519099e-30
0,41,3.2789933463142985e-30
0,42,1.5369391433732495e-15
0,43,1.6223336606716352e-30
0,44,7.440495451418673e-16
0,45,6.98184176597239e-16
0,46,3.862470543025425e-30
0,47,3.351591899515963e-30
0,48,4.8647071938390326e-30
0,49,8.02159101894201e-16
1,2,1.824327649221706e-15
1,3,9.925294819134682e-16
1,4,1.1964519757877273e-15
1,5,3.1832145361317518e-15
1,6,8.326492238158687e-16
1,7,6.680835446399612e-16
1,8,6.465247683184291e-16
1,9,1.5040129379690583e-15
1,10,9.82463486662196e-16
1,11,9.465735527236802e-16
1,12,7.331345051359024e-16
1,13,8.546486569521361e-16
1,14,1.5306717678707023e-15
1,15,1.0145764389357052e-15
1,16,1.50141212346119e-15
1,17,2.8023497461754764e-15
1,18,5.985173094038522e-16
1,19,5.689487348060157e-16
1,20,5.687916654574991e-16
1,21,1.1147559604903462e-15
1,22,9.030006128914554e-16
1,23,1.184975326846031e-15
1,24,1.0998568146430005e-15
1,25,1.2058586609675908e-15
1,26,1.0640615220399218e-15
1,27,1.1475543992380143e-15
1,28,9.65438377135545e-16
1,29,1.3846784737441927e-15
1,30,8.270169298637274e-16
1,31,2.5367872307219904e-15
1,32,9.498463450953507e-16
1,33,1.080078253926312e-15
1,34,1.6553367852671659e-15
1,35,9.134316639276176e-16
1,36,2.419082709305413e-15
1,37,7.273430467044694e-16
1,38,7.895927152523467e-16
1,39,1.1377542286959187e-15
1,40,8.440415844449117e-16
1,41,7.202700049158216e-16
1,42,2.956406639555053e-15
1,43,5.911981518089373e-16
1,44,1.2479427958243029e-15
1,45,8.064988665106223e-16
1,46,8.814724302362205e-16
1,47,7.527976609431515e-16
1,48,5.194554511995469e-16
1,49,5.976815661044751e-16
2,3,4.858619627956016e-16
2,4,8.659162079674358e-16
2,5,1.0097947966530035e-15
2,6,3.836997334165092e-30
2,7,7.191333778927047e-16
2,8,9.658453438362674e-16
2,9,9.898711027934762e-16
2,10,5.632062957810092e-30
2,11,2.3768283532811805e-16
2,12,4.74758279183766e-16
2,13,6.195498571831146e-16
2,14,1.7507439678093666e-15
2,15,5.732633249821289e-16
2,16,8.719507705797692e-16
2,17,1.501844157175435e-15
2,18,1.5112306790263647e-30
2,19,3.307075050625109e-30
2,20,3.5164924351110574e-30
2,21,2.5495271742643703e-16
2,22,4.1099797759090137e-16
2,23,2.370604018073111e-30
2,24,3.7707024043735557e-16
2,25,2.8730183134064167e-30
2,26,6.716438494067313e-16
2,27,9.51552371490637e-16
2,28,3.328697727156738e-16
2,29,1.0530494733826164e-15
2,30,1.3036999155462597e-16
2,31,1.0888401819135763e-15
2,32,3.277001669419053e-30
2,33,3.07908549788803e-16
2,34,2.4318331895529877e-16
2,35,3.2449611252350154e-30
2,36,8.281515040643502e-16
2,37,7.175656389826729e-16
2,38,2.348965685273582e-30
2,39,7.265012804702133e-16
2,40,2.2467520292915277e-16
2,41,3.46292769118827e-30
2,42,1.3563686854653623e-15
2,43,9.822754673205875e-31
2,44,4.960686337793338e-16
2,45,7.504599349376799e-16
2,46,2.741972330359486e-30
2,47,2.502630659739935e-30
2,48,4.232037108004407e-30
2,49,7.155902552036983e-16
3,4,1.0866599993370352e-15
3,5,1.7593495473963845e-15
3,6,2.6962963150144547e-30
3,7,3.087158867120157e-30
3,8,6.2130196029876e-16
3,9,7.649646712276932e-16
3,10,4.443708105019023e-30
3,11,2.72742407688532e-25
3,12,2.2109268476683624e-24
3,13,2.978172130415969e-16
3,14,1.124372008835973e-15
3,15,1.83421548878158e-24
3,16,1.226444128054391e-15
3,17,9.980255573270393e-16
3,18,1.406066395104695e-30
3,19,9.5708820850317e-16
3,20,3.0754905510463653e-30
3,21,1.7350991694367158e-30
3,22,3.076208726101553e-20
3,23,1.9119149573286108e-30
3,24,1.4630658194017033e-25
3,25,2.0489662047616267e-30
3,26,6.30398676150687e-16
3,27,4.500465625091954e-16
3,28,2.4110439016580226e-30
3,29,9.075309319309873e-16
3,30,2.3087973047056353e-30
3,31,9.446447081428982e-16
3,32,2.075519057167548e-30
3,33,8.973381811392764e-23
3,34,4.570107515667004e-16
3,35,2.9027595158180664e-30
3,36,6.44647758661916e-16
3,37,2.1630382174059107e-30
3,38,1.1891037402878462e-30
3,39,1.2393693488034112e-15
3,40,2.8017452966127422e-30
3,41,2.818224732471621e-30
3,42,1.0652647522368273e-15
3,43,1.0280088490200951e-30
3,44,4.554015713737642e-16
3,45,4.288413175641136e-23
3,46,2.089727376850804e-30
3,47,1.691260108388151e-30
3,48,3.4760639018296064e-30
3,49,1.2166006062528908e-15
4,5,1.1275595841129934e-15
4,6,8.37967313952151e-30
4,7,8.109914985133676e-30
4,8,1.275584617861968e-15
4,9,9.24034786588273e-16
4,10,1.3979913753177504e-29
4,11,9.456401848127436e-25
4,12,1.3301555262699215e-24
4,13,4.627299678758518e-16
4,14,9.684007086343981e-16
4,15,2.7830285317308096e-16
4,16,8.98698288114688e-16
4,17,2.804680877062748e-15
4,18,3.887775767950407e-30
4,19,8.239888417114763e-16
4,20,8.933780490031772e-30
4,21,4.618083910358933e-30
4,22,5.049703015419057e-16
4,23,5.886462837860497e-30
4,24,9.167814126967984e-17
4,25,6.08676857092504e-30
4,26,6.699478320940184e-16
4,27,5.418227653201986e-16
4,28,5.231747853380848e-30
4,29,1.210348006668453e-15
4,30,6.578068801354983e-30
4,31,8.571686595972361e-16
4,32,4.633965552037885e-30
4,33,1.1130660768372176e-16
4,34,5.99767981522437e-16
4,35,7.468650767373644e-30
4,36,8.92218186901318e-16
4,37,7.450597751296488e-30
4,38,2.979872838675374e-30
4,39,1.0813950383987554e-15
4,40,7.893032675458995e-30
4,41,9.086169052770922e-30
4,42,2.9385936261277927e-15
4,43,2.131362629125451e-30
4,44,6.244070825187135e-16
4,45,2.771307613731454e-21
4,46,1.581857204851353e-24
4,47,4.262366720663476e-30
4,48,8.806285702461324e-30
4,49,6.625581387161348e-16
5,6,8.696116314230323e-30
5,7,2.049316504487601e-29
5,8,2.3724216484420325e-15
5,9,2.0290209197973525e-15
5,10,4.296409635491503e-16
5,11,2.209880411727423e-29
5,12,1.3986453494687775e-29
5,13,1.2246545924300717e-15
5,14,4.5061788931204115e-15
5,15,1.3319179986464203e-29
5,16,3.0518374334554068e-15
5,17,5.990484846933353e-15
5,18,1.0332848186810435e-29
5,19,2.274181377122677e-15
5,20,1.2467328832457789e-29
5,21,9.675260554299681e-30
5,22,1.8936753113296214e-29
5,23,1.2431461267929143e-29
5,24,1.3545578161556303e-18
5,25,1.0866148920181161e-29
5,26,5.119295528405458e-16
5,27,1.075129774571062e-15
5,28,1.2838943046926314e-29
5,29,4.441335391064764e-15
5,30,1.4507947556164304e-29
5,31,4.182564769952185e-15
5,32,1.2794485252831304e-29
5,33,1.186300260840529e-29
5,34,7.782257668471257e-16
5,35,1.0343835536228676e-18
5,36,5.368934127269066e-16
5,37,8.237047048762832e-30
