cluster_id,n_samples,largest_sv,top_sv_fraction
0,39109,480.76977153250846,0.1351888570725009
1,27400,652.193557789988,0.2811895638329487
2,30760,557.2719248699516,0.1365041034586311
3,29613,414.67089537922004,0.07827597320528971
4,32851,751.9553953745739,0.1371212579065692
5,35191,544.2058680574338,0.0972222119602314
6,30224,700.4023735705655,0.3078295540055878
7,28772,802.2825123109061,0.23157570487778192
8,38670,628.3091732363531,0.17833302314770316
9,42334,1133.7103144562218,0.2913923491884079
10,31070,675.0032048555453,0.2668957358782439
11,32661,865.6237891848677,0.24436175863762
12,27556,872.5693491014054,0.260484691288749
13,40748,917.9497309186587,0.24575113579368152
14,34871,928.4464301483374,0.20545992879419883
15,27768,588.7207474174188,0.1235738162430448
16,40285,670.723637394184,0.10577086948781825
17,36620,822.897472734914,0.14802792401862877
18,34251,403.267696016133,0.34322603800823576
19,30176,686.7016580407352,0.2389236410656295
20,30116,682.7609601808414,0.26854541725599557
21,35407,610.5473406358616,0.1722225654083087
22,35903,1076.808925846304,0.24575607243631734
23,43165,634.0169037665963,0.1951155107405318
24,33238,925.2936242640429,0.19189105080012261
25,30057,841.2018433485385,0.28849196019947915
26,29080,661.5313417411385,0.07582231158269641
27,31619,873.9630723342456,0.325102675830917
28,24823,821.3620696540031,0.24646036320000464
29,26507,625.154553425794,0.2203285643083961
30,40384,762.4054954365831,0.2113070953640741
31,27616,646.0380566288707,0.16762456566351658
32,31769,620.8968614192923,0.2193083314442537
33,24191,741.138837814652,0.20105303036923425
34,37265,959.8659185388397,0.3082266626244028
35,36606,683.8235914430396,0.23841043806014708
36,35635,596.8183525514338,0.16466176004645647
37,32039,686.8201039043935,0.2324967923270916
38,29825,685.0103383627577,0.36539350152132655
39,33885,622.9380358952726,0.2137526329616105
40,26546,763.7506057542096,0.2677274736214947
41,33491,717.9956907640266,0.23297303005371128
42,30585,759.2572341072153,0.1427156098115214
43,33729,319.78523442426604,0.1630604512562878
44,30807,631.3919077331094,0.09572604034793056
45,31805,1252.6221509184336,0.32949754880320187
46,32930,514.0621160217748,0.17130271575165862
47,25256,637.9433148764153,0.27631187738162993
48,34395,685.6222589282854,0.2648606642194631
49,34085,522.7905028948685,0.3046758006672625
