cluster_id,dominant_space_group_symbol,fraction
0,Imm2,0.35994272418113477
1,Fm-3m,0.5913868613138686
2,P2/m,0.24203511053315996
3,Cm,0.11164015803869921
4,P6/mmm,0.11259931204529543
5,I4mm,0.11764371572277002
6,Pmm2,0.2142006352567496
7,R-3m,0.744126233838454
8,Imm2,0.2920868890612878
9,F-43m,0.9701658241602494
10,Cm,0.3346636626971355
11,I-4m2,0.48084871865527695
12,P4/mmm,0.5713819131949485
13,F-43m,0.8919701580445666
14,Fm-3m,0.9313756416506552
15,P6_3/mmc,0.08823105733218092
16,C2/m,0.17989326051880353
17,C2/m,0.5244401966138722
18,Cm,0.20854865551370763
19,I-4m2,0.40661452810180276
20,F-43m,0.9769889759596228
21,Cmm2,0.22235716101335895
22,F-43m,0.9964905439656854
23,P4mm,0.34474690142476544
24,Cmmm,0.37114146458872377
25,I-4m2,0.4995508533785807
26,P4/mmm,0.11629986244841815
27,F-43m,0.9627755463487144
28,R-3m,0.7224751238770495
29,P4mm,0.23005243897838307
30,P4mm,0.4103110142630745
31,P6_3/mmc,0.128765932792584
32,Pmmm,0.34845289433095156
33,C2/m,0.4572774998966558
34,F-43m,0.9854286864349926
35,I4/mmm,0.46350325083319677
36,Cm,0.4306440297460362
37,P4mm,0.505134367489622
38,F-43m,0.5446772841575859
39,Imm2,0.17606610594658403
40,Pmmm,0.48930158969336246
41,P2/m,0.28855513421516227
42,R-3m,0.5751512179172797
43,Pm,0.23350825698953423
44,P6_3/mmc,0.13172330963742007
45,R-3m,0.8231410155635907
46,Imm2,0.27157607045247495
47,P4/mmm,0.34427462781121315
48,F-43m,0.9643262102049717
49,I-4m2,0.282528971688426
