cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
0,Cmmm | 2a 2b 2c 2d 4i 4j 4k 4l 8n 16r 16r,0.26127926898914905,7004,9319
1,Imm2 | 2a 2a 2b 2b,0.25801749271137026,7546,10484
2,Pm | 1a 1a 1b 1b,0.9735294117647059,7140,10027
3,F-43m | 4a 4c 16e,0.9209148839326354,8788,13013
4,Immm | 2a 2c 4j,0.42335473515248795,9968,13817
5,Pmmm | 1a 1d 1f 1g,0.3042317956538315,10492,14311
6,R-3m | 3a 3b 6c,0.7900649026460309,8012,10960
7,Pmmm | 1a 1d 1f 1g,0.25855165312893263,8741,12421
8,F-43m | 4a 4b 4c 4d,0.9858959290522492,9359,13056
9,Imm2 | 2a 2a 2b 2b,0.37799280486292025,8061,11081
10,Imm2 | 2a 2a 2b 2b,0.32599856493661805,8362,11152
11,F-43m | 4a 4b 4c 4d,0.9942627653471027,13944,19238
12,Pmmm | 1a 1d 1f 1g,0.286366940089295,9631,13715
13,Pnnm | 2a 4g,0.07142857142857142,6706,8502
14,Cm | 2a 2a 2a 2a,0.952692983858079,6257,7449
15,F-43m | 4a 4b 4c 4d,0.9722595078299776,8940,13108
16,I-4m2 | 2a 2b 2c 2d,0.8667699457784663,6455,8821
17,F-43m | 4a 4b 4c 4d,0.999383096853794,11347,17594
18,P4/mmm | 1a 1c 2e,0.4728301483932956,9367,12696
19,R-3m | 3a 3b 6c,0.7690234622701332,6308,8676
20,I-4m2 | 2a 2b 2c 2d,0.7209331973482916,7844,10783
21,Immm | 2a 2c 4j,0.52029826014913,8449,11538
22,C2/m | 4i 4i 4i,0.0743661100803958,6468,8744
23,Pm-3n | 2a 6c,0.12802721088435373,7350,10515
24,R-3m | 3a 3b 6c,0.8614991939817302,7444,10580
25,P4mm | 1a 1a 1b 1b,0.7222692633361558,7086,9650
26,Immm | 2a 2c 4j,0.49119308740445333,9027,12166
27,Pmmm | 1a 1d 1f 1g,0.223499926286304,6783,9489
28,Imm2 | 2a 2a 2b 2b,0.35426889106967613,9171,12348
29,Pm-3m | 1a 1b 3d,0.2520499804763764,5122,7968
30,F-43m | 4a 4c 16e,0.5702796563699506,5471,13788
31,P-3m1 | 1a 2d,0.12488461031254121,7583,9713
32,C2/m | 2a 2d 4i,0.49314878892733566,7225,9298
33,P4mm | 1a 1a 1b 1b,0.8008531656937584,8908,11807
34,Cmm2 | 2a 2a 2b 2b,0.318151639888461,7531,10617
35,Immm | 2a 2c 4j,0.3931706144042323,8317,11331
36,Cm | 2a 2a 2a 2a,0.8032356799300393,6861,8443
37,P2/m | 1a 1g 2n,0.5883896359462119,9147,12727
38,I4/mmm | 2a 8h 8i,0.07960839881489115,7763,10336
39,I4/mmm | 2a 2b 4d,0.4768603733894294,7606,9956
40,P4mm | 1a 1a 1b 1b,0.669611819235226,6904,9603
41,Pmmm | 1a 1d 1f 1g,0.7040372670807453,9660,13618
42,Cm | 2a 2a 2a 2a,0.9279654924514738,6955,8197
43,I4mm | 2a 2a 2a,0.7416701519587341,7173,9037
44,F-43m | 4a 4c 16e,0.7400121065375302,9912,14157
45,I4_1/amd | 4a 8e,0.07374941561477326,8556,10668
46,Pm | 1a 1a 1b 1b,0.9138054363376252,5592,8054
47,Pm | 1a 1a 1b 1b,0.9743786437557533,6518,9372
48,I4/mmm | 2a 2b 4d,0.9109254498714653,7780,10602
49,F-43m | 4a 4b 4c 4d,0.9948015941777855,11542,16985
50,Cmmm | 2a 2b 4f,0.2941882019409007,9171,12250
51,C2/m | 2a 2d 4i,0.7288888888888889,7875,9707
52,P4/mmm | 1a 1c 2e,0.6734042553191489,8460,11637
53,P4mm | 1a 1a 1b 1b,0.6857638888888888,8064,11299
54,P4/mmm | 1a 1c 2e,0.5552317513183458,7206,10102
55,F-43m | 4a 4c 16e,0.5657075051913378,3371,13977
56,I4/mmm | 2a 2b 4d,0.44224137931034485,5800,7989
57,I4/mmm | 2a 4e 4e 4e,0.13058419243986255,4947,6521
58,F-43m | 4a 4b 4c 4d,0.4692526017029328,9513,13855
59,I4/mmm | 2a 2b 4d,0.5154365973234398,7547,10177
60,P3m1 | 1a 1b 1c,0.7522658610271903,5958,8267
