cluster_id,n_samples,largest_sv,top_sv_fraction
0,9319,376.08117878311657,0.11893778777497287
1,10484,272.0470034122655,0.4045019166955642
2,10027,381.7738317758177,0.4142044776639325
3,13013,476.555658969185,0.26740665398099467
4,13817,346.2379078731464,0.3658822237375575
5,14311,255.70792211891398,0.29110915118363884
6,10960,592.4325850896105,0.4177787301643404
7,12421,476.9847950531395,0.3239222940554962
8,13056,503.4690991068285,0.3705759812386281
9,11081,102.4844456581802,0.9999999999998876
10,11152,383.3566118824639,0.3838197128831722
11,19238,590.2789151049063,0.4577213521492705
12,13715,266.0465496078621,0.36310518536549236
13,8502,271.4790183768757,0.270314360885369
14,7449,324.48508929629025,0.5465518947605847
15,13108,270.8409931055795,0.5391317914491252
16,8821,284.51335464052625,0.4865925791274372
17,17594,529.1270734527006,0.5258947724639913
18,12696,495.528944712925,0.4485247857855815
19,8676,289.5556157011087,0.4990327832980979
20,10783,365.7257859168834,0.46734838467648654
21,11538,267.8938775315439,0.5204722579443578
22,8744,201.3849190962862,0.2610084532886048
23,10515,359.08929584077543,0.42236938960236886
24,10580,528.5587675963844,0.4531181645778666
25,9650,396.8871085453356,0.3968501630434009
26,12166,126.23286211895478,0.4899368808165001
27,9489,342.42050690601656,0.36971233607644677
28,12348,213.48837953322573,0.5389491072400292
29,7968,405.66640556605296,0.36736870164177415
30,13788,365.2156089469977,0.33786742708837914
31,9713,300.18053992343954,0.34539946720360126
32,9298,242.15296834887403,0.43482367362096463
33,11807,361.52385329266565,0.34592944526657643
34,10617,376.24071658953494,0.45060873283454983
35,11331,245.90344144795688,0.3947894973949038
36,8443,281.2185865654615,0.3424488557798879
37,12727,299.53826111070805,0.32902798487603746
38,10336,535.4259412481298,0.32077205807439757
39,9956,249.04640941103503,0.4667453014902341
40,9603,267.4690759536808,0.4560048146726701
41,13618,62.82039918370782,0.9999999999998815
42,8197,206.6508927465303,0.7719566980713262
43,9037,299.0126320501998,0.5098005106176589
44,14157,556.7667457092491,0.2965575310925452
45,10668,308.6861878851563,0.31533341614293975
46,8054,317.31774447141777,0.4334420001284692
47,9372,261.75947871733035,0.651613346573066
48,10602,274.86747590453086,0.43467329090587264
49,16985,484.9183752018215,0.5045916526333158
50,12250,202.38695314853783,0.37245626639259005
51,9707,238.8044935913602,0.41408075626488355
52,11637,418.3177534076165,0.4802087339905244
53,11299,285.5090442530837,0.4586548047011944
54,10102,256.1988868558864,0.5351054826493732
55,13977,343.79500076790407,0.48757960578329357
56,7989,374.41793097287814,0.4110353882399227
57,6521,160.04729160904515,0.45020830645097676
58,13855,364.8621558113007,0.5545029169695106
59,10177,198.37281335450584,0.5836319976254182
60,8267,440.23985412650336,0.4348974405266054
61,14874,365.0063032139177,0.5461676759829227
62,10753,180.28950448247622,0.39758353541105873
63,11795,344.51915632959043,0.5592256893272516
64,11363,257.8629803257716,0.41074539121482284
65,8375,211.7638437866125,0.6243638235885837
66,10964,196.38904155361865,0.6051951976905281
67,11375,386.5658380602124,0.37374501344776867
68,10387,272.6729511590196,0.3799948962136193
69,13360,474.8534775058465,0.4654902549913142
70,14023,458.4288299044759,0.38477516627103486
71,12438,243.52834098290293,0.4718732929622997
72,12592,392.2994373330296,0.41745566017530733
73,15665,414.78607019478545,0.4963749689459937
74,9154,222.5771243611639,0.5181298448162759
75,9655,406.2024132320782,0.3880885064796675
76,13274,241.8986279780171,0.32047052948023436
77,11545,417.26325835743467,0.4491836776263291
78,9689,431.6656339994882,0.5176522874720042
79,12009,299.78596137332664,0.3085602997637623
80,9271,487.6870782043457,0.38406104943492564
81,9949,402.46176453455087,0.540523222743868
82,6835,325.06059641775965,0.5663392293105839
83,8475,243.28847606185943,0.5601277094086496
84,13339,462.2569351728869,0.40416286114732936
85,12606,332.5079835240529,0.3981980661432583
86,8072,259.00735289095155,0.3677919428755365
87,10515,310.1944104813544,0.46128489799396316
88,7582,233.2342480459051,0.5572036577454416
89,8566,374.26182651001835,0.32578914175946444
90,11723,293.2822392588456,0.3291342915228874
91,9481,199.84086544350396,0.48960398128850374
92,10371,297.4324839617902,0.3691247875879438
93,13205,365.7866089582991,0.6643030338822989
94,9807,241.898768983725,0.48163724800841823
95,9593,256.8309874483908,0.4562551640917429
