bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
0,0.05,5000,-0.189423,-1.0819,0.938571,0.0677466,0.217022,0.0442053,0.120643,0.00485271,-0.00287619,-0.0661899,0.274326,-0.151213
0.05,0.1,1568,0.343983,-0.279538,0.0127047,-0.149703,-0.181944,0.585343,0.107016,0.05841,-0.0214645,-0.029379,0.716881,-0.28606
0.1,0.15,549,1.612,-0.581927,0.0878673,-0.435996,0.216233,0.646683,0.251958,0.116981,-0.0470179,0.126294,0.454145,-0.430148
0.15,0.2,359,2.4449,-0.371886,0.0478762,-0.404936,0.17848,0.644158,0.252513,0.107768,-0.0206604,0.129352,0.363933,-0.353089
0.2,0.25,255,2.14963,-0.0757814,0.243871,-0.549717,0.321493,0.736353,0.26694,0.234132,-0.0261641,0.135956,0.296452,-0.384353
0.25,0.3,218,2.10159,-0.2588,0.0341646,-0.506362,0.42307,0.825314,0.23058,0.0650747,-0.0555051,0.119154,0.187863,-0.358163
0.3,0.35,204,2.88544,-0.652945,-0.0645318,-0.31941,0.299345,0.721366,0.242004,0.0809571,-0.0389398,0.0433772,0.156937,-0.422469
0.35,0.4,198,3.67496,0.204847,-0.116422,-0.333689,0.509973,0.65668,0.258351,0.28313,-0.0541561,0.130915,0.128912,-0.416377
0.4,0.45,145,2.243,-0.525933,0.183732,-0.521154,0.387697,0.816752,0.107572,0.0878699,-0.0201685,0.0256513,0.159148,-0.433297
0.45,0.5,131,2.02668,-0.0425743,0.0894549,-0.354305,0.498017,0.83737,0.212081,0.108143,-0.036762,0.137837,0.271134,-0.418759
0.5,0.55,121,4.47325,0.299751,0.139642,-0.482241,0.335524,0.640579,0.273314,0.130531,-0.178826,0.170618,0.0927728,-0.405046
0.55,0.6,123,4.57434,0.898237,-0.0331725,-0.318474,0.12453,0.686705,0.207128,0.0833422,-0.051257,0.120406,0.132734,-0.290677
0.6,0.65,105,2.42306,-0.0562754,0.543882,-0.75549,0.271198,1.01315,0.169646,0.193791,-0.0285052,0.254695,0.203172,-0.161546
