layer,variant,n_structures,same_sg_pairs,diff_sg_pairs,mean_cos_same_sg,mean_cos_diff_sg,ratio,delta,macro_mean_cos_same_sg,null_ratio,cc_n_structures,cc_same_sg_pairs,cc_diff_sg_pairs,cc_mean_cos_same_sg,cc_mean_cos_diff_sg,cc_ratio,cc_delta,cc_null_ratio
5,raw,1633057,77959743497.0,1255477022599.0,0.9966314936531734,0.9949102272769678,1.0017300720497333,0.0017212663762056213,0.9952007649768276,1.0000027746394085,1163971,3285.0,2480185.0,0.9984922908278573,0.9981697274060183,1.0003231548833655,0.0003225634218390061,0.9999727767566132
5,centered,1633057,77959743497.0,1255477022599.0,0.2840800906290564,-0.011681452450878023,-24.318901422888032,0.29576154307993446,0.6356370077157405,1.001408363663587,1163971,3285.0,2480185.0,0.6197727990995257,0.5576165915927589,1.1114676436173208,0.06215620750676676,0.942425374166029
