cluster_id,n_samples,largest_sv,top_sv_fraction
0,9394,196.30232461692543,0.37075335631669926
1,11144,177.70174492944938,0.2767541523011537
2,7076,235.77667763501813,0.06486447891272995
3,15331,389.4298746233124,0.2737715248165901
4,9728,335.7472024442241,0.3224207514440041
5,11788,321.1458507688342,0.2544392689823606
6,8482,209.70664395922645,0.1831444216497411
7,12800,366.2733995645653,0.5171179722357621
8,12537,458.7045230707346,0.412209762396454
9,11742,244.64314245330863,0.31394427779181716
10,9482,313.80274698636407,0.37180709915260257
11,6055,225.50757225286668,0.2721208927259917
12,11027,264.37466546925316,0.3816370051856925
13,14612,357.8849149686779,0.4245042793939252
14,10626,193.48555647873877,0.3633318801531622
15,8668,240.02372843507513,0.5960936155693172
16,17965,252.9800069234258,0.3972992171720145
17,8254,281.8071714374838,0.3183151955490073
18,16079,0.0,0.0
19,8792,251.47029290535878,0.2036666514501372
20,11432,296.03234141285645,0.3261129493166525
21,6641,233.56108247773574,0.4233606604857787
22,8519,170.7841520198835,0.34938205192890054
23,14148,283.8403774415352,0.48671706221539907
24,8099,223.4925562729085,0.22532255908185542
25,13954,334.9825041177981,0.20245628129815868
26,10052,419.86781597441154,0.47847120725639586
27,12207,225.49345076411234,0.458331192315198
28,10732,416.94198345504714,0.37725096640421396
29,9198,172.7538493604798,0.3941514651133695
30,10452,274.95437750646596,0.2915180602950269
31,14961,372.7434117248733,0.4393138886572456
32,9890,252.3564672975291,0.4300477848543996
33,14630,390.6341951862677,0.4597054077449619
34,13020,239.46125611251153,0.5746724373463576
35,11556,274.8507282476555,0.34763383160430955
36,8051,252.55090505945418,0.40106193758800185
37,8931,460.74975995223906,0.48271333421167384
38,10413,249.3783867697178,0.37022829875415586
39,10053,267.3135148044559,0.46266666371088166
40,10748,125.32178251585145,0.9999999999998898
41,11296,290.11725100916493,0.38265197107228005
42,13195,303.721352817701,0.25127626168881595
43,11886,208.56990512474158,0.4496379771532075
44,10025,230.41738892135047,0.4028692772364475
45,10700,183.4750195465556,0.11871038933207853
46,12157,228.3899978753678,0.46114111626105386
47,9774,187.81149154528632,0.9999999999998918
48,12242,125.07002756079946,0.3899508265811532
49,15423,248.22604086696603,0.32724825451714545
50,15474,298.55490525510504,0.38839797640500506
51,12836,312.52043058239207,0.3705258860949332
52,10466,190.96760877801864,0.31513829311195746
53,11916,182.0141604235419,0.6428905046465825
54,11528,214.65416719080636,0.3815372927471049
55,9940,239.76710323198975,0.4162625845939816
56,16679,274.4808259861916,0.34582737857237206
57,11724,272.77401802058455,0.5195815086033256
58,13757,180.41341399718874,0.6579644203870346
59,9976,179.1310937772583,0.30343791281054927
60,12456,208.32003766530863,0.33650869810575745
61,9375,387.08172634634144,0.37087711956713315
62,10276,246.89917543208347,0.5021452424749779
63,12891,245.40306186029434,0.3915689825178314
64,9663,222.70416960521888,0.26002427510760273
65,9473,184.47398931348584,0.2939572825071063
66,9762,200.16325931586337,0.7409076922939758
67,9262,229.5686987057088,0.4171495214982086
68,10993,234.03985029318196,0.18660787280863136
69,11294,275.96085961714385,0.31574175477873984
70,14655,133.6932592506859,0.999999999999892
71,12931,302.5486253127099,0.19846842446878368
72,13882,223.41590786225083,0.35203327004885515
73,12202,271.73338599479655,0.2981589328776497
74,8240,231.11339612587824,0.7217097931407619
75,9407,201.97463699236638,0.3092139400784549
76,12514,184.29446647224353,0.9999999999998918
77,12041,373.326934160708,0.34920429925635615
78,12902,243.9899580846166,0.40552527769326874
79,17194,390.0208332716727,0.3280060722672231
80,12170,290.51673511609863,0.38980155770536246
81,10779,228.87088565342788,0.31390088331759586
82,8451,146.7077356043792,0.4526080590934498
83,11657,254.95765200023862,0.21752388564406838
84,7454,236.38494831604035,0.3081783112396341
85,11263,269.7926218540974,0.27097956903924153
86,11109,325.89980613865015,0.5673351201928173
87,10427,266.3403987523939,0.5246133440544152
88,13954,286.47004168393227,0.43458517268965713
89,7732,310.88022360693606,0.1550716489598712
90,11647,287.40396055751864,0.3804067511970058
91,7649,277.0683838008158,0.16932937471174753
92,9605,170.87503799072746,0.40667126899687805
93,12067,467.79219366917505,0.4093667714805643
94,13273,300.2579431281088,0.35209155972097594
95,10783,296.05792223796107,0.3674761769351262
96,11371,392.2973972281841,0.48033760877303294
97,13343,270.9584375809263,0.21319828793735532
98,13811,238.20783166100387,0.40147371905742213
99,14642,602.9837213598571,0.3802586581924121
100,8264,220.66460442087563,0.21116400024883195
101,15948,206.89555398595184,0.23209313940348308
102,11160,207.8024958678399,0.4596454454175014
103,9301,222.85104505742322,0.4866662565593928
104,8766,227.25910915504937,0.5073682577283887
105,10654,200.02774530789011,0.3525557407182335
106,16180,278.3588229992615,0.41230653831122294
107,9908,186.63556062491233,0.2658944042979392
108,10185,374.27329928909063,0.3421874371422555
109,9769,255.22244970032648,0.3219993677266123
110,7737,179.78739412393907,0.2554253980405751
111,11170,258.097033715146,0.327045870612513
112,10718,307.50489869153495,0.5614828227114429
113,11163,402.09865832412106,0.4151284870792696
114,13301,212.74606548259248,0.41493630480793103
115,10765,297.176254887653,0.37250306213240564
116,9704,145.8887460877279,0.3772369790194187
117,11549,217.7422630250365,0.38266497997321913
118,13673,298.35649204708454,0.3920641801516861
119,7917,125.13000493006767,0.6242939844866289
120,18425,267.4232432355823,0.45072975866292736
121,12915,281.1733554856356,0.29861930041339496
122,9398,203.01764439260012,0.3302837122266299
123,8880,217.54475764103555,0.1234361658343124
124,10146,241.04699962645995,0.32652707482681415
125,9059,283.4757443680937,0.1955115646387425
126,11040,269.3801859729704,0.5203739652723925
127,14444,333.4632914162632,0.24345591975063766
128,14034,294.31140118850686,0.3871374399130294
129,12863,151.72858544627303,0.9999999999998885
130,9045,331.0967704497964,0.4717407210473088
131,15073,365.8942545174437,0.4642342294473818
132,9792,212.61830158555247,0.3914244756668307
133,10541,148.13143995875708,0.6370190853962624
134,16187,0.0,0.0
135,11734,325.2192309679217,0.260652754030493
136,11476,129.59058824299893,0.9999999999998903
137,9880,273.65618925266585,0.4720498796805574
138,6214,218.47632631166718,0.27460645642426684
