cluster_i,cluster_k,epsilon
0,1,4.113792073259646e-31
0,2,6.887120100525021e-31
0,3,2.680354969093104e-30
0,4,1.0550305838388518e-30
0,5,1.171447129345732e-30
0,6,4.676256844692384e-31
0,7,1.9981581775589012e-30
0,8,9.113229029721353e-31
0,9,1.1868365710328933e-30
0,10,1.1712433680389312e-30
0,11,1.076920384421174e-30
0,12,7.21170158605477e-31
0,13,4.881249538738358e-31
0,14,5.647554234136377e-31
0,15,7.4865969544621545e-31
0,16,8.83335286688185e-31
0,17,6.964366980843284e-31
0,18,0.0
0,19,5.777366630671357e-31
0,20,8.721025275278358e-31
0,21,6.242007275315209e-31
0,22,9.690229158923434e-31
0,23,6.050291187018625e-31
0,24,8.219422993832116e-31
0,25,9.363696022316685e-31
0,26,1.4821318813787907e-30
0,27,4.552252871008665e-16
0,28,1.015117760566594e-30
0,29,9.599063425104955e-31
0,30,1.2006328813256346e-30
0,31,5.093732961101059e-31
0,32,5.908066018448681e-31
0,33,1.3457695002364377e-30
0,34,1.2340561257825007e-30
0,35,8.745400279559323e-31
0,36,2.8060004386360837e-31
0,37,6.06643647269479e-31
0,38,4.790693930378888e-31
0,39,1.2578692330340505e-30
0,40,4.5486079694840303e-32
0,41,2.2932493223355394e-16
0,42,4.535097458820447e-31
0,43,3.1799859604496334e-31
0,44,5.764082653439394e-31
0,45,7.487442509071088e-31
0,46,3.522086503195167e-31
0,47,4.5484362294605e-32
0,48,4.578729988400623e-31
0,49,9.597642530989048e-31
0,50,1.4949266320323617e-30
0,51,4.70595650037537e-31
0,52,8.26821083690597e-31
0,53,2.794141873648303e-31
0,54,1.5070381205057172e-30
0,55,5.433469993423906e-31
0,56,8.439023983801617e-31
0,57,6.507316324406733e-31
0,58,3.319390108225525e-31
0,59,3.951017612196763e-31
0,60,3.214261276151441e-31
0,61,1.0944448390247806e-30
0,62,2.7705658254450788e-31
0,63,4.6657214843674e-31
0,64,1.1170474769018296e-30
0,65,5.532020331607133e-31
0,66,1.6847032970845653e-31
0,67,4.321235623241459e-31
0,68,7.023965604847113e-31
0,69,6.2318838081742236e-31
0,70,4.548572695043915e-32
0,71,8.718270147938098e-31
0,72,4.448086362930536e-31
0,73,8.58666469714026e-31
0,74,3.121476389128978e-31
0,75,6.421836180705704e-31
0,76,4.548562171775596e-32
0,77,2.517202716714333e-16
0,78,9.049146543625133e-31
0,79,9.024696631840697e-31
0,80,1.3310021530881194e-30
0,81,4.202326124403217e-31
0,82,5.993612405290221e-31
0,83,9.816404211052198e-31
0,84,6.440877307503997e-31
0,85,6.744766536321269e-31
0,86,9.67879450185715e-31
0,87,6.408488063412254e-31
0,88,1.0427686931550996e-30
0,89,1.5225795348600393e-30
0,90,8.83775418199966e-31
0,91,6.7500124221516385e-31
0,92,2.2885354833416575e-31
0,93,1.0363942862088142e-30
0,94,7.795645683539452e-31
0,95,9.245723230385068e-31
0,96,8.581320432604481e-31
0,97,6.167026220706685e-31
0,98,8.721078771425057e-31
0,99,2.84410016814218e-16
0,100,4.147127706782842e-31
0,101,3.7056886170698595e-31
0,102,5.8286193909472125e-31
0,103,1.3598550316147626e-30
0,104,1.463711692201042e-30
0,105,7.211637456431674e-31
0,106,5.274709674125506e-31
0,107,5.76558486185505e-31
0,108,8.001438660452054e-31
0,109,7.519077265404186e-31
0,110,6.481511458382003e-31
0,111,5.732827616017738e-31
0,112,7.506717413056e-31
0,113,1.0988033135484982e-30
0,114,3.396804748462515e-31
0,115,1.2298933029283057e-30
0,116,4.099026490975667e-31
0,117,2.9582900909178478e-31
0,118,1.0933382944596006e-30
0,119,3.7761634975125375e-31
0,120,7.798687103099396e-31
0,121,1.1825877173338822e-30
0,122,1.0883141954964996e-30
0,123,6.544668208791953e-16
0,124,8.041957727458662e-31
0,125,8.57450539337494e-31
0,126,7.939080151985436e-31
0,127,7.619227919825443e-31
0,128,6.094827128022342e-31
0,129,1.4532082667866221e-31
0,130,2.1045140031491563e-30
0,131,6.9150539048295195e-31
0,132,6.700815030550974e-31
0,133,3.559023585792019e-31
0,134,0.0
0,135,1.4351975744664226e-30
0,136,1.4532082667866221e-31
0,137,3.946656329119437e-31
0,138,8.03895824372353e-31
0,139,3.806188881737157e-30
0,140,7.513169468961514e-31
0,141,2.3502283096563224e-31
0,142,2.540269508318245e-31
0,143,3.886739139728208e-31
0,144,7.333780145169826e-31
0,145,4.790693900090033e-31
0,146,9.110709354371744e-31
0,147,8.370167841342992e-31
0,148,4.39502254958867e-31
0,149,1.1919243398886936e-31
1,2,6.480719066061519e-16
1,3,2.9224841948393944e-30
1,4,1.3821250706111994e-30
1,5,1.1167167494240138e-30
1,6,6.653863774819916e-31
1,7,1.9191265374268313e-30
1,8,8.8531610607106e-31
1,9,1.6844015399459e-30
1,10,1.1557268785653177e-30
1,11,8.158585471327698e-31
1,12,7.48115471284663e-31
1,13,4.933613730517593e-31
1,14,6.153997488306525e-31
1,15,7.694915555363657e-31
1,16,9.881270703085272e-31
1,17,8.46474017258248e-31
1,18,0.0
1,19,6.638039145648464e-31
1,20,8.745389838059697e-31
1,21,1.1113942564172936e-30
1,22,1.1895581734591485e-30
1,23,5.444851643029018e-31
1,24,1.0116039652573458e-30
1,25,1.129707894130369e-30
1,26,1.4675548017854342e-30
1,27,6.014464164034339e-16
1,28,1.397872536457046e-30
1,29,9.58568226938079e-31
1,30,9.659371618085588e-31
1,31,5.551595754054024e-31
1,32,5.875155875615206e-31
1,33,1.1618343219075316e-30
1,34,1.0621057365422635e-30
1,35,9.019255670008449e-31
1,36,3.0636257448125895e-31
1,37,6.5353544256085724e-31
1,38,6.579085286262704e-31
1,39,1.171869757913294e-30
1,40,6.009648497984465e-32
1,41,4.800398630971363e-16
1,42,5.2719210554497985e-31
1,43,2.661687602756456e-31
1,44,5.997504751966007e-31
1,45,5.837028757535731e-16
1,46,3.0312842441556055e-31
1,47,6.009421594021455e-32
1,48,6.717565133101885e-31
1,49,1.3026314350365311e-30
1,50,1.9887862302028933e-30
1,51,4.794622444800128e-31
1,52,1.001756507269855e-30
1,53,3.4666759141503784e-31
1,54,1.369183125993567e-30
1,55,5.296838635784175e-31
1,56,1.0239270411794706e-30
1,57,6.81694228477651e-31
1,58,2.7473771426551644e-31
1,59,5.241111378109084e-31
1,60,3.1984799010753333e-31
1,61,1.1253892236972036e-30
1,62,4.230201528850776e-31
1,63,4.742708314720815e-31
1,64,1.0314610411493185e-30
1,65,5.978618109417878e-31
1,66,1.8781638799044007e-31
1,67,5.379501555794451e-31
1,68,6.42378953658868e-31
1,69,5.9096245264422625e-31
1,70,6.009601893179769e-32
1,71,1.0121476850657369e-30
1,72,5.056487651716222e-31
1,73,9.831052847294575e-31
1,74,4.207516009844859e-31
1,75,8.012632937727858e-31
1,76,6.009587989773701e-32
1,77,6.538872110051695e-16
1,78,1.0900132507270114e-30
1,79,9.664424967282437e-31
1,80,1.2036478775559447e-30
