cluster_id,dominant_point_group,fraction
0,4/mmm,0.5060336300692384
1,m-3m,0.4947860852361718
2,2/m,0.38356374219737294
3,-3m,0.8808158584534731
4,4mm,0.4608698341994556
5,4/mmm,0.6507414162239314
6,m-3m,0.2313047004359139
7,2/m,0.24462335322598808
8,-43m,0.9981110475100172
9,mm2,0.4893835513002507
10,mmm,0.20372806193393214
11,4mm,0.2548598431962195
12,m,0.4106703489831785
13,-43m,0.9971849488599043
14,-42m,0.3458905098945544
15,mmm,0.3827085685955876
16,-43m,0.9992163009404389
17,mm2,0.6023227742798422
18,mmm,0.5241068459748033
19,-3m,0.7973475187641186
20,-3m,0.4993491057278696
21,mm2,0.4491369463129839
22,2/m,0.2859531202019857
23,m-3m,0.5721013639574691
24,m,0.4140030911901082
25,m,0.4334226685212199
26,-42m,0.48548821117375707
27,4/mmm,0.45326997058157953
28,-43m,0.9120467647217284
29,-3m,0.7624301675977654
30,4/mmm,0.34936309830159545
31,-43m,0.8331967353071749
32,mmm,0.43230586426224926
33,mm2,0.41592729623908903
34,-43m,0.999002272601297
35,2/m,0.4381
36,mmm,0.5061973227565691
37,m,0.470205389848247
38,m,0.3658503676718613
39,4mm,0.400765345967616
40,mm2,0.5037502657070845
41,6/mmm,0.21007043053504487
42,m,0.3627450980392157
43,mm2,0.4495123746434815
44,mm2,0.3703409677291311
45,m-3m,0.1977329974811083
46,mmm,0.5312951287379803
47,4/mmm,0.37531547104580815
48,m,0.42828507108273967
49,mmm,0.2114815168592989
