bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
5,6,35,0.613987,0.0196775,0.229289,-0.477036,0.20245,0.559978,0.369253,-0.028556,-0.0341972,0.177729,-0.139302,-0.273426
6,7,78,0.632052,-0.0401966,0.406286,-0.243256,0.1641,0.486865,0.280299,-0.0662874,-0.0433659,0.124766,-0.178599,-0.18035
7,8,318,0.164305,0.133978,0.20907,0.00579965,0.0212064,0.35136,0.29022,-0.0906053,-0.0971498,0.00367556,-0.06436,-0.0412181
8,9,2410,0.0472456,0.335206,-0.146293,0.0870251,-0.288298,0.0871774,0.256831,-0.35933,0.1181,0.264714,0.0483176,0.0118255
9,10,6191,-0.0277145,0.0504862,-0.133076,0.0433623,-0.198513,0.0224271,0.0936977,-0.314762,0.00752208,0.0872107,0.00887468,-0.01894
10,11,9291,-0.0696515,0.107658,-0.0435747,0.138594,-0.161181,-0.015364,0.0835336,-0.163591,-0.0767373,0.029809,-0.0855443,0.0196051
11,12,11882,-0.0871041,0.253347,-0.00381419,0.167479,-0.152369,-0.00642638,0.0762539,-0.0963648,-0.0696515,0.0737405,-0.0778846,0.0299508
12,13,13083,-0.124688,0.174795,0.0100587,0.122205,-0.0713306,-0.0300177,0.0367957,-0.0754557,-0.0829489,0.00749689,-0.0654692,0.024129
13,14,12073,-0.149154,0.058345,0.0148138,0.0603558,-0.00617341,-0.0189406,0.0224601,-0.0741381,-0.0804972,-0.0260128,-0.0486065,0.0128115
14,15,10207,-0.148375,0.00481759,0.0407243,0.0044399,0.0386834,-0.0229525,0.0115239,-0.0587401,-0.070981,-0.026869,-0.0318738,0.00920656
15,16,8217,-0.0906997,-0.0415062,0.0527963,-0.00403872,0.0767767,-0.00341641,-0.0106084,-0.035501,-0.0902681,-0.0203456,-0.0201966,0.0134648
16,17,6416,-0.0127519,-0.0717829,0.0819371,-0.0266579,0.0910372,-0.00369885,-0.0247704,-0.014987,-0.0546257,-0.0158324,0.0180132,0.0114492
17,18,5403,0.0728886,-0.0499316,0.086643,-0.0530477,0.0711921,-0.00551143,-0.0330503,0.0158983,-0.0175273,-0.0216869,0.045271,0.0179538
18,19,4726,0.159203,-0.0696962,0.0603104,-0.0480191,0.0540522,-0.0185547,-0.0133496,0.0457974,0.0205794,-0.026691,0.0955033,0.00794823
19,20,4350,0.193477,-0.0957163,-0.00113874,-0.065448,0.0456504,-0.0287034,-0.00334628,0.0752813,0.0637229,-0.0431034,0.114931,0.0316103
20,21,3860,0.22569,-0.149207,0.00707311,-0.0630158,0.0605289,-0.0367165,-0.0046016,0.0839484,0.0845002,-0.0671239,0.102665,0.0205041
21,22,3587,0.248909,-0.20158,0.0188953,-0.0401036,0.0600972,-0.0659246,0.000491381,0.0975574,0.105711,-0.101519,0.102653,0.0136453
22,23,3163,0.246866,-0.197458,0.0346836,-0.0342533,0.0660004,-0.0879155,-0.00266855,0.126902,0.10438,-0.117636,0.124163,0.00234566
23,24,2991,0.198884,-0.166617,0.00840607,-0.0662477,0.0537896,-0.0578436,-0.00460687,0.136861,0.101321,-0.116733,0.140005,-0.00208116
