bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
-0.5,0,64165,0.225292,0.0395755,0.0573336,-0.0347514,-0.00726364,-0.0219087,-0.0155457,0.00666313,0.00484196,0.00202727,0.0102886,-0.000175508
0,0.5,14581,-0.145449,-0.0603506,-0.0179792,0.0457022,-0.0209742,-0.00262382,0.00776464,-0.0210208,0.00368281,-0.0136059,0.0177831,0.0331609
0.5,1,9420,-0.161984,-0.0655433,-0.0109378,0.0734061,-0.00368401,0.00312674,0.00653013,-0.0159981,-0.00215007,-0.035545,0.00236071,0.010133
1,1.5,8277,-0.190505,-0.0623513,-0.0150186,0.0559731,0.00426518,0.013693,0.011112,-0.0199355,-0.00607761,-0.030258,0.00510692,0.0081138
1.5,2,7439,-0.185736,-0.0369605,-0.0478526,0.0475476,0.0182431,0.031926,0.0155316,-0.00697967,0.00130725,-0.0134929,-0.00672273,0.000308212
2,2.5,6903,-0.226731,-0.00262282,-0.0600215,0.0264562,-0.000271131,0.038101,0.0262607,0.0101148,0.00636955,-0.00615025,-0.0214804,-0.00709893
2.5,3,5587,-0.261891,0.00610308,-0.0840046,0.0195816,0.0267448,0.0282781,0.0200989,0.00578547,-0.0128993,0.0130744,-0.013731,-0.0105162
3,3.5,4948,-0.280582,-0.00996181,-0.0900621,0.0129281,0.0364286,0.0294247,0.0229534,0.00176911,-0.0202009,0.0219791,-0.0209882,-0.0182941
3.5,4,3737,-0.28542,-0.0167784,-0.0925008,0.0030502,0.0403233,0.0447836,0.0302322,-0.000366662,-0.0133218,0.0263011,-0.0361774,-0.0265944
4,4.5,2721,-0.29267,-0.0388032,-0.116489,-0.0108987,0.0254085,0.0409185,0.0196162,0.00775145,-0.0144124,0.0539502,-0.0479395,-0.0331692
4.5,5,1970,-0.324508,0.00156219,-0.146096,-0.0429784,0.0209402,0.0491147,0.0193456,0.012063,-0.0155536,0.062024,-0.0594775,-0.0399526
5,5.5,1426,-0.347328,-0.0378706,-0.180309,-0.0535643,0.0154127,0.0455398,0.0065439,0.0216935,-0.00707697,0.0931436,-0.0730208,-0.0501546
5.5,6,888,-0.375458,0.00830148,-0.180924,-0.0924278,0.0047175,0.0179519,-0.00998519,0.0591871,-0.0213306,0.0925225,-0.0481693,-0.0521388
6,6.5,325,-0.18637,0.0110587,-0.192632,-0.0516075,0.000239605,0.0406489,-0.000207375,0.0233681,-0.0300263,0.0565343,-0.0856563,-0.0610497
6.5,7,231,-0.0866263,0.0709793,-0.160255,-0.0128433,0.0462436,0.0906007,0.0207708,-0.0134704,-0.0404322,0.0327529,-0.10051,-0.0516134
7,7.5,143,-0.159225,-0.0747724,-0.141463,-0.0823144,0.0469827,0.0644163,0.0186253,-0.0118004,-0.0311881,0.022242,-0.111091,-0.075313
7.5,8,43,-0.10013,-0.127689,-0.157073,-0.0887734,0.13302,0.0524967,-0.0375453,0.0644748,-0.0162763,0.0270464,-0.0605976,-0.108952
