bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
-4.5,-4,375,-0.00874136,0.0580685,0.0931133,-0.0406603,0.145871,0.112602,0.166474,0.0710753,-0.00299712,0.0262029,0.00418392,-0.0776957
-4,-3.5,2226,-0.0475705,0.122126,0.0851202,0.0221522,0.140729,0.089568,0.152064,0.0497884,-0.0141234,0.0346323,0.0338321,-0.0486475
-3.5,-3,7424,-0.129434,0.107087,0.00777973,0.0652913,0.0809646,0.0467838,0.092528,0.0360094,-0.0245802,0.0110971,0.0159147,-0.0141872
-3,-2.5,18104,-0.170876,0.0706888,-0.00103577,0.133365,0.0509408,-0.00299001,0.051874,0.0109045,-0.028184,0.0206435,-0.00247886,1.08131e-05
-2.5,-2,21705,-0.193376,-0.0559303,-0.0329068,0.127988,0.0367801,-0.0024106,0.0321508,-0.0054067,-0.0292606,-0.0114035,0.0208459,-0.00239167
-2,-1.5,17299,-0.165192,-0.0642895,-0.0357562,0.0772111,0.0144461,0.0245532,0.0122093,-0.0185328,-0.029062,-0.0362987,0.000263732,-0.00371761
-1.5,-1,12759,-0.108776,-0.054447,-0.0802,-0.0241761,-0.0207473,0.0504387,0.00165467,0.00765869,0.0085821,-0.00573464,-0.0189945,-0.000744925
-1,-0.5,18724,0.137465,-0.00435048,0.028164,-0.118059,-0.0230655,0.0253681,-0.0158304,0.0294926,0.0466956,0.00912574,0.0297302,-0.014151
-0.5,0,19771,0.257688,0.0450063,0.0600333,-0.136158,-0.0222543,-0.0415808,-0.0780077,0.0198979,0.0191476,-0.000547413,-0.00900428,-0.00644244
0,0.5,9551,0.319053,0.0138334,0.107438,-0.122582,-0.0824603,-0.098301,-0.116695,-0.0574738,0.0399336,0.0194653,-0.125608,-0.0205498
0.5,1,1879,0.319085,-0.03164,-0.123638,-0.114207,-0.126744,-0.0141,-0.037206,-0.0574089,0.0181688,0.00577696,-0.0355462,0.0747019
1,1.5,1088,0.338207,-0.06003,-0.169826,-0.124666,-0.232487,-0.0110556,0.0141261,-0.171146,0.00808286,-0.0103681,0.0550447,0.18708
1.5,2,613,0.438558,-0.0815599,-0.144879,-0.150284,-0.265601,-0.0495283,0.0506974,-0.191173,0.0214126,0.00507098,0.145348,0.272711
2,2.5,459,0.500797,-0.0818352,-0.112887,-0.145144,-0.302518,-0.0858146,0.0635749,-0.182778,0.0373743,0.016902,0.20837,0.292123
2.5,3,271,0.442304,-0.122395,-0.115682,-0.148563,-0.252938,-0.146678,0.00260972,-0.183604,0.0319123,0.0587136,0.256346,0.312556
3,3.5,222,0.512708,-0.0802011,-0.108726,-0.180774,-0.259517,-0.17767,-0.000138989,-0.202953,0.0481821,0.0571672,0.34203,0.38248
3.5,4,167,0.541177,-0.0788789,-0.0932425,-0.199112,-0.250373,-0.207343,-0.0179439,-0.200024,0.0476226,0.0543313,0.36172,0.384694
4,4.5,121,0.531352,-0.0463305,-0.107238,-0.202952,-0.288214,-0.225761,-0.0379042,-0.190946,0.0842537,0.0586236,0.384202,0.412088
4.5,5,57,0.51487,-0.063436,-0.102228,-0.228355,-0.27446,-0.230248,-0.0307173,-0.179005,0.106832,0.0609539,0.363988,0.395867
