bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
-4.5,-4.25,104,0.303429,0.20003,-0.169683,0.111239,0.561448,0.236058,-0.466984,0.0553715,0.162629,0.263667,0.117557,-0.284989
-4.25,-4,271,-0.110264,0.0950243,-0.0310944,0.0896561,0.341656,0.0784824,-0.437277,0.183277,0.188975,0.275452,0.155181,-0.203369
-4,-3.75,704,-0.382511,0.416355,0.0806607,0.137075,0.3628,-0.102686,-0.392051,0.219205,0.0852802,0.280031,0.104385,-0.202961
-3.75,-3.5,1522,-0.423259,0.0662779,0.340653,0.0745749,0.301471,-0.03977,-0.53411,0.0999982,0.178675,0.222373,0.0935842,-0.207081
-3.5,-3.25,2694,-0.619001,0.276806,0.353506,0.171309,0.20622,0.0261308,-0.414522,-0.00136309,0.208723,0.197693,0.048165,-0.135879
-3.25,-3,4730,-0.441592,0.390021,0.408118,0.0759471,0.157353,-0.0391081,-0.373873,-0.053933,0.225695,0.170656,0.0322162,-0.0996657
-3,-2.75,7865,-0.473165,0.0805781,0.650249,0.12706,0.128155,-0.0809463,-0.492621,0.0341756,0.237313,-0.121761,-0.0701463,0.0799922
-2.75,-2.5,10239,-0.0879427,0.746611,0.46628,0.0411322,0.00939627,-0.127517,-0.388827,-0.0529084,0.171742,0.0426698,-0.0423821,0.0183604
-2.5,-2.25,11783,0.0308628,0.881048,0.365528,-0.0107031,-0.0802947,-0.183547,-0.262953,-0.133002,0.161678,0.0517256,0.00722346,-0.0392634
-2.25,-2,9922,0.161459,0.616798,0.279335,0.0270467,-0.176111,-0.222635,-0.203839,-0.180882,0.167707,0.0633065,0.0526771,-0.0675719
-2,-1.75,9486,0.142281,0.679273,0.229472,0.0898466,-0.193719,-0.274281,-0.134406,-0.200224,0.107263,0.069589,0.00720337,-0.109393
-1.75,-1.5,7813,-0.0173491,0.629299,0.0631731,-0.0274947,-0.125315,0.000594935,-0.0709546,-0.203544,0.134192,0.0305174,0.050641,-0.0589509
-1.5,-1.25,6586,-0.199945,0.596124,-0.0671955,-0.119754,-0.100684,0.179582,0.00138936,-0.159584,0.105017,0.0318494,0.0444192,-0.0212209
-1.25,-1,6173,-0.235444,0.346994,-0.259576,-0.123403,-0.0224338,0.218731,0.0660231,-0.0890703,0.000345646,0.029081,0.0547858,-0.0362964
-1,-0.75,7905,-0.117473,-0.130122,-0.408832,0.0455902,0.0868731,0.169269,0.093337,0.127851,-0.214476,0.027167,0.175274,0.00213279
-0.75,-0.5,10819,-0.0338293,-0.592505,-0.469909,0.0318194,0.164241,0.0942725,0.125306,0.238014,-0.341415,0.0657743,0.215905,0.0538128
-0.5,-0.25,11627,0.0245756,-1.03859,-0.450507,0.0638471,0.243068,0.0466271,0.300771,0.182588,-0.28234,0.0531462,0.142477,0.13445
-0.25,0,8144,0.0660492,-1.04181,-0.480259,0.0751657,0.179846,-0.062911,0.496719,0.173529,-0.190375,-0.0108403,-0.0445192,0.21772
0,0.25,7446,0.807168,-1.10627,-0.398865,0.00168595,0.100114,-0.109059,0.465315,0.325289,-0.0127707,-0.450902,-0.559179,0.191259
0.25,0.5,2105,0.417209,-1.02279,-0.473753,-0.263895,0.0238271,0.0214981,0.450371,0.22817,0.0504458,-0.300029,-0.318264,0.157162
0.5,0.75,1106,0.403003,-1.32303,-0.281358,-0.468748,-0.142342,0.426156,0.638776,0.0234168,0.0876473,-0.11198,-0.0573929,-0.0652413
0.75,1,773,0.386455,-1.17467,-0.0139157,-0.565672,-0.504354,0.73331,0.788881,-0.21203,-0.0845297,-0.191542,-0.13163,-0.243467
1,1.25,668,0.376228,-1.28797,0.0855633,-0.705,-0.944575,1.03262,0.859613,-0.261439,-0.264994,-0.350025,-0.330584,-0.531994
1.25,1.5,420,0.521297,-1.40873,0.112432,-0.68518,-0.897536,1.02506,0.850664,-0.322246,-0.303098,-0.245,-0.343297,-0.446485
1.5,1.75,328,0.609377,-1.5804,0.149219,-0.792016,-1.18933,1.24906,0.896478,-0.402374,-0.505016,-0.308923,-0.455653,-0.544679
1.75,2,285,0.530221,-1.53696,0.288225,-0.71058,-1.40527,1.45565,1.0243,-0.427295,-0.691086,-0.457249,-0.452425,-0.692928
2,2.25,257,0.590873,-1.7598,0.281532,-0.731326,-1.53502,1.48835,1.05127,-0.424922,-0.750079,-0.471624,-0.499659,-0.727265
2.25,2.5,202,0.67292,-1.55832,0.211298,-0.684378,-1.40019,1.4126,1.02903,-0.411353,-0.661819,-0.428922,-0.403953,-0.652638
2.5,2.75,155,0.867528,-1.24009,0.369633,-0.806145,-1.45878,1.34346,1.09072,-0.502036,-0.726775,-0.332561,-0.512276,-0.569987
2.75,3,116,0.666094,-1.52676,0.369859,-0.849014,-1.71138,1.56723,1.26315,-0.558218,-0.941365,-0.494048,-0.547531,-0.776742
3,3.25,121,0.584729,-1.55347,0.472019,-0.872607,-1.74062,1.58724,1.3501,-0.619833,-0.99039,-0.472746,-0.564135,-0.745156
3.25,3.5,101,0.658916,-1.59468,0.467792,-0.905872,-1.77441,1.64172,1.39284,-0.598348,-1.04343,-0.540217,-0.559463,-0.839939
3.5,3.75,82,0.640993,-1.79189,0.435198,-0.930235,-1.86506,1.5712,1.46265,-0.643465,-1.02416,-0.497202,-0.585829,-0.833364
3.75,4,85,0.716358,-1.48196,0.427842,-0.837319,-1.76019,1.49697,1.42147,-0.630299,-1.04039,-0.505057,-0.458022,-0.760907
4,4.25,68,0.696951,-1.56863,0.560099,-0.849496,-1.90876,1.55666,1.5633,-0.625036,-0.978948,-0.574254,-0.411112,-0.780268
4.25,4.5,53,0.582109,-1.86036,0.539153,-0.786494,-1.98032,1.57752,1.64723,-0.662011,-1.0487,-0.506353,-0.453551,-0.74338
4.5,4.75,35,0.938489,-1.64934,0.432936,-0.96294,-1.85701,1.57824,1.5951,-0.66474,-0.865891,-0.450742,-0.398648,-0.711635
