bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
3,6,40,0.471409,-1.15448,-1.5461,-0.101574,-0.267835,0.138774,0.624005,-0.0765192,0.875983,0.318097,0.448687,0.551081
6,9,2806,0.672456,0.35845,0.144553,0.379618,-0.481483,-0.870203,0.0884043,-0.188839,0.211153,0.13351,-0.0911023,0.0376674
9,12,27364,0.158636,0.468596,0.2598,0.152209,-0.238412,-0.477411,-0.130754,-0.153055,0.118774,0.00110216,-0.0203465,0.216279
12,15,35363,-0.102751,0.499013,0.128378,-0.0222829,0.0319595,-0.0447915,-0.174326,-0.0681355,0.0976448,0.112995,0.111122,0.107468
15,18,20036,-0.214491,-0.00670723,-0.0882442,-0.106153,0.128002,0.161529,-0.0752277,0.0256695,0.0324567,0.105758,0.100839,0.0518841
18,21,12936,0.0756752,-0.510456,-0.247524,-0.0187127,0.146638,0.0707923,0.141393,0.165798,-0.137403,-0.0419524,-0.0199289,0.0330843
21,24,9741,0.0675811,-0.736853,-0.212974,-0.0160601,0.252309,0.0455066,0.156294,0.190577,-0.213472,-0.1791,-0.159818,-0.0407787
24,27,6896,-0.0468087,-0.62542,-0.235524,-0.0931729,0.246613,0.157887,0.203954,0.185836,-0.174284,-0.121138,-0.146912,-0.194474
27,30,5219,-0.0678815,-0.535985,-0.34806,-0.0311255,0.223722,0.298222,0.200235,0.181311,-0.103434,-0.100758,-0.031385,-0.322636
30,33,3564,0.0093445,-0.537644,-0.425174,0.145077,0.169697,0.420804,0.132116,0.208098,-0.083339,-0.0979892,0.0504037,-0.412475
33,36,2273,0.106148,-0.523643,-0.447305,0.276975,0.187356,0.526349,0.1392,0.177984,-0.0676179,-0.15116,0.0860011,-0.478731
36,39,1310,-0.207454,-0.427683,-0.0910271,0.118403,0.16759,0.598674,0.206897,0.176713,0.00351889,-0.10785,-0.105286,-0.568844
39,42,812,-0.197459,-0.52667,0.0104111,0.0276374,0.118772,0.645752,0.182761,0.199124,0.0585434,-0.11173,-0.165969,-0.625327
42,45,565,-0.260184,-0.615507,0.132597,-0.124197,0.15941,0.649563,0.212153,0.0701163,0.121793,-0.123938,-0.192918,-0.675695
45,48,429,-0.223375,-0.731868,0.160147,-0.0419869,0.146048,0.698359,0.274796,0.0800812,0.198342,-0.225838,-0.204126,-0.718044
48,51,275,-0.0729438,-0.855859,0.183099,-0.299912,0.230749,0.751315,0.280554,0.0656133,0.206499,-0.159687,-0.327869,-0.746447
51,54,154,-0.31666,-0.928074,0.236439,-0.275608,0.250243,0.704921,0.39656,0.166952,0.260979,-0.20996,-0.309011,-0.824867
54,57,129,0.393688,-1.30614,-0.00744409,-0.49975,0.179635,0.719544,0.452979,0.17686,0.352462,-0.185837,-0.418708,-0.774093
57,60,92,0.393127,-1.21913,-0.0318184,-0.275656,0.398235,0.735564,0.583941,0.187964,0.353561,-0.301658,-0.496637,-0.924752
60,63,59,0.541202,-1.0425,-0.144989,-0.45291,0.00535759,0.704526,0.601715,0.155468,0.143595,-0.195296,-0.535957,-0.865913
63,66,50,0.965157,-0.88226,-0.273884,-0.334414,0.325631,0.829998,0.715759,0.196285,0.241113,-0.108697,-0.537752,-0.785094
66,69,63,0.372433,-1.03908,-0.112076,-0.471386,0.245916,0.770013,0.752675,0.152951,0.251443,-0.369849,-0.447541,-0.947402
171,174,32,0.435371,-1.85295,0.569598,-0.827886,-1.94465,1.63031,1.39475,-0.805321,-1.10748,-0.430261,-0.701201,-0.875649
174,177,34,0.236736,-1.73529,0.600323,-0.840805,-1.86624,1.53272,1.51925,-0.651454,-0.996815,-0.381935,-0.656019,-0.780461
177,180,42,0.404968,-2.04249,0.66091,-0.948967,-2.02847,1.61871,1.39579,-0.775283,-1.24781,-0.474636,-0.783168,-0.867135
180,183,44,0.332436,-1.948,0.596185,-0.92004,-1.98392,1.66033,1.48924,-0.763114,-1.19208,-0.500526,-0.676085,-0.855864
183,186,49,0.363122,-2.01479,0.637766,-0.944888,-2.07149,1.65274,1.48982,-0.777296,-1.19994,-0.53877,-0.729051,-0.901567
186,189,61,0.441064,-1.92216,0.623757,-0.930678,-2.10162,1.69745,1.51289,-0.764723,-1.16087,-0.555985,-0.629712,-0.849801
189,192,46,0.461158,-1.65301,0.571432,-0.861792,-1.94879,1.66973,1.46729,-0.588926,-1.08146,-0.538801,-0.578339,-0.837145
192,195,51,0.37854,-1.99901,0.589316,-0.917625,-2.12128,1.75157,1.531,-0.766834,-1.19631,-0.581078,-0.668329,-0.882426
195,198,60,0.41334,-1.93369,0.576605,-0.966992,-2.04824,1.75518,1.53462,-0.711147,-1.18602,-0.564105,-0.68357,-0.948729
198,201,41,0.188979,-1.95025,0.548397,-0.893322,-2.0086,1.8033,1.47536,-0.732472,-1.25178,-0.5634,-0.727362,-0.87056
201,204,39,0.330734,-1.84969,0.57346,-0.974952,-1.99583,1.78382,1.54341,-0.687799,-1.15554,-0.584445,-0.687194,-0.915661
204,207,60,0.299552,-1.87805,0.512059,-0.93128,-1.96607,1.80222,1.484,-0.685807,-1.1492,-0.577119,-0.728896,-0.944207
207,210,48,0.266228,-1.92122,0.541376,-0.882889,-2.00664,1.82806,1.51798,-0.674107,-1.1958,-0.616242,-0.711938,-0.939745
210,213,56,0.384129,-1.91725,0.548606,-0.946189,-2.02761,1.83261,1.48467,-0.670934,-1.12849,-0.62791,-0.748267,-0.932745
213,216,42,0.24219,-1.87532,0.495588,-0.947851,-2.03803,1.85116,1.37625,-0.731597,-1.26557,-0.570641,-0.730527,-0.931378
216,219,33,0.295978,-1.80774,0.393513,-0.946239,-1.91034,1.81908,1.39608,-0.57585,-1.16003,-0.614183,-0.718489,-0.980407
219,222,38,0.311823,-1.90708,0.498419,-0.937867,-1.96941,1.84129,1.39084,-0.656143,-1.24096,-0.658658,-0.74423,-0.95793
225,228,31,0.412077,-1.90291,0.491978,-1.01513,-2.00863,1.81638,1.4202,-0.627682,-1.11584,-0.67419,-0.843695,-1.02201
228,231,31,0.310402,-1.95075,0.541083,-0.847457,-2.08879,1.92098,1.30154,-0.708167,-1.15409,-0.618323,-0.801589,-0.95449
246,249,38,0.309746,-2.06826,0.51107,-0.772892,-2.05741,1.89654,1.13779,-0.705188,-1.11309,-0.629068,-0.817446,-0.980947
252,255,32,0.286789,-2.13132,0.520831,-0.885239,-2.06179,1.9638,1.35881,-0.609882,-1.13169,-0.681003,-0.739667,-1.1252
