bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
0,0.25,5000,28.3907,-9.01968,-1.13164,-0.657731,0.581705,-2.43463,-0.385716,-0.99364,0.385793,-1.27351,-0.28805,0.311266
0.25,0.5,4999,26.389,-7.44223,-1.04089,-0.100621,0.955925,-2.41788,-0.0964174,-0.945296,0.359628,-1.02074,-0.232,0.406974
0.5,0.75,4294,26.4547,-6.58684,-1.36959,-0.0633734,0.997915,-2.44591,0.108907,-0.681118,0.411326,-0.989116,0.00355858,0.618334
0.75,1,1857,23.2502,-5.55237,-1.59974,0.0301877,1.06872,-2.45813,0.255163,-0.547223,0.459375,-0.637989,0.142055,0.822002
1,1.25,1229,21.1671,-5.68886,-1.61371,0.470326,0.845701,-2.68363,0.0972271,-0.708372,0.430649,-0.489221,-0.0121452,1.26363
1.25,1.5,943,20.4269,-6.24751,-1.33596,0.974973,0.592064,-2.52528,0.104547,-0.499177,0.533942,-0.339782,-0.205473,1.57742
1.5,1.75,585,19.7505,-6.43152,-1.06869,1.04891,0.273067,-2.74552,-0.0241762,-0.51104,0.59644,-0.439311,-0.3775,1.69572
1.75,2,413,19.5006,-6.89787,-1.07809,1.23158,0.553494,-2.61496,-0.413171,-0.701827,0.609134,-0.547244,-0.499457,1.86682
2,2.25,338,18.3029,-7.45848,-0.722597,1.26239,0.460787,-2.12396,-0.31398,-0.630198,0.270278,-0.470071,-0.770214,2.01383
2.25,2.5,355,16.9445,-7.36258,-0.0845318,1.70469,-0.495486,-1.7382,-0.449408,0.165257,0.306565,-0.625828,-1.09954,2.54394
2.5,2.75,264,17.7509,-7.23162,0.0739083,1.12152,0.0107161,-1.85584,-0.0249598,-0.0678045,0.313684,-0.779717,-1.06194,2.25258
2.75,3,217,19.7108,-7.19819,0.154737,0.924706,0.307193,-1.71426,-0.123684,-0.315269,0.401378,-1.00253,-0.737627,2.04157
3,3.25,219,21.1392,-7.8867,0.284066,0.530738,0.553159,-1.98074,0.0145863,-0.287185,0.211389,-1.22144,-0.410193,2.00473
3.25,3.5,200,22.0475,-8.37534,0.451224,0.200338,0.283546,-1.50785,0.143928,-0.213926,0.315407,-1.53231,-0.305256,1.86292
3.5,3.75,165,22.1374,-8.51664,0.799389,-0.279233,0.0328903,-0.778343,0.24711,0.194247,0.255405,-1.92291,-0.257095,2.09186
3.75,4,130,15.6693,-7.29701,0.606748,-0.312542,-0.0222458,-0.375087,0.52065,0.0988619,0.137176,-2.07944,-0.00777447,2.93472
4,4.25,102,16.793,-7.49194,0.874535,-0.706493,-0.148839,-0.172377,0.324109,0.301306,-0.0219744,-2.46917,0.255115,2.94564
4.25,4.5,78,17.2877,-7.26288,0.756871,-0.947869,-0.633355,0.00749155,-0.0643523,0.399578,0.0136759,-2.46717,0.538461,2.76536
4.5,4.75,94,17.2286,-6.86577,0.976381,-1.28848,-0.454226,0.346747,-0.138558,0.600544,-0.24229,-2.65604,1.01502,2.77758
4.75,5,41,18.9968,-7.17273,1.14198,-1.76256,-0.808378,0.791053,-0.599962,0.438191,-0.442179,-2.89523,1.53495,2.51013
5,5.25,43,29.8166,-8.69707,0.907967,-1.4328,-0.216022,-0.664163,-0.759179,0.609635,0.0438523,-2.32314,1.11471,0.863953
