bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
-5.25,-5,32,18.5894,-1.69585,-1.23169,-0.797122,0.869486,-2.51533,-0.376963,0.996319,-1.11843,-0.172323,-0.764061,1.02236
-5,-4.75,52,18.4395,-3.48174,-1.22071,-0.772195,1.10548,-2.84823,-0.116217,0.871188,-0.77341,-0.292776,-0.875127,0.564916
-4.75,-4.5,76,17.961,-4.14482,-1.06704,-0.943643,0.77111,-2.66991,0.144305,1.05801,-0.18149,-0.390659,-1.08363,0.7365
-4.5,-4.25,125,17.2841,-5.35383,-0.579237,-1.08773,0.591171,-2.44314,0.277565,1.02917,-0.201229,-0.877026,-1.13043,1.11311
-4.25,-4,167,17.8752,-5.0429,-0.908912,-0.988658,0.810609,-2.44821,0.104927,0.761273,-0.264036,-0.57555,-1.11048,0.949588
-4,-3.75,221,17.5008,-6.21068,-0.550894,-0.922031,0.439685,-2.63846,0.0786923,0.544579,-0.225545,-0.633406,-1.20157,1.1247
-3.75,-3.5,351,15.6847,-6.27623,-0.457868,-0.728492,0.180075,-2.36082,-0.0555565,0.254899,-0.322116,-0.782716,-0.778318,1.05909
-3.5,-3.25,509,16.3027,-6.78369,-0.597352,-0.521389,0.0882961,-2.29037,-0.0916,-0.101233,-0.591112,-0.540554,-0.801249,0.987601
-3.25,-3,592,15.5512,-6.79835,-0.570048,-0.500692,-0.224409,-2.07624,-0.0258815,-0.182712,-0.675549,-0.568645,-0.719455,1.15686
-3,-2.75,769,16.9953,-6.70921,-0.64726,-0.811355,-0.086329,-1.99657,0.13559,0.0379871,-0.664032,-0.527273,-0.894724,0.940605
-2.75,-2.5,761,18.8206,-6.968,-0.836249,-1.11145,-0.0244776,-2.37901,0.442029,0.218077,-0.674504,-0.671522,-0.876012,0.631536
-2.5,-2.25,893,19.7631,-7.29511,-0.816956,-1.40918,-0.0022401,-2.54859,0.552015,0.395467,-0.685529,-0.762221,-0.994034,0.6118
-2.25,-2,918,21.6499,-6.87641,-1.23117,-1.3471,0.431978,-2.73999,0.503876,0.404077,-0.747081,-0.505835,-1.0427,0.469776
-2,-1.75,1060,23.7467,-7.02431,-1.56336,-1.10676,0.770567,-2.94659,0.494379,0.187348,-0.750374,-0.251989,-0.954484,0.342154
-1.75,-1.5,1126,25.5508,-6.77164,-1.57937,-0.778305,1.07885,-2.85209,0.474561,0.185699,-0.75127,-0.0141767,-0.850728,0.154537
-1.5,-1.25,1463,26.5826,-7.28447,-1.75604,-0.730136,1.17287,-2.90051,0.505991,0.171364,-0.716793,-0.0640457,-0.851086,0.0457095
-1.25,-1,1723,27.6806,-7.55668,-1.55176,-0.625632,1.18949,-2.87992,0.606591,0.112263,-0.726896,0.0637448,-0.769836,-0.0111998
-1,-0.75,2013,27.34,-7.55334,-1.6292,-0.718537,1.19187,-2.89555,0.599202,0.12021,-0.709919,0.0250346,-0.800406,-0.0224108
-0.75,-0.5,2222,27.6341,-7.49796,-1.62262,-0.630099,1.18236,-2.80613,0.617583,0.0983115,-0.701125,0.0711684,-0.729071,-0.0795976
-0.5,-0.25,2419,27.7987,-7.73349,-1.58712,-0.587584,1.21179,-2.90606,0.628232,0.0374005,-0.634151,0.103032,-0.690082,-0.0575688
-0.25,0,2558,28.2105,-7.99333,-1.55427,-0.466107,1.1245,-2.88743,0.687988,-0.00386335,-0.637637,0.103671,-0.60821,-0.099433
0,0.25,2782,27.5832,-8.13021,-1.61412,-0.524797,1.05491,-2.94039,0.727316,-0.0249838,-0.520686,0.0215305,-0.64182,-0.0871685
0.25,0.5,3134,27.271,-8.24841,-1.62922,-0.502476,1.03527,-3.02607,0.74087,-0.0706562,-0.516014,-0.00185477,-0.58301,-0.11852
0.5,0.75,3578,27.6794,-8.53096,-1.51726,-0.496306,1.07074,-3.04238,0.736092,-0.180785,-0.507181,-0.0259677,-0.480654,-0.199199
0.75,1,3972,28.186,-9.08562,-1.42864,-0.385611,1.02707,-3.24369,0.776812,-0.292029,-0.451002,-0.0761298,-0.383246,-0.208667
1,1.25,4445,28.7011,-9.40741,-1.31623,-0.316855,0.926929,-3.21314,0.840828,-0.362121,-0.433123,-0.100165,-0.356056,-0.269284
1.25,1.5,4651,29.1901,-9.85517,-1.27681,-0.170014,0.929468,-3.30079,0.90183,-0.498379,-0.389806,-0.171891,-0.237722,-0.268654
1.5,1.75,5000,29.5384,-10.089,-1.15971,-0.0850832,0.862065,-3.28802,0.916603,-0.611076,-0.448834,-0.209178,-0.150186,-0.371057
1.75,2,5000,29.2093,-10.3707,-1.10157,-0.112534,0.831165,-3.38032,0.914057,-0.729639,-0.434881,-0.248457,-0.115467,-0.370954
2,2.25,4999,28.0678,-10.066,-1.14034,-0.175321,0.763432,-3.29174,1.00592,-0.718551,-0.367503,-0.330976,-0.187679,-0.364847
2.25,2.5,5000,27.1281,-9.87829,-1.11935,-0.290204,0.725157,-3.35191,0.988147,-0.637119,-0.414559,-0.380012,-0.295076,-0.329334
2.5,2.75,5000,26.802,-9.94586,-0.991734,-0.267345,0.607219,-3.30551,0.976549,-0.663054,-0.421711,-0.431399,-0.28112,-0.379826
2.75,3,5000,25.6882,-10.1038,-0.983158,-0.379527,0.626352,-3.37466,0.919582,-0.754892,-0.33559,-0.444648,-0.302006,-0.340955
