sg_sites,n_materials
Cmc2_1 | 4a 4a 4a 8b 8b 8b 8b 8b 8b,5
C2/m | 2a 2d 4i 4i 4i,5
Fmmm | 8e 8f 8i 8i,5
P3m1 | 1a 1b 1c 3d 3d 3d,5
Pmn2_1 | 2a 2a 2a 2a 2a,5
Pmmm | 1a 1d 2l,5
Pmmn | 2a 2a 2b 4c 4e 4e 4f,5
Pm | 1a 1a 1b 1b 2c 2c,5
Cmme | 4a 4g 4g 4g,5
Imm2 | 2a 2b 4c 4d,5
Cmmm | 2a 4f 4h 4i,5
Pbam | 2a 4f 4g 4g 4h 4h 8i,5
Pmmm | 1a 1f 2n,5
Amm2 | 2a 2a 2a 2a 2a 2b 2b 2b 2b 2b,5
Pbam | 4g 4g 4g 4h 4h 4h 4h 4h 4h,5
P-6m2 | 1a 1b 1c 1d 2i,5
Pmma | 2e 2e,5
P6_3cm | 2a 4b 6c 6c 12d,5
I-4c2 | 4a 8h 16i,5
P2/m | 1a 1g 2m 2m 2m 2m 2n 2n 2n 2n 2n 2n,5
P-6m2 | 1a 1d 2h 2i,5
I4/m | 2a 2b 4d 4e 8h,5
P4/mmm | 1a 1b 1d,5
F222 | 4a 4b 4c 4d 8g 8g 8h 8h,5
P-43m | 1a 3c 4e,5
P4/nbm | 2a 2c 2d 8m,5
P-62m | 1a 2c 3f 3f 3g 6k,5
P6_3/mmc | 2b 2c 6h 12k,5
Pmmm | 1a 1g 2p,5
P-43m | 1a 4e 4e 4e 6f 6g 12i 12i,5
P4/mmm | 1a 1c 2g 2h 2h 4i,5
P4_122 | 4a 4b 4c 8d 8d,5
P2_1/m | 2e 2e 2e 2e 4f 4f 4f 4f 4f,5
Amm2 | 2a 2a 2b 2b 4c 4c 4c 4c 4d 4d 4d 4d 4d 4e 4e 4e 4e 4e 8f 8f,5
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e,5
Pmmn | 2a 4e 4e,5
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,5
Fm-3m | 4a 48i,5
I4_1/amd | 4a 4b 8c 32i,5
P6/mmm | 1a,5
Cmmm | 2a 2c 4g 4i 4i 8p 8q 8q 8q,5
Pnma | 4c 4c 4c 4c 4c 4c 8d 8d 8d 8d,5
C2/c | 4a 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f,5
C2/m | 4g 4i 4i 4i 4i 4i,5
P-1 | 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,5
Pna2_1 | 4a 4a 4a 4a 4a 4a,5
P2/m | 1a 1g 2m 2m 2n 2n 2n,5
Pbcm | 4c 4d 4d 4d 4d,5
Fmmm | 4a 4b 8f 8i 8i 16j,5
Pbca | 8c 8c 8c 8c,5
P6_3/mmc | 2a 2c 4f 6g 6h,5
C2/m | 2a 2b 4e 4h 4i,5
P2_1/m | 2a 2c 2e 2e 2e 2e 4f 4f,5
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,5
Cc | 4a 4a 4a 4a,5
P6_322 | 2a 2c 4f 12i,5
C2/c | 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f,5
C2/m | 2a 4h 4i 4i 4i 8j,5
P2_1/m | 2e 2e 2e 2e 2e 4f 4f,5
R-3c | 6a 6b 18e,4
Cc | 4a 4a 4a 4a 4a,4
P4/mbm | 4e 4g 4h 8i,4
P2_1/m | 2e 2e 4f,4
I4mm | 2a 2a 4b 8c 8c 8c 8d 8d 8d 8d 16e,4
P6_3/mmc | 2a 2b 2c 4f 12k,4
I-4 | 8g 8g 8g 8g 8g 8g 8g,4
Pmmn | 2a 2b 2b 4c 4e 4e 4e 8g,4
C2/c | 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f,4
Cccm | 4a 8k 8l 8l,4
C2/c | 8f 8f 8f 8f 8f 8f 8f,4
P-42m | 1a 2f 4n,4
I4/mcm | 4b 4c 8f 8f 8g 8h 16l,4
Cmc2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,4
P-43m | 4e 4e 4e 4e 6f 6g 12i 12i,4
C2 | 2a 2a 2b 4c 4c 4c 4c,4
Cmcm | 4a 4c 8e 8f 8g 8g 16h,4
P4/mmm | 1a 1d 2g 2g 2h 4i,4
P2_12_12_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,4
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i,4
Cmmm | 4g 4h 4i 4j 8p,4
I4/mmm | 4c 4d 4e 4e 4e,4
P4/nbm | 2a 4e 8l 8m 16n,4
Pn-3m | 2a 4b,4
P4/nmm | 2a 2b 2c,4
P-3m1 | 1a 2c 2d,4
P-4c2 | 2a 2d 4e 4i 8j,4
Ibam | 4a 8j 8j 8j,4
R-3m | 3a 6c 6c 6c 18g,4
Ibca | 8d 8d 8e 16f 16f 16f 16f 16f,4
P2 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1c 1d 1d 1d 1d 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,4
P2_12_12_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,4
Ima2 | 4b 4b 8c 8c 8c 8c 8c,4
Pbcn | 4c 8d 8d,4
C2/m | 2a 2b 2d 4h 4i 4i 4i 8j,4
Pmma | 2a 2e 2f,4
I-4m2 | 2a 2b 2c 4e 4e 4e 4f 4f,4
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,4
Cmcm | 4a 4c 8f 8g,4
Cmc2_1 | 4a 4a 4a 4a 8b 8b 8b,4
I-43m | 6b 8c 8c,4
C2/m | 2a 4i 4i 8j,4
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,4
C2/c | 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f,4
Fm-3m | 4a 4b 8c 24e 24e,4
P-1 | 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,4
Pnnm | 2a 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,4
P4mm | 1a 1a 1a 1a 1b 1b 1b 2c 2c 2c 2c,4
Pmma | 2a 2e 2f 2f 4i 4j,4
Pnma | 4c 4c 4c 8d 8d 8d 8d 8d,4
Fddd | 8a 16g 16g 32h,4
P4/ncc | 4c 8f 16g,4
I4_1/acd | 8a 8b 16e 32g 32g,4
P2_12_12_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,4
I-43m | 2a 8c 12d 24g,4
P4_2/mbc | 8g 8h 8h 8h,4
P6/mmm | 1a 2d 2e 4h 6i 6j 6k 12o,4
Pmm2 | 1a 1a 1d 1d 2g 2g 2h 2h,4
Fmmm | 8f 8g 8h 8i,4
P4_2/ncm | 4c 8h 8i 8i 16j,4
C2 | 2a 2a 4c 4c 4c 4c 4c,4
C2/c | 4e 4e 4e 4e,4
P4/mmm | 1a 1b 1c 2h 4i,4
P-1 | 1a 1e 2i 2i 2i,4
Pnnm | 2a 4f 4g 4g 8h,4
Amm2 | 2a 2a 2a 2a 4e 4e,4
Cmcm | 4a 4c 4c 8f 8f 8f 8g 16h,4
P4/mmm | 2e 2f 2g 2h,4
Pmc2_1 | 2a 2a 2b,4
P6_222 | 3c 3d 6j,4
P4mm | 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b,4
P4_2/m | 2c 2e 4j 8k,4
Fmm2 | 4a 4a 8c,4
P2/m | 1a 1b 1g 1h 4o,4
C2/c | 4a 4e 8f 8f 8f,4
Pmmn | 2a 2a 2a 2b 2b,4
P4_2/nmc | 2a 8g,4
Pmm2 | 1a 1a 1a 1a 1d 1d 1d 1d,4
Pbam | 2a 2c 4g 4g 4g 4g 4g 4h 4h 4h 4h 4h,4
P2/c | 2e 2e 4g 4g,4
Pbcm | 4d 4d 4d 8e 8e 8e,4
Amm2 | 2a 2a 2b,4
P6_3/mmc | 2b 4f 6g 6h 6h 12k,4
Amm2 | 2a 2b 4c,4
P-1 | 1a 2i,4
Imm2 | 2a 2a 2a 2a 2a 2a 2a,4
Fmmm | 4a 4b 8c 8d 8e,4
C2 | 2a 2b 4c 4c 4c 4c,4
I-42m | 2a 2b 4c 8i 16j,4
P6_3/mcm | 2b 4d 6g,4
C2/m | 4g 4i 4i 4i 8j,4
Pbcn | 4c 4c 4c 8d 8d 8d,4
Cmmm | 4i 4i 4j,4
Fmm2 | 4a 4a 4a 4a 4a 4a 4a,4
P4_332 | 4a 8c 12d,4
I4mm | 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b,4
P-6m2 | 1a 1d 2g,4
Pmm2 | 1a 1a 1a 1a 1a 1d 1d 1d 1d 1d,4
I4/mmm | 4d 4e 4e 4e 8g,4
P-31m | 1a 2c 6k,4
Pbcm | 4d 4d,4
Pmma | 2a 2f 2f 2f 4i,4
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a,4
Pbcn | 8d 8d 8d,4
Pbca | 4a 8c 8c 8c 8c 8c,4
P4_2mc | 2a 2c 4e 4e 8f,4
Im-3m | 2a 8c 48k,4
Cmmm | 2a,4
P2/m | 1a 2m 2m 2m 2n 2n,4
P6_3/mmc | 2c 2d 4e 4f 6g 6h 12k,4
Pbcm | 4a 4c 4d 4d 4d 4d 4d 4d,4
Pmmn | 2a 2a 2a 2a,4
P2/m | 1a 1g 2m 2n 2n,4
P2/c | 2e 2e 2f 2f,4
P-6 | 1a 1c 1f 3j 3j 3j 3j 3j 3j 3j 3j 3k 3k 3k 3k 3k 3k 3k 3k,4
Pnma | 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,4
Fm-3m | 4a 4b 24d 24e 32f 32f,4
Pnma | 4c 4c 4c 4c 4c 8d 8d 8d 8d 8d,4
P4/mmm | 1a 1b 1c 1d 2e 2f 4j 4k 8r 8s 8t,4
P4/ncc | 4c 8f 16g 16g 16g,4
Cmcm | 4c 4c 8d 8e 8f 8g,4
Pmmn | 2a 2b 4e 4e,4
P4/nmm | 2a 2c 2c 8i,4
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b,4
P-1 | 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,4
Imma | 4a 4e 4e 8h,4
Pmmn | 2a 2a 2b 2b 4e 4e 4e 4e 4e,4
C2/c | 4a 4c 4e 8f 8f,4
C2/m | 2a 2c 4e 4i 4i 4i 8j,4
P2_1/c | 2a 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e,4
P4/mmm | 1a 1b 1c 1d 2g 4i,4
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,4
R-3 | 3a 18f 18f 18f,4
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,4
C2/c | 4a 4e 4e 8f 8f,4
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,4
R-3 | 3a 3b 18f 18f 18f 18f 18f,4
C2 | 4c 4c 4c 4c,4
R-3 | 3a 6c 6c 18f 18f 18f 18f 18f,4
P4_2/mmc | 2c 2e,4
P6_3mc | 2a 2a 2b 2b,4
P6_3/mmc | 2a 2b 4f 6h 12k,4
P6_3/mmc | 2a 4e 4f 4f 4f 6h 12k,4
R-3m | 6c 6c 6c 6c,4
P4/mmm | 1a 1b 1d 2h 4i,4
Cmm2 | 2a 2a 2a 2b 2b 2b 4c 4c 4c,4
Cmcm | 4c 4c 4c 4c 4c,4
Amm2 | 2a 2a 2b 2b 4c,4
Immm | 4i 4i,4
R3m | 3a 3a 3a 3a 3a 9b,4
Cmmm | 2a 2b 4e 4i 4j 8q,4
P4_2/m | 2a 2c 4j 4j 8k,4
Cm | 2a 2a 2a 2a 2a,4
Cmcm | 4a 4c 4c 4c 8f 8f 16h,4
Pmn2_1 | 2a 2a 4b 4b 4b 4b 4b,4
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,4
Fd-3m | 16c 16d 48f,4
Pmmm | 1a 1g 2o,4
Immm | 2a 2d 4j 4j,4
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,4
C2 | 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c,4
P2_1/m | 2a 2e 2e 2e 2e 4f,4
P2_1/c | 2a 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e,4
Cmme | 4a 4e 4g 8m 8m 16o,4
Cm | 2a 2a 2a 4b 4b 4b,4
P2 | 1a 1a 1d 1d 2e 2e,4
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1c 1c 1c 1c 1d 1d 1d 1d 2e 2e 2e 2e 2f 2f 2f 2f 2g 2g 2g 2g 2h 2h 2h 2h 4i 4i 4i 4i,3
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,3
I4/m | 2a 2b 4d 8h 8h 8h 8h 16i 16i,3
P-3m1 | 1a 2d 3f,3
C2 | 2a 2a 4c 4c 4c 4c 4c 4c,3
P-1 | 1a 1h 2i 2i 2i 2i 2i,3
P4/nmm | 2a 2c 2c 2c 2c 2c 4f,3
Im-3 | 2a 24g,3
R-3m | 3a 18g 18h 18h,3
I4/mmm | 8h 8i 8j,3
P6_3/mcm | 2a 4d 6g,3
P1 | 1a 1a 1a 1a,3
Cmce | 8d 8d 8f 8f 8f 16g 16g,3
P-62c | 2a 2b 4f 6g 6g 6h 6h 6h,3
Amm2 | 2a 2a 2b 4e,3
C2 | 2a 2b 4c 4c 4c 4c 4c 4c,3
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
C2/c | 4c 4e 8f 8f,3
Cmmm | 4i 4j,3
P-1 | 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
Pna2_1 | 4a 4a 4a 4a 4a 4a 4a 4a,3
Cmc2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
C2/c | 4a 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
P2_1/c | 2a 2d 4e 4e 4e 4e 4e,3
P-1 | 1a 1e 2i 2i 2i 2i 2i,3
C2/c | 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
P-31m | 1a 2c 4h 6k,3
C2/c | 4a 4c 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
Fd-3m | 8a 8b 16c,3
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,3
C2/c | 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
P-1 | 1a 1f 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
P4/nmm | 2a 2c 2c 4e 8i,3
P3 | 1a 1b 1c 3d 3d,3
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
C2/c | 4e 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f,3
R-3 | 6c 18f 18f 18f 18f,3
Cm | 2a 2a 2a 2a 4b 4b 4b 4b 4b,3
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
C2/c | 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,3
P2_1/c | 2a 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e,3
C2/m | 2a 4g 4h 4i 4i 8j,3
C2/c | 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
Cmc2_1 | 4a 8b 8b,3
C2/c | 4c 4e 8f 8f 8f 8f 8f,3
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,3
Fddd | 8a 8b 16g 32h 32h 32h 32h 32h 32h,3
C2/m | 2a 2d 4e 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j,3
Cc | 4a 4a 4a 4a 4a 4a 4a,3
Pbcn | 4c 8d,3
C2/c | 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
P2_12_12_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
P2_1/c | 2a 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e,3
P-3m1 | 1a 2c 2c 2d 2d 2d 2d 3f 6i 6i 6i 6i,3
Pnma | 4a 4c 4c 4c 8d 8d,3
P-1 | 1a 1g 2i 2i 2i 2i,3
P6_222 | 3c 6i,3
Immm | 2a 4i 4j 8l,3
P6/mmm | 1a 1b 2c 2d 2e 4h 6i 6i,3
P-4m2 | 1a 1b 1c 2e 2e 2e 2e 2f 2f 2f 2f 2g 2g 2g 2g 2g,3
P-6 | 1a 3j 3j 3j 3k 3k 3k,3
I-43d | 12a 16c,3
I4/mcm | 4a 4c 8g 8h 8h 16l 32m,3
I4_1/acd | 16e 16f 32g,3
P2/c | 2e 2f 4g 4g 4g 4g,3
Pmma | 2e 2f 4i 4j,3
R-3 | 18f 18f 18f 18f 18f 18f 18f,3
P4/mmm | 1a 1d 2f 2g 2g 2h 4i,3
Imma | 4c 4e 8h 8i,3
P6_3/m | 4f 6h 6h 6h 12i,3
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,3
Imma | 4a 4c 4e 8g 8h 8h,3
P-1 | 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
C2/c | 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f 4f 4f 4f 4f,3
P6/mmm | 2c,3
Pnma | 4c 4c 4c 4c 4c 4c 8d,3
Cmmm | 2a 4i 4i 4j 4j 4j 4j 4j,3
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,3
Fdd2 | 16b 16b 16b 16b 16b 16b 16b,3
Im-3 | 6b 8c 24g,3
Cmcm | 4c 4c 4c 4c 4c 4c 4c,3
Cmcm | 4a 4c 8f 8f 8f 8f,3
Cmm2 | 2a 2a 2a 2a 2b 2b 2b 2b 4c 4c 4c 4c 4d 4d 4e 4e 8f 8f 8f 8f,3
Pnma | 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,3
P4_12_12 | 4a 4a 8b,3
P2_1/m | 2e 2e 4f 4f,3
Pbam | 2a 2b 2c 4g 4g 4h 4h 8i 8i 8i,3
I-42d | 4a 8d 16e,3
R-3c | 6a 6b 12c 12c 36f,3
P-1 | 1a 2i 2i 2i 2i 2i 2i,3
P-1 | 1a 1b 2i 2i 2i 2i,3
I-43m | 2a 8c 12d 12e 24g 24g,3
P6_3/mmc | 2a 2b 2c 4e 4f 4f 4f 6h 12k 12k 12k,3
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,3
P-1 | 1a 2i 2i,3
P-3c1 | 2a 4d 6f 12g,3
Cmcm | 4a 4c 8f 8f 8f 8f 8f,3
R-3 | 3a 6c 18f 18f 18f 18f,3
Pmma | 2a 2e 2e 2f 2f 4i 4i 4j 4j 4j,3
P4_2/mnm | 4f 4f 4g 8i 8i 8i,3
Amm2 | 2a 2a 2a 2b 4e,3
P4_132 | 4a 4b,3
P-42c | 2b 2e 8n,3
Ama2 | 4a 4a 4b 4b 4b 4b 4b 4b,3
P3m1 | 1a 1a 1a 1a 1b 1b 1c 1c,3
F222 | 4a 4b 8g 8h 8h,3
I4/mmm | 2a 2b 4d 8h 8i,3
P4mm | 1a 1b 1b 2c,3
P4/mbm | 2a 4f 4g 4h 16l,3
Amm2 | 2a 2a 2b 4d 4d 4e,3
Pmmn | 4e 4e 4e 4e,3
Immm | 2a 4g,3
Pnc2 | 2a 2a 4c 4c 4c 4c,3
Pmmn | 2a 2b 4e 4e 4e 4e 4e,3
Pmn2_1 | 2a 2a 2a 2a 2a 4b,3
Pccn | 4a 8e 8e 8e 8e 8e,3
C2/c | 4a 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,3
Pmmm | 1a 1g,3
P4/mbm | 4e 4g 4h,3
P2_1/m | 2e 2e 2e 4f 4f,3
P2/m | 1a 2n,3
I4_1/amd | 4a 4b 16f,3
P-1 | 1a 1d 2i 2i 2i 2i 2i,3
P6_222 | 3a 3d 6f 6i,3
R3m | 3a 3a 3a 3a 3a 9b 9b,3
Cmmm | 2a 2b 4h 4j 4j 8p,3
P4/nmm | 2a 2c 2c 2c 4f,3
P-1 | 1a 1c 1d 1e 2i 2i 2i 2i,3
Pnnm | 4g 4g 4g 4g 4g 4g 4g,3
P4mm | 1a 1a 1b 1b 2c,3
Cmmm | 2a 4e 4h 4j,3
Cm | 2a 2a,3
Imma | 4a 4e 4e,3
Pmmn | 2a 2b 2b 4e 4e 4e 4e,3
Pn-3m | 2a 4b 4c 6d,3
Pba2 | 2a 4c 4c 4c 4c 4c,3
Pmm2 | 1a 1a 1b 1b 2h 2h,3
P4/mmm | 1a 1d 2f 2g,3
Cmmm | 2a 2d 4i 4j 4l 8m,3
Fmm2 | 4a 4a 4a 4a 8b 8b,3
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,3
Cmm2 | 2a 2a 2a 2a 2b 2b 2b 2b 4e 4e 4e 4e 8f 8f 8f 8f,3
P4/mbm | 4e 4e 4f 4f 4g 4h 8k,3
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,3
Immm | 2a 4i 4i 4j 4j 4j,3
Cmce | 8c 8d 8e 8e 8f 8f 8f 8f 8f 8f 8f 8f,3
I4_1/amd | 4a 8d 8e,3
Cm | 2a 2a 2a 2a 2a 4b,3
P6_3/mmc | 2c 4f 4f,3
Pbca | 8c 8c 8c 8c 8c 8c,3
I4/mmm | 2a 2b 4d 4e 4e 8g,3
Pnma | 4c 4c 8d 8d 8d 8d,3
Pmc2_1 | 2a 2a 2a 2a 2b 2b 2b 4c 4c,3
P-62m | 1a 2c 3f 3g 3g,3
P6_3mc | 2a 2b 6c,3
P6_3/mmc | 2a 4f 4f 6h,3
Fm-3m | 4a 4b 8c 24d,3
P6_3/m | 2c 6h 6h 6h 6h 12i,3
Fd-3m | 16c 16d 32e,3
Pbam | 2a 4g 4g 4g 4h 4h 4h 4h,3
Pmmm | 1a 1c 2o 2p 2r 4v,3
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,3
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1c 1d 1d 1d 2g 2g 2g 2g 2h 2h 2h 2h,3
C2/m | 2a 2d 4i 4i 4i 4i,3
I4/mcm | 4a 8f 8f 8h 16l 16l 16l,3
I4/m | 2a 8h 8h,3
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
R-3m | 3a 3b 6c 6c 6c 18h 18h,3
Cmce | 8d 8f 8f 16g 16g,3
Cm | 2a 2a 2a 2a 4b 4b 4b,3
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,3
Amm2 | 2a 2a 2a 2b 2b 4c 4c 4c,3
P-1 | 1a 1b 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
Pnma | 4c 4c 8d 8d 8d 8d 8d,3
P3_2 | 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a,3
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,3
P6_3/mmc | 2a 2c 4e 4f 4f 6g 6h 12k,3
R3c | 6a 6a 18b 18b 18b 18b 18b 18b 18b 18b,3
P4/mmm | 1a 1b 2g 2g 2h 2h 2h 4i,3
P4mm | 1a 1a 1a 1b 1b 1b 1b 2c 2c 2c 2c 4d 4d 4d 4d 4e 4e 4e 4e 4f 4f 4f 4f,3
C2/c | 8f 8f 8f 8f 8f,3
P4/nnc | 4c 4d 4e 16k,3
P2_1/c | 2a 2d 4e 4e 4e 4e 4e 4e,3
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f,3
Pca2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,3
P6_3/mmc | 2a 2b 4e 4f 4f 4f 4f 4f 6h 12k 12k,3
Pc | 2a 2a 2a 2a 2a 2a 2a 2a,3
C2/m | 2a 4h 4i 4i 8j 8j,3
Immm | 2a 4f 4h 4j,3
P4/mmm | 1a 1b 4i,3
P4/mmm | 1a 1c 1d 2g 2g 2g 2h 4i 4i,3
Pbca | 8c 8c,3
C2/c | 8f 8f 8f 8f 8f 8f 8f 8f,3
Cm | 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,3
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,3
