cluster_id,dominant_point_group,fraction
0,4/mmm,0.8936013728855111
1,4/mmm,0.6416295353278166
2,mm2,0.6500478468899522
3,-43m,0.9998701720220707
4,-3m,0.973206130112656
5,m,0.988265690601787
6,-43m,0.9626039899846539
7,2/m,0.5867635189669088
8,mm2,0.9591259235969187
9,mmm,0.8876826722338205
10,mm2,0.9438060758696679
11,mmm,0.5087831655992681
12,-42m,0.9086289455682596
13,4mm,0.8257505676562106
14,mm2,0.9804820448704591
15,mmm,0.4650573080434121
16,-43m,0.9998950792151925
17,-43m,0.9782862139317983
18,m,0.9839189440416434
19,-43m,0.9383283265594629
20,4/mmm,0.7939453125
21,2/m,0.7298812351543943
22,4mm,0.7949883696341721
23,mmm,0.4029621503017005
24,mmm,0.9656836931718449
25,-42m,0.9304285026480501
26,3m,0.9448683238985971
27,mmm,0.31391622796978713
28,m-3m,0.5248992747784045
29,-3m,0.6062585034013606
30,mm2,0.9293
31,2/m,0.9908788598574821
32,m,0.916807575245181
33,4/mmm,0.9815511702615879
34,-43m,0.999759961593855
35,-43m,0.9996714848883048
36,m-3m,0.5334890965732088
37,2/m,0.7738785698553704
38,4/mmm,0.7628191141173903
39,mmm,0.6837890625
40,m,0.9923795830337886
41,mmm,0.9528676888131743
42,-42m,0.9953508394317693
43,-43m,0.7983565107458913
44,mmm,0.4620866590649943
45,4/mmm,0.5151327433628319
46,m-3m,0.308407994486561
47,3m,0.7643225060443604
48,-43m,0.9949987900298459
49,4mm,0.7922972448583624
50,mmm,0.9244299674267101
51,m-3m,0.9378602186154356
52,-3m,0.9549208876505125
53,mmm,0.9285225458140065
54,mm2,0.9745787762341117
55,2/m,0.9318524096385542
56,mm2,0.9785690367228486
57,4/mmm,0.8471584892340275
58,3m,0.9813235891189607
59,3m,0.8465042131632885
60,m-3m,0.9021039603960396
61,4mm,0.7735345447079355
62,mm2,0.9594538107844504
63,m,0.9952521629035661
64,-43m,0.44597156398104265
65,2/m,0.4736749736749737
66,-43m,0.9796030438534558
67,-42m,0.9017666638217974
68,2/m,0.9635840526099466
69,-43m,0.8166086524117354
70,mmm,0.8230321759680058
71,6/mmm,0.3713709225423159
72,m,0.8721121070571898
73,4/mmm,0.5633163604162055
74,mm2,0.9837105376964106
75,-3m,0.9961569255404323
76,mmm,0.9643763596809282
77,6/mmm,0.2529374831823482
78,mm2,0.9445011382369103
79,-43m,0.9981046799825047
80,2/m,0.7418939482617347
81,m,0.9897408207343412
82,-43m,0.9969328574615213
83,mmm,0.9566142460684551
84,-3m,0.9961042123204286
85,4mm,0.7873356064296152
86,m,0.9964989865487378
87,4/mmm,0.7270019475312178
88,4mm,0.6542659835152596
89,mm2,0.9617950272892662
90,1,0.2009441183975504
91,2/m,0.9890969083996843
92,m-3m,0.778446667797185
93,4mm,0.8459065050704923
94,-42m,0.9404222702250714
95,m-3m,0.3979220779220779
96,-3m,0.999910984511305
97,mmm,0.9060693641618497
98,m,0.9327607032613072
99,4/mmm,0.8873507057546145
100,mmm,0.5868557656655543
101,4/mmm,0.8771048002010555
102,3m,0.9372157840692387
103,4/mmm,0.9258199847444699
104,6/mmm,0.41928345626975766
105,-42m,0.540837336993823
106,m,0.9911719549641761
107,m,0.97462539647818
108,4mm,0.7880822939985076
109,mm2,0.9064496187924995
110,mmm,0.6538239815526518
111,mmm,0.9291365669074647
112,4/mmm,0.9799844034312452
113,-3m,0.9918593574088508
114,mmm,0.3461615554219282
115,4mm,0.8746798390047567
116,m-3m,0.8794820717131474
117,mm2,0.7113361388742767
118,-3m,0.9958633478353898
119,mmm,0.9414832925835371
120,m,0.9867065868263473
121,4/mmm,0.7239789902454711
122,-43m,0.9976375046142488
123,-43m,0.9412624584717608
124,2/m,0.9900770712909441
125,4/mmm,0.801354401805869
126,4/mmm,0.40100250626566414
127,m,0.44901315789473684
128,4mm,0.8570453770044354
129,-43m,0.992276666952716
130,-43m,0.9701278184690507
131,4/mmm,0.9989044526175757
132,m,0.998679532757745
133,2/m,0.9836626139817629
134,m-3m,0.900380877331232
135,mmm,0.5830523130134025
136,3m,0.9713450292397661
137,-3m,0.9545721846515731
138,-43m,0.999882207432711
139,4mm,0.8190319727031468
140,mmm,0.9594236145960284
141,-43m,0.9714505579068873
142,-6m2,0.4064235329431187
143,4/mmm,0.5011714174150722
144,-6m2,0.49545113095734916
145,mm2,0.830249569707401
146,2/m,0.6602212512782374
147,m,0.7903136429125568
148,mm2,0.9481609479140953
149,mmm,0.9128750138381491
