cluster_id,dominant_point_group,fraction
0,mm2,0.4070160366552119
1,mmm,0.493727626459144
2,-43m,0.7338092529041493
3,6/mmm,0.24339196539330132
4,m,0.3854307432432432
5,m,0.42072451558550966
6,mmm,0.41379851284786495
7,-3m,0.5331770367399821
8,-3m,0.7930477482716288
9,-43m,0.9973003374578178
10,mm2,0.49961096480727796
11,4mm,0.3008194345638026
12,mm2,0.29470360485659514
13,m-3m,0.1879248761378039
14,2/m,0.2600758742440747
15,-43m,0.9927622111233387
16,4/mmm,0.44526256423110666
17,4mm,0.22333729631442759
18,4/mmm,0.3547786652226885
19,mm2,0.4274435399963278
20,mmm,0.18316713203031512
21,-43m,0.5470788071970809
22,-43m,0.5070628705262388
23,-3m,0.7558716636054554
24,mmm,0.3040287821038008
25,-43m,0.9978449622087576
26,4mm,0.279717690616684
27,4/mmm,0.4608292189637737
28,mmm,0.4950704225352113
29,m,0.2980934879981624
30,-43m,0.9985925184536469
31,mmm,0.32176761396378634
32,mm2,0.3718740298713394
33,-43m,0.998043120021972
34,mm2,0.4597927972372965
35,mm2,0.42859981454497287
36,4mm,0.3238836247849421
37,-42m,0.4180886845434628
38,-43m,0.7435477081902567
39,-3m,0.8547315203653117
40,m,0.4482642399730367
41,6/mmm,0.219693354015034
42,m,0.42035802356379576
43,2/m,0.34893017589278913
44,-42m,0.3337221920781335
45,4/mmm,0.43920826382651096
46,mm2,0.42125359997411255
47,4mm,0.2399311620260968
48,4/mmm,0.31736526946107785
49,4mm,0.22574434435811044
