cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,Imm2,0.35997954225802326,39105,39109
1,Fm-3m,0.5914732077675573,27396,27400
2,P2/m,0.24206658863311223,30756,30760
3,Cm,0.11254468085106382,29375,29613
4,P6/mmm,0.11265074917773175,32836,32851
5,I4mm,0.11765708926592207,35187,35191
6,Pmm2,0.21420772259537438,30223,30224
7,R-3m,0.7443073179210846,28765,28772
8,Imm2,0.2921246605457132,38665,38670
9,F-43m,0.9702575005905977,42330,42334
10,Cm,0.33470675336380606,31066,31070
11,I-4m2,0.4809665268122378,32653,32661
12,P4/mmm,0.5714856085078581,27551,27556
13,F-43m,0.8921453117329406,40740,40748
14,Fm-3m,0.9313756416506552,34871,34871
15,P6_3/mmc,0.08829783400007207,27747,27768
16,C2/m,0.17992899173225413,40277,40285
17,C2/m,0.5245261375430164,36614,36620
18,Cm,0.20865221709411697,34234,34251
19,I-4m2,0.4066953927742791,30170,30176
20,F-43m,0.9772161147829552,30109,30116
21,Cmm2,0.22244511626592828,35393,35407
22,F-43m,0.9968514906659236,35890,35903
23,P4mm,0.34496267791738144,43138,43165
24,Cmmm,0.3712419874206266,33229,33238
25,I-4m2,0.49958409582432206,30055,30057
26,P4/mmm,0.11639592511013216,29056,29080
27,F-43m,0.9630496678266371,31610,31619
28,R-3m,0.7225333387051287,24821,24823
29,P4mm,0.23008715994415727,26503,26507
30,P4mm,0.4103821482527181,40377,40384
31,P6_3/mmc,0.1288499166606276,27598,27616
32,Pmmm,0.3485296895661482,31762,31769
33,C2/m,0.457353123578782,24187,24191
34,F-43m,0.9855609232420827,37260,37265
35,I4/mmm,0.4635792349726776,36600,36606
36,Cm,0.4307044625315745,35630,35635
37,P4mm,0.5051501342156189,32038,32039
38,F-43m,0.5446955472103004,29824,29825
39,Imm2,0.1760816952954371,33882,33885
40,Pmmm,0.48930158969336246,26546,26546
41,P2/m,0.288606838883082,33485,33491
42,R-3m,0.5754146086160087,30571,30585
43,Pm,0.23354980280520712,33723,33729
44,P6_3/mmc,0.13190742426212457,30764,30807
45,R-3m,0.8232186654927363,31802,31805
46,Imm2,0.2716173120728929,32925,32930
47,P4/mmm,0.34434279830501763,25251,25256
48,F-43m,0.9645786075728494,34386,34395
49,I-4m2,0.2825621313928582,34081,34085
