cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,Pm,0.611389817911557,10764,10767
1,P-3m1,0.1542952460383653,9592,9600
2,Fm-3m,0.9740661892781111,10334,10334
3,Cmmm,0.5115649606299213,12192,12194
4,Imm2,0.42823098075160404,10910,10911
5,Cm,0.8967527060782681,10809,10810
6,F-43m,0.9987384887094739,15854,15858
7,R-3m,0.9329166666666666,7200,7201
8,Immm,0.35074480595844765,10204,10204
9,C2/m,0.5007719027402547,10364,10367
10,Pmm2,0.2763625291789303,9853,9853
11,Pmmm,0.558969769291965,10056,10057
12,I-4m2,0.5064899199116266,10863,10864
13,F-43m,0.9720023940945668,15037,15038
14,P4mm,0.4986931050022533,11095,11098
15,C2/m,0.6561225614460487,9073,9073
16,Imm2,0.3786407766990291,11948,11948
17,I4/mmm,0.3358861070201276,10185,10186
18,R-3m,0.6895413276736234,8481,8481
19,P2/m,0.4964707958355391,11334,11336
20,I4mm,0.587342313448792,9354,9355
21,C2/m,0.2010496910183696,11813,11833
22,P4/mmm,0.45943046615954747,10254,10257
23,P2/m,0.5457285566655184,11612,11613
24,F-43m,0.9989449621944786,11374,11377
25,F-43m,0.998047741591978,11269,11271
26,I4/mmm,0.4572752922208787,9924,9927
27,Cm,0.8920454545454546,9328,9330
28,I-4m2,0.6361699000587889,13608,13613
29,F-43m,0.9992573338284441,13465,13472
30,I4mm,0.35801376597836776,10170,10170
31,C2/m,0.4517131536011188,12871,12879
32,Pm,0.8162724506821082,10189,10190
33,Fm-3m,0.9319141126812259,10898,10899
34,Pmmm,0.3825573770491803,7625,7626
35,F-43m,0.9817823732151649,10155,10158
36,Cmm2,0.2314410480349345,13053,13055
37,Fm-3m,0.9075291133402513,8673,8674
38,P2/m,0.40691911181601903,10088,10089
39,I-4m2,0.4779795686719637,8810,8812
40,Pm,0.5172131147540984,9760,9760
41,P4mm,0.44106117239493114,10969,10970
42,P2/m,0.44752607055691146,9014,9015
43,Imm2,0.44108787331095617,11619,11620
44,C2/m,0.6802397488345543,10511,10511
45,P4/mmm,0.5858242348308573,11174,11175
46,F-43m,0.9842043888476625,9433,9435
47,I4/mmm,0.11735089078233928,12910,12921
48,R3m,0.29750982961992134,8393,8398
49,P4mm,0.7310774710596616,12353,12354
50,I4/mmm,0.44706857261238864,9654,9656
51,Imm2,0.29699104932393827,10502,10502
52,I4/mmm,0.45900433254312106,12233,12234
53,R-3m,0.7781485601285378,8091,8094
54,Pm,0.7773046380481068,8689,8689
55,F-43m,0.998537892941272,12311,12311
56,Imm2,0.35215348472983554,12770,12770
57,P4/mmm,0.5817318073850141,9262,9264
58,Cm,0.16003690793520606,9754,9755
59,R-3m,0.9442159654117895,9483,9485
60,P2/m,0.4056714910804443,11884,11886
61,C2/m,0.3810056827966248,11614,11618
62,Pm-3m,0.459374129445631,10769,10776
63,Cmcm,0.12387032584362823,12061,12076
64,P6/mmm,0.18755864139613435,10658,10662
65,Pmm2,0.47013449367088606,10112,10114
66,F-43m,0.9768250289687138,13808,13810
67,R-3m,0.9614584275762237,11053,11054
68,Pmmm,0.3442133641440401,10386,10387
69,Cmmm,0.648255346518733,12438,12439
70,P4/mmm,0.5899506975768384,9533,9533
71,Pmm2,0.27192527244421383,11562,11563
72,F-43m,0.9989696032972695,11646,11646
73,F-43m,0.9987506507027589,9605,9609
74,I4/mmm,0.16338227212059356,12737,12740
75,Cm,0.9406587166382737,10566,10566
76,C2/m,0.23912528617667955,12667,12679
77,Imm2,0.2770178993583249,11844,11847
78,I-4m2,0.5578307830783078,13332,13332
79,P4mm,0.44196288140924817,12716,12718
80,P4mm,0.49156425744636534,9602,9602
81,Cmmm,0.4969709415751104,9739,9741
82,Cm,0.8714644534236103,9157,9158
83,R-3m,0.9022339935513588,8684,8687
84,Cmm2,0.37611192676396926,11579,11580
85,P6_3/mmc,0.16985666466397734,11651,11663
86,Fm-3m,0.863387495584599,11324,11325
87,Imm2,0.29889451389606364,9679,9680
88,I4mm,0.6025953751585521,10249,10249
89,F-43m,0.71187524990004,12505,12505
90,R-3m,0.7479470198675496,7550,7551
91,Pm,0.6582860810955387,9347,9347
92,P4mm,0.6348771433622061,11314,11316
93,P3m1,0.946231884057971,6900,6901
94,Fm-3m,0.9314687744289064,11513,11513
95,Cmmm,0.2833607907742998,10926,10931
96,I-4m2,0.5658054820010019,13973,13976
97,F-43m,0.999032804062223,12407,12409
98,F-43m,0.9749297094657919,12804,12804
99,Pm,0.5485018941568133,8711,8712
100,P4/mmm,0.5411272267107953,10273,10273
101,F-43m,0.9950545014129996,9908,9909
102,P4mm,0.4296364379084967,9792,9793
103,I4/mmm,0.46764091858037576,11975,11977
104,P4/mmm,0.4787701317715959,12294,12296
105,P6_3/mmc,0.1543418226449831,16295,16334
106,Imm2,0.31845820880140163,9703,9704
107,P4mm,0.3117298466748189,10631,10632
108,P4/mmm,0.5695645212936279,12492,12493
109,C2/m,0.4874836634161054,9947,9949
110,R3m,0.9696490673411319,6326,6327
111,P3m1,0.9467239527389903,4655,4655
112,P2/m,0.5129644180042654,8909,8910
113,P2/m,0.4555279943302622,11288,11291
114,I4/mmm,0.35246029274369356,12844,12846
115,R-3m,0.6028329856154606,9107,9108
116,F-43m,0.9748474732358697,17374,17378
117,I4/mmm,0.5128994673768309,12016,12017
118,F-43m,0.9948937722257682,10967,10967
119,Fm-3m,0.9347095535285646,12498,12498
