cluster_i,cluster_k,epsilon
0,1,6.351398096941201e-16
0,2,4.682725288020209e-16
0,3,1.473736365426403e-29
0,4,1.7011282726822658e-29
0,5,1.2562183418416509e-29
0,6,1.1923800280637457e-15
0,7,1.1785188913903778e-29
0,8,2.90185942651548e-29
0,9,8.3599717060707e-30
0,10,8.567777998426403e-16
0,11,5.858333518073258e-16
0,12,7.636540412181482e-30
0,13,3.095050340391049e-29
0,14,8.235850052608908e-16
0,15,2.4526085924354618e-29
0,16,2.5294613564100097e-30
0,17,5.880904506152239e-16
0,18,1.1192530515286149e-29
0,19,5.904477611707249e-30
0,20,4.2062662546176137e-16
0,21,1.629364863431643e-29
0,22,1.8358914421068308e-29
0,23,2.5912137060817493e-29
0,24,5.9465218369741586e-30
0,25,6.994668385236114e-30
0,26,1.2025453775094066e-29
0,27,1.9044072113191052e-16
0,28,7.117869753737815e-16
0,29,8.980431144990631e-30
0,30,7.264847117459247e-16
0,31,6.1946094712063715e-30
0,32,5.083799749987208e-15
0,33,6.228406586503269e-16
0,34,5.026082930752462e-30
0,35,2.1983762253504408e-29
0,36,1.0699445866075468e-29
0,37,5.073440779194102e-30
0,38,1.1019919811037352e-29
0,39,2.4372975152325614e-29
0,40,8.920999951067235e-16
0,41,3.8355410967359453e-29
0,42,9.306559724893914e-30
0,43,1.8790499296016311e-29
0,44,2.947728118559413e-29
0,45,1.153820132267717e-29
0,46,3.142076236613925e-29
0,47,1.1136375776187437e-29
0,48,5.90878864221775e-29
0,49,2.2235693909540596e-29
1,2,9.785341043217285e-16
1,3,5.52482760710871e-16
1,4,7.126489251814508e-16
1,5,2.9310186693002475e-16
1,6,4.180905799425052e-15
1,7,1.871485489693888e-15
1,8,1.0922950263102198e-15
1,9,4.867606840257652e-29
1,10,3.1448858285825113e-15
1,11,1.5411151173640692e-15
1,12,2.7371275972570824e-16
1,13,2.665592354041917e-15
1,14,1.779737692987369e-15
1,15,1.2276338827503812e-15
1,16,1.5158409662743884e-29
1,17,1.2519324038413968e-15
1,18,8.27226697024153e-16
1,19,2.5690897424429897e-16
1,20,2.5401969121961524e-15
1,21,4.330144399755579e-16
1,22,6.089574037924407e-16
1,23,7.899785358586224e-16
1,24,3.3722089898986574e-29
1,25,3.2562936063141097e-16
1,26,8.658895515202361e-16
1,27,2.0794625117150523e-15
1,28,1.4850721282902975e-15
1,29,5.27093609886287e-29
1,30,1.532177649662486e-15
1,31,3.4339200647459114e-16
1,32,3.0972135915857824e-14
1,33,2.0281628181978324e-15
1,34,1.9442064541316986e-16
1,35,3.8510910004682893e-16
1,36,4.845473222493065e-29
1,37,2.9167739325637654e-29
1,38,5.791876424971757e-29
1,39,6.06199838802829e-16
1,40,1.492370322356535e-15
1,41,8.005268112154615e-16
1,42,5.888895974310158e-16
1,43,5.50082629320409e-16
1,44,9.09349141244285e-16
1,45,5.491627743166581e-16
1,46,4.2902544163266375e-15
1,47,6.934751257946027e-29
1,48,2.7777248177152305e-15
1,49,3.581983455408259e-16
2,3,8.201775529652114e-16
2,4,9.092252583269044e-16
2,5,3.481957772068957e-16
2,6,2.4457906975759915e-15
2,7,6.658830458211781e-16
2,8,1.3034952902424312e-15
2,9,3.4555412971557434e-16
2,10,1.0025452407631312e-15
2,11,1.1571970466423726e-15
2,12,5.041364295027089e-16
2,13,1.4273365907996423e-15
2,14,9.55454749337694e-16
2,15,8.260495867028069e-16
2,16,7.170503956498905e-31
2,17,1.3673495831180478e-15
2,18,6.327379529559085e-16
2,19,8.551747161558374e-16
2,20,1.3635548378539291e-15
2,21,5.315902403739561e-16
2,22,7.64097940476867e-16
2,23,1.0091946864403108e-15
2,24,2.8247776052649564e-16
2,25,1.0239881256352346e-15
2,26,6.555786115387747e-16
2,27,1.1794336677102739e-15
2,28,8.312696272915848e-16
2,29,9.499444591357108e-16
2,30,1.9587034802496715e-15
2,31,9.983571035576156e-16
2,32,1.4830905908767941e-15
2,33,1.7460491207831012e-15
2,34,3.410132804665115e-16
2,35,5.058764183335602e-16
2,36,2.803390425772902e-16
2,37,1.3947004136484288e-16
2,38,2.833990830311028e-16
2,39,5.880917267135079e-16
2,40,1.5205493619050008e-15
2,41,8.119955974303536e-16
2,42,6.168584053157057e-16
2,43,4.855523624305994e-16
2,44,8.752053210473737e-16
2,45,4.47343445558316e-16
2,46,3.4338832584640116e-15
2,47,3.1531909770737154e-16
2,48,2.31998218809417e-15
2,49,1.321151095050921e-15
3,4,1.1427045777538834e-20
3,5,3.179889787922635e-20
3,6,1.192908586800276e-15
3,7,5.429925001406175e-16
3,8,4.871686533911971e-16
3,9,4.618134037694509e-30
3,10,1.0239987882599662e-15
3,11,8.121010047170787e-16
3,12,7.370689210108514e-30
3,13,1.6292912640360773e-15
3,14,8.057051946381221e-16
3,15,1.6436004323300666e-16
3,16,1.4105601483714227e-30
3,17,4.1114034822987817e-16
3,18,1.711761422591918e-16
3,19,3.7924777473167544e-30
3,20,8.198240323246297e-16
3,21,9.412590781175984e-30
3,22,3.970511930235916e-16
3,23,1.1107840914855283e-16
3,24,3.377437955051701e-30
3,25,3.991871875708839e-20
3,26,6.942791237515065e-30
3,27,7.032564684285907e-16
3,28,5.695919032027957e-16
3,29,5.145497010746607e-30
3,30,1.2838248385776632e-15
3,31,4.7226318207505116e-30
3,32,2.9021052749155104e-15
3,33,6.020988477178034e-16
3,34,3.019278532082231e-30
3,35,1.258576359236199e-29
3,36,6.228523995158429e-30
3,37,2.8649737399031926e-30
3,38,6.2865802735840946e-30
3,39,3.3888927362767455e-16
3,40,1.4339667586047191e-15
3,41,1.3836541484992116e-15
3,42,2.3676572094202603e-21
3,43,4.2830739861515486e-19
3,44,4.336808963718237e-19
3,45,3.937792515692289e-24
3,46,4.38230263097711e-19
3,47,6.368922436184375e-30
3,48,3.121617211769563e-15
3,49,1.3130705704305137e-29
4,5,7.950060917583344e-30
4,6,1.340749559631906e-15
4,7,4.51752283676079e-16
4,8,1.8715641676127807e-29
4,9,5.583851444957241e-30
4,10,1.5018617078137986e-15
4,11,1.2477792425481963e-15
4,12,9.00872649225133e-30
4,13,5.932684939834236e-16
4,14,6.491488459115619e-16
4,15,1.714165908097218e-29
4,16,1.6650744144303897e-30
4,17,6.020937076288611e-16
4,18,2.2076699176994208e-16
4,19,5.363421383456133e-30
4,20,1.028405767284546e-15
4,21,1.0764573727557909e-29
4,22,1.1318170826699452e-29
4,23,5.20717821979799e-16
4,24,3.6295005495835366e-30
4,25,7.442618135682726e-30
4,26,8.389283112580499e-30
4,27,4.33145851067691e-16
4,28,6.525139065323591e-16
4,29,5.8268779311377425e-30
4,30,1.330333861638253e-15
4,31,5.4824773445663844e-30
4,32,3.433040775579942e-15
4,33,4.532776344357387e-16
4,34,3.6629428390745075e-30
4,35,1.5190771298914947e-29
4,36,5.667751286845474e-30
4,37,3.308527367899837e-30
4,38,6.347025593639045e-30
4,39,1.6998841963190655e-29
4,40,7.590862324447882e-16
4,41,2.559653370215368e-29
4,42,6.365152327391848e-30
4,43,1.2771165077237213e-29
4,44,1.9719739927291316e-29
4,45,9.591295424855301e-30
4,46,6.014816420855164e-20
4,47,8.36660383604732e-30
4,48,3.866803965359621e-29
4,49,1.5192167657711908e-29
5,6,1.3417534673502098e-15
5,7,2.480206789098571e-19
5,8,1.3860521258833307e-29
5,9,3.9845824925933806e-30
5,10,9.268298958070474e-16
5,11,4.934183479713795e-16
5,12,7.530458466923e-30
5,13,1.3892563161990034e-19
5,14,7.40042570483076e-16
5,15,1.1333622947627596e-29
5,16,1.2006432681000097e-30
5,17,6.786507617708319e-16
5,18,4.10982475750769e-16
5,19,2.8925435227992503e-30
5,20,8.554491180405692e-16
