cluster_id,dominant_space_group_symbol,fraction
0,P2/m,0.9761573671707515
1,F-43m,0.9978448275862069
2,Pnma,0.19895881999599546
3,I-4m2,0.9998138611404107
4,Cmmm,0.7096005239030779
5,R-3m,0.9872099103084905
6,Imm2,0.9902365271762806
7,P4/mmm,0.9078096852813394
8,Pmmm,0.9575030354974645
9,P4mm,0.8989403314131285
10,Pmm2,0.9662388767160042
11,Fm-3m,0.9443191538999922
12,Cm,0.9589466259111216
13,I4/mmm,0.9945239843367597
14,P-6m2,0.6200917230836427
15,P3m1,0.9554712159927852
16,F-43m,0.9895975443383356
17,C2/m,0.9889187558286248
18,Pm,0.967108775099577
19,Cmmm,0.9566805737177492
20,R3m,0.9582839327273526
21,I4/mmm,0.5611902280884566
22,Cmm2,0.999448746554666
23,F-43m,0.992973996007363
24,P6_3/mmc,0.4698920988513749
25,I4mm,0.897542690545606
26,Fm-3m,0.28011336797354747
27,Cm,0.9974947807933194
28,F-43m,0.9981345623275646
29,I4/mmm,0.998852890157238
30,P4mm,0.8314655523295255
31,Pmmm,0.9163496883490491
32,P4/mmm,0.8636949942947859
33,C2/m,0.9023010184835911
34,I4/mcm,0.4840820435384422
35,I4mm,0.804964813239502
36,Imm2,0.8729687343588375
37,Fm-3m,0.9535580755801378
38,Pm,0.981556694853186
39,F-43m,0.9925080110123211
40,Cmcm,0.36580485493128323
41,R-3m,0.9808707628739766
42,P2/m,0.9824312333629104
43,I-4m2,0.9998635743519781
44,Immm,0.9698320701441522
45,Fmm2,0.9137675079067966
46,F-43m,0.9856824689786828
47,Pm-3m,0.9796754133171546
48,Amm2,0.6560895279243546
49,Fd-3m,0.3154727378190255
