cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,C2/m,0.4777585210860774,12117,12123
1,F-43m,0.9946589518192945,8987,8987
2,F-43m,0.6803945188977564,13282,13285
3,R3m,0.9225451967387451,5642,5642
4,Cmm2,0.33672009158557525,13976,13978
5,Immm,0.12950835695435442,10231,10232
6,P2/m,0.28473164992307,11049,11049
7,I4/mmm,0.30109570661896246,8944,8949
8,F-43m,1.0,12808,12813
9,Pm,0.4980540293040293,8736,8737
10,P-6m2,0.4623670956911024,7148,7149
11,R-3m,0.7562615955473099,8624,8625
12,I-4m2,0.5837198359884386,14877,14879
13,F-43m,1.0,12413,12415
14,C2/m,0.5266765324402212,12839,12840
15,Fm-3m,0.8680447506853375,13497,13497
16,P4mm,0.36999340307228346,10611,10613
17,P4/mmm,0.27359030081207825,8743,8748
18,F-43m,1.0,11670,11676
19,Cmmm,0.10282958655414509,14101,14111
20,Imm2,0.42014510505983227,10613,10614
21,I4/mmm,0.43930149379339367,9506,9506
22,P2/m,0.5525026624068158,9390,9391
23,Imm2,0.23665264142122489,10695,10696
24,P4mm,0.5634521520485135,13522,13523
25,Pmmm,0.5206567323993933,11207,11207
26,F-43m,0.6616756278499966,14693,14694
27,P4/mmm,0.6064595401088292,11394,11397
28,Imm2,0.4773796945538373,10411,10412
29,P4mm,0.5366946244757911,10492,10492
30,R-3m,0.9847247574214621,10409,10411
31,I-4m2,0.23979148566463945,12661,12664
32,I4mm,0.5541690962099125,8575,8576
33,I-4m2,0.43171878867893393,12119,12120
34,I4/mmm,0.5134899222345659,12602,12603
35,Cm,0.7289953880088229,9974,9975
36,Fm-3m,0.5175482787573468,11910,11911
37,F-43m,0.977820235919588,12038,12040
38,C2/m,0.5294303132226194,9514,9515
39,Imm2,0.24107142857142858,10192,10192
40,Pmmm,0.5141466727025803,8836,8838
41,Cmmm,0.14985087655488472,13747,13769
42,F-43m,0.9996999474908109,13331,13331
43,P2/m,0.35565697304181704,9422,9422
44,P3m1,0.9301484583174724,5254,5254
45,Pm,0.6453811659192825,11150,11150
46,R-3m,0.8216654384672071,8142,8146
47,F-43m,1.0,12983,12985
48,Cmm2,0.4031529270007029,9959,9962
49,Cm,0.8775549556498264,10372,10372
50,F-43m,0.9637282919322928,13647,13649
51,P4/mmm,0.770426114151681,10232,10234
52,Pmmm,0.36181277860326894,12114,12115
53,Cm,0.17947696800743396,15066,15233
54,Cm,0.36909471724458925,12891,12962
55,P4/mmm,0.5601082695538547,10714,10716
56,P4mm,0.4067044381491974,10590,10591
57,P4mm,0.30466856359995786,9489,9490
